,movieCd,peopleNm,peopleNmEn,cast,castEn
13,20090843,김가현,,톰보이 직원,
14,20090843,문현진,,닌텐도남 ,
15,20090843,유성대,,마트 손님 ,
16,20090843,박문칠,PARK Moon-chil,마트 손님 ,
17,20090843,김세은,,버스승객,
18,20090843,박성미,,스쿠터녀 ,
19,20090843,임원균,,버스승객,
20,20090843,정유진,,진희,
21,20090843,최원섭,,마트 손님 ,
22,20090843,김연삼,,마트 손님,
23,20090843,이강산,,마트 손님,
24,20090843,김영구,,마트 손님,
25,20090843,김지현,,성형외과 간호사,
26,20090843,김지현,,패스트푸드점 점원,
27,20090843,이창우,,클럽손님 ,
28,20090843,안민영,AHN Min-young,권 팀장,
29,20090843,유정호,YU  Jeong-ho,마트 매니저,
0,20090037,조안 첸,Joan Chen,,
1,20090037,여려평,Liping Lu,,
2,20090037,자오 타오,Tao Zhao,,
0,20090841,정지연,JUNG Ji-yeon,유나,Yu-na
1,20090841,이승준,LEE Seung-jun,승규 ,
2,20090841,김주령,KIM Joo-ryoung,순애 ,
3,20090841,조동현,,강력반 형사들,
4,20090841,송해나,SONG He-na,찜질방 손님들,
5,20090841,송혁조,SONG Hyuk-jo,고스톱 치는 택시 기사들,
6,20090841,박은미,,찜질방 손님들 ,
7,20090841,김현옥,Kim Hyun-ok,중국집직원,
8,20090841,황성현,,군인,
9,20090841,심봉건,SIM Bong-geon,고깃집 동아리 OB 동창생들,
10,20090841,박지현,PARK JI HYUN,찜질방 손님들 ,
11,20090841,박현민,,찜질방 직원 ,
12,20090841,노신영,,찜질방손님들,
13,20090841,변병준,,닭먹는 양복쟁이들 ,
14,20090841,류주형,RYU Ju-hyeong,강력반 형사들 ,
15,20090841,류주형,RYU Ju-hyeong,시내버스 승객 ,
16,20090841,서광,,술집 서빙남 ,
17,20090841,서동훈,,강력반 형사들 ,
18,20090841,김경민,,중국집 배달원,
19,20090841,김태운,,택시기사,
20,20090841,고태정,,고시서점 고시생들,
21,20090841,유성대,,동료택시기사 ,
22,20090841,박문칠,PARK Moon-chil,배드민턴 치는 사람들 ,
23,20090841,전종훈,,강력반 형사들,
24,20090841,이숙경,,닭먹는 양복쟁이들,
25,20090841,권봉근,KWON Bong-keun,고시서점 고시생들,
26,20090841,오정주,,교내 식당 손님들 ,
27,20090841,오태석,OU Tae-seok,닭먹는 양복쟁이들 ,
28,20090841,오민호,,고깃집 티비 시청남 ,
29,20090841,오민호,,시내버스 승객 ,
30,20090841,이용일,,고시서점 고시생들,
31,20090841,이진근,Lee Jin-geun,아지뜨는 대학생들 ,
32,20090841,윤혜진,YOON Hey-jin,피격녀,
33,20090841,김태훈,,택시기사,
34,20090841,김연삼,,찜질방 손님들,
35,20090841,김준태,,찜질방 손님들 ,
36,20090841,김지묵,,고시서점 고시생들 ,
37,20090841,민성욱,MIN Seong-uk,선우,Seon-woo
38,20090841,이희준,LEE Hee-jun,시형,
39,20090841,이용녀,LEE Yong-nyeo,아줌마 2,
40,20090841,문명환,MOON Myoung-hwan,아지뜨는 대학생들,
41,20090841,김한울,KIM Han-ul,중국집 손님들,
42,20090841,김현철,,고스톱치는 택시기사들,
43,20090841,박세현,PARK Se-hyun,고깃집 동아리 OB 동창생들 ,
44,20090841,이채민,Lee Chaemin,중국집 손님들 ,
45,20090841,남궁선,NAMKOONG Sun,고시서점 고시생들,
0,20081616,정유미,JUNG Yu-mi,구언주,
1,20081616,예수정,YE Soo-jung,유석희,
2,20081616,김민정,,,
3,20081616,허은경,HEO Eun-kyoung,단독주택 주인녀,
4,20081616,김활란,,아파트 주민,
5,20081616,신영재,,혜민,
6,20081616,신진희,SIN Jin-hui,비서,
7,20081616,임성빈,,요셉,
8,20081616,정철,,학습지교사,
9,20081616,김춘자,,한선생,
10,20081616,이나연,,희정,
11,20081616,이승훈,,복지재단 이부장,
12,20081616,김지나,,이수진 ,
13,20081616,백수장,PAIK Soo-jang,정은성,
14,20081616,김현,KIM Hyun,혜민 모,
0,20081661,지정남,CHI Cheong-nam ,정남,
1,20081661,김활란,,아파트 주민,
2,20081661,김효선,,출판사 앞 행인,
3,20081661,신경희,SIN Gyeong-hui,연수원 보험 아줌마,
4,20081661,최정윤,,연수원 직원,
5,20081661,최정은,,여성플라자 직원,
6,20081661,신진희,SIN Jin-hui,비서,
7,20081661,박종훈,,,
8,20081661,김한성,,곱창집 손님,
9,20081661,강주리,,고시원생,
10,20081661,이상유,,여성플라자 수강생,
11,20081661,구교선,,반찬가게 손님,
12,20081661,김성혜,,연수원 보험 아줌마,
13,20081661,이선용,,택배청년,
14,20081661,최연신,,연수원 보험 아줌마 ,
15,20081661,김숙자,,여성플라자 수강생,
16,20081661,김진한,,원룸 주인,
17,20081661,양현승,,정유미 매니저 ,
18,20081661,이진욱,,수목장 행인 ,
19,20081661,김종준,,곱창집 손님 ,
20,20081661,양선주,,학습지교사 ,
21,20081661,이정,,학습지교사 ,
22,20081661,김지선,,연수원 보험 아줌마 ,
23,20081661,이종현,,원룸 세입자 ,
24,20081661,박주형,PARK Ju-hyung,출판사 앞 행인,
25,20081661,김도영,KIM Doyoung,보영,
26,20081661,유정호,YU  Jeong-ho,출판사 앞 행인,
0,20081648,송하윤,SONG Ha-yoon,,
1,20081648,이주승,LEE Juseung,,
2,20081648,박명신,PARK Myungshin,"담임선생, 오정희",
3,20081648,홍성훈,,강의실 대학생들,
4,20081648,조성욱,,희준반 학생들 ,
5,20081648,오지은,OH Ji-eun,어린 정희 ,
6,20081648,안선경,,강의실 대학생들,
7,20081648,백금자,,아미 학교 선생님 ,
8,20081648,권오훈,KWAN O-hun,금동 코치 아이,
9,20081648,서민수,,강의실 대학생들 ,
10,20081648,고준태,,희준반 학생들,
11,20081648,유은숙,,희준 모 ,
12,20081648,임민섭,,희준반 학생들,
13,20081648,임시은,,어린 아미,
14,20081648,박상훈,PARK Sang-hoon,희준반 학생들 ,
15,20081648,이슬,,패밀리 레스토랑 점원,
16,20081648,서민경,,어린 준기 모,
17,20081648,김지완,,학생2 ,
18,20081648,유하복,YOO Ha-bok,우준기,
0,20100312,레오나르도 디카프리오,Leonardo Dicaprio,코브,
1,20100312,엘렌 페이지,Ellen Page,,
2,20100312,마리옹 꼬띠아르,Marion Cotillard,,
0,20127568,김정태,KIM Jung-tae,현배,Hyeon-bae
1,20127568,박하영,PARK Ha-young,박지호,Ji-ho
2,20127568,구승현,KOO Seung-hyun,선호,Seon-ho
3,20127568,최정우,CHOE Jeong-u,파출소장,
4,20127568,지대한,JI Dae-han,김 형사,
5,20127568,나윤성,NA Yoon-sung,공익요원,
6,20127568,이종경,LEE Jong-kyeong,,
7,20127568,손여은,SON Yeo-eun,영숙,
8,20127568,성유빈,SUNG Yu-bin,한상필,
9,20127568,정민성,JUNG Min-sung,만취남,
10,20127568,한사명,HAN Sa-myung,나일경,
11,20127568,이은채,LEE Eun-chae,세단 여,
12,20127568,김서원,KIM Seo-won,안산경찰,
0,20100206,이성재,LEE Sung-jae,북GP 1분대장,
1,20100206,최지현,CHOI Ji-hyun,감청 여헌병,
2,20100206,강성진,KANG Sung-jin,김응태 중병,
3,20100206,정경호,JUNG Kyung-ho,주근치 상병,
4,20100206,유태웅,YOO Tae-ung,,
5,20100206,이상훈,LEE Sang-hoon,,
6,20100206,박지훈,,북GP3분대장 ,
7,20100206,최시찬,,남측수색대2 ,
8,20100206,이선호,LEE Sun-ho,남측 무전병,
9,20100206,오태경,OH Tae-kyung,안계수 무전병,
10,20100206,지대한,JI Dae-han,북GP 소대장 ,
11,20100206,윤다경,YOON Da-kyung,여 부사관,
12,20100206,김영용,KIM Young-yong,보초1,
13,20100206,유정호,YU  Jeong-ho,남측 수색대 9,
14,20100206,이언수,,,
0,20182585,이성민,LEE Sung-min,,
1,20182585,김수정,,창신아파트주민,
2,20182585,유재명,YU Jae-myeong,한민태,
3,20182585,전혜진,JEON Hye-jin,춘배,
4,20182585,최다니엘,CHOI Daniel,종찬,
5,20182585,김영성,KIM Young-sung,형사 1팀 1,
6,20182585,문순주,MOON Soon-joo,형사 1팀 2,
7,20182585,이서환,LEE Seo-hwan,감식반,
8,20182585,권훈,,지원형사,
9,20182585,김경덕,KIM Kyung-duk,최철기,
10,20182585,김경로,KIM Gyeong-ro,지원형사,
11,20182585,서영수,,형사2팀 3,
12,20182585,박재원,,춘배차 운전남 역,
13,20182585,옥자연,OK Ja-yeon,종찬 처,
14,20182585,김귀선,,제보노인,
15,20182585,선율우,SUN Yul-woo,조선족 들개파,
16,20182585,김대곤,KIM Dae-gon,형사2팀1,
17,20182585,김대근,,조선족 들개파,
18,20182585,김대한,KIM Dae-han,조선족 들개파,
19,20182585,박찬규,,야쿠자 역,
20,20182585,손지영,,춘배 몸 대역,
21,20182585,박혜숙,,수녀 역,
22,20182585,김만호,,태국 마약조직,
23,20182585,봉신주,,태국 마약조직 역,
24,20182585,봉신주,,태국 마약조직 역,
25,20182585,안성봉,AHN Seong-bong,지원형사,
26,20182585,양재훈,YANG Jae-hoon,지원형사 역,
27,20182585,김상수,,조선족 들개파,
28,20182585,오진석,OH Jin-suk,야쿠자,
29,20182585,김은혜,,목격자여자,
30,20182585,이종원,,YTN앵커,
31,20182585,정종호,,지원형사,
32,20182585,이종현,,배달오토바이,
33,20182585,고재경,GO Jae-gyeong,야쿠자,
34,20182585,최성환,,벤츠덩치남,
35,20182585,정찬우,,감사과,
36,20182585,이준호,,지원형사,
37,20182585,김호정,KIM Hojung,,
38,20182585,김홍파,KIM Hong-pa,,
39,20182585,홍준표,,지원형사,
40,20182585,이송희,,최완식 역,
41,20182585,정명훈,,지원형사,
42,20182585,강려원,,YTN 앵커,
43,20182585,이승재,,지원형사 역,
44,20182585,조홍우,,지원형사,
45,20182585,김지안,,야쿠자,
46,20182585,권경훈,,조선족 들개파,
47,20182585,김영경,,술집 알바생,
48,20182585,권영조,,동물병원 원장,
49,20182585,길덕호,,백발패 덩치2,
50,20182585,김만기,,지원형사,
51,20182585,김민송,,형사1팀3,
52,20182585,김병춘,KIM Byung-chun,성과장,
53,20182585,이미정,LeeMijoung,청산아파트 주민,
54,20182585,임예은,,고문녀,
55,20182585,김은환,,청산아파트 주민,
56,20182585,김혁,,지원형사,
57,20182585,한우리,,가짜 목격자여자,
58,20182585,김통령,,지원형사,
59,20182585,조정웅,,태국 마약조직,
60,20182585,이유진,,야쿠자 역,
61,20182585,유병훈,,미진부,
62,20182585,진범일,,지원형사,
63,20182585,김철환,,창신아파트 얼룩무늬 남방,
64,20182585,박경용,,청산아파트 주민,
65,20182585,윤은정,,청산아파트 주민,
66,20182585,박빈,,증거물 보관실 직원,
67,20182585,이종신,,조두식,
68,20182585,최문수,,터미널 노란팔찌 소녀엄마,
69,20182585,박세기,,조선족 들개파,
70,20182585,심완준,,검은후드사내(광수대),
71,20182585,안시연,,유미진,
72,20182585,안시하,,정연,
73,20182585,이재혁,,백발패 덩치1,
74,20182585,이호균,,야쿠자,
75,20182585,이효빈,,지원형사,
76,20182585,박일룡,,조선족 들개파,
77,20182585,임예슬,,터미널 노란팔찌 소녀,
78,20182585,박태성,PARK Tae-seong,교도관,
79,20182585,전우신,,썬그라스 남자,
80,20182585,임진후,,조선족 장동주,
81,20182585,손찬성,,지원형사,
82,20182585,장준녕,JANG Jun-nyeong,알몸남(김남철),
83,20182585,오창석,,야쿠자,
84,20182585,장민기,,조선족 들개파,
85,20182585,백인권,,조두식,
86,20182585,한규원,,형사2팀2,
87,20182585,황승일,,태국 마약조직,
88,20182585,현오봉,,술집 양아치,
89,20182585,이상희,LEE Sang-hee,여미영,
90,20182585,박지수,PARK Ji-soo,태국 마약조직 역,
91,20182585,이영호,,경찰서장,
92,20182585,이현균,,채필교(부제),
0,20060284,박중훈,PARK Joong-hoon,,
1,20060284,안성기,AHN Sung-ki,,
2,20060284,김현아,KIM Hyun-ah,,
3,20060284,강광원,KANG Gwang-won,철물점사장,
4,20060284,함수연,,최곤소녀팬,
5,20060284,손덕배,,88년 최곤 밴드,
6,20060284,허민희,,라디오 스타,
7,20060284,조련,,순영,
8,20060284,최정윤,CHOI Jung-yoon,,
9,20060284,황인준,HWANG In-joon,꽃집총각,
10,20060284,나성식,,88년 최곤 밴드,
11,20060284,황현성,,이스트리버,
12,20060284,노브레인,Nobrain,이스트리버,
13,20060284,정원호,,88년 최곤 밴드,
14,20060284,이순금,,농협아가씨,
15,20060284,이준익,LEE Joonik,주방장 ,
16,20060284,이재은,,철물점 부인 ,
17,20060284,정석용,JUNG Suk-yong,박 기사,
18,20060284,신정근,SHIN Jung-geun,미사리 남 사장,
19,20060284,김장훈,KIM Jang-hoon,본인,
20,20060284,윤주상,YOON Joo-sang,김 국장,
21,20060284,안미나,AN Mi-na,다방 종업원 김양,
0,20173202,유아인,YOO Ahin,,
1,20173202,스티븐 연,Steven YEUN,,
2,20173202,전종서,JUN Jongseo,,
3,20173202,이고운,,판토마임 회원,
4,20173202,이수정,,검사,
5,20173202,배민정,BAE Min-jung,임시매장 나레이터 모델,
6,20173202,이승호,,승호,
7,20173202,이영석,LEE Young-seok,깔세매장 사장,
8,20173202,김정은,,정은,
9,20173202,김정현,,물류센터 알바지원자,
10,20173202,이현수,,판토마임 회원,
11,20173202,김지은,,클럽 남녀,
12,20173202,김지현,,축제 나레이터 모델,
13,20173202,김현우,,클럽 남녀,
14,20173202,유혜승,,물류센터 알바지원자,
15,20173202,문성근,MOON Sung-keun,변호사,
16,20173202,임용순,,벤 엄마,
17,20173202,조용준,,벤 집 경비원,
18,20173202,최선호,,물류센터 알바지원자,
19,20173202,최선호,,벤 스텐드 인,
20,20173202,김건희,,물류센터 알바지원자,
21,20173202,김명호,,배석판사,
22,20173202,함선일,,물류센터 알바지원자,
23,20173202,김민성,,종수 스텐드 인,
24,20173202,김수경,,수경,
25,20173202,김민희,,클럽 남녀,
26,20173202,김민지,,축제 나레이터 모델,
27,20173202,이봉련,LEE Bong-ryeon,해미 언니 ,
28,20173202,장원형,ZANG Won-hyoung,원형,
29,20173202,이중옥,LEE Joong-ok,순찰경찰,
30,20173202,옥자연,OK Ja-yeon,자연,
31,20173202,조용준,JO Yong-jun,벤 집 경비원,
32,20173202,유정호,YU  Jeong-ho,물류센터 직원,
33,20173202,김홍기,KIM Hong-ki,물류센터 알바지원자,
0,20090248,김혜자,KIM Hye-ja,도준의 어머니,
1,20090248,원빈,WON Bin,윤도준,
2,20090248,진구,JIN Goo,진태,
3,20090248,윤제문,YOON Je-moon,제문,
4,20090248,최재원,,박종표 검사,
5,20090248,전미선,JEON Mi-sun,미선,
6,20090248,송새벽,SONG Sae-byeok,세팍타크로 형사,
7,20090248,천우희,CHUN Woo-hee,"진태 여자친구, 미나 ",
8,20090248,정영기,JEONG Young-ki,남고생 깡마,
9,20090248,이미도,LEE Mi-do,여고생 흉터,
10,20090248,유인수,,운동장 죄수 ,
11,20090248,박태준,PARK Tae-joon,구치소 복도 교도관 ,
12,20090248,오원식,,가라오케 웨이터 ,
13,20090248,이옥주,LEE OK JU,마트 여직원,
14,20090248,김홍집,KIM Hong-jib,총괄,
15,20090248,윤혜진,YOON Hey-jin,"혜자 대역,터미널 젊은 새댁",
16,20090248,임성미,LIM Sung-mi,흉터 친구,
17,20090248,임근아,YIM Geun-ah,화장터 싸우는 아정 친척,
18,20090248,김태환,,문방구 오뎅 중딩,
19,20090248,황영희,HWANG Young-hee,화장터 임신한 아정 친척,
20,20090248,한지희,,여경,
21,20090248,남성호,NAM Seong-ho,맨하탄 종업원,
22,20090248,권병길,KWON Byung-gil,골프장 학장,
23,20090248,고규필,KO Gyu-pil,남고생 뚱뚱,
24,20090248,박명신,PARK Myungshin,여사장,
25,20090248,염동헌,YEOM Dong-heon,골프장 덩치 교수 ,
26,20090248,김규남,KIM Gyu-nam,현장검증 구경꾼,
27,20090248,임형국,LIM Hyung-kook,현장검증 기자,
28,20090248,권범택,KWAN Bum-tack,골프장 카트운전 교수,
0,20149570,김명민,KIM Myung-min,,
1,20149570,오달수,OH Dal-su,,
2,20149570,이연희,LEE Yeon-hee,,
3,20149570,강다현,,소녀1,
4,20149570,전건익,JEON Gun-ik,의금부 나졸2,
5,20149570,정명철,,산채 검계2,
6,20149570,박지선,,아줌마 대역,
7,20149570,배영민,,기도들,
8,20149570,정혜은,,버려지는 소녀,
9,20149570,조관우,,조악사,
10,20149570,조명행,,검계4,
11,20149570,최지명,,귀신,
12,20149570,송병철,SONG Byeong-cheol,검계5,
13,20149570,김나현,,퇴근하는 기생,
14,20149570,이경용,,기도들,
15,20149570,이귀현,,대마도 밀정,
16,20149570,이낙준,,왜구2,
17,20149570,한대룡,,검계6,
18,20149570,이선도,,왜구4,
19,20149570,이성동,,술에 취한 일본인,
20,20149570,이용우,,기도들,
21,20149570,김태환,Taehwan Kim,왜구1,
22,20149570,정원중,JUNG Won-joong,선배,
23,20149570,남윤나,,여자시체,
24,20149570,류광일,RYU Gwang-il,왜구3,
25,20149570,류현상,RYU Hyun-sang,의금부 나졸1,
26,20149570,최무성,CHOI Moo-sung,두목,
27,20149570,김원해,KIM Won-hae,사또,
28,20149570,우현,WOO Hyun,방씨,
29,20149570,황정민,HWANG Jung-min,사쿠라,
30,20149570,이정은,LEE Jung-eun,아줌마,
31,20149570,박수영,PARK Su-young,의뢰남,
32,20149570,권범택,KWAN Bum-tack,공방 할아범,
33,20149570,현우,HYUN Woo,뱀파이어,
0,20179205,김명민,KIM Myung-min,,
1,20179205,오달수,OH Dal-su,,
2,20179205,김지원,KIM Ji-won,영월,
3,20179205,김범,KIM Beom,,
4,20179205,이민기,LEE Min-ki,,
5,20179205,지웅배,JI Woong-bae,지킴이,
6,20179205,이대현,,검계무리,
7,20179205,이소희,,언년엄마,
8,20179205,이재웅,,검계무리,
9,20179205,백승진,,궁중무희,
10,20179205,이정민,LEE Jung-min,궁중무희,
11,20179205,김정화,KIM Jung-hwa,최재희,
12,20179205,서지은,,좀비,
13,20179205,김탁호,KIM Tak-ho,천무검계1,
14,20179205,김태윤,,좀비,
15,20179205,김태희,,좀비,
16,20179205,김현주,,궁중무희,
17,20179205,류현상,RYU Hyun-sang,관아포졸,
18,20179205,민성주,MIN Seong-ju,하병은,
19,20179205,박동석,,궁중악사,
20,20179205,전건익,JEON Gun-ik,관아포졸2,
21,20179205,전현우,,천무검계4,
22,20179205,박지선,,월영대역,
23,20179205,김태호,,관원,
24,20179205,박지현,,궁중무희,
25,20179205,김건,,서커스아이,
26,20179205,최유진,,궁중무희,
27,20179205,김미란,,시전아낙2,
28,20179205,김상일,,송필근,
29,20179205,김영우,,궁중악사,
30,20179205,김영진,,궁중악사,
31,20179205,한성희,,좀비,
32,20179205,염동헌,YEOM Dong-heon,서커스단장 ,
33,20179205,송훈,SONG Hoon,좀비,
34,20179205,강덕중,KANG Deok-jung,내시,
35,20179205,조한준,JO Han-jun,좀비,
36,20179205,윤상훈,YOON Sang-hoon,젊은 김신,
37,20179205,장유화,Jang Yoo hwa,좀비,
38,20179205,현우,HYUN Woo,세자,
0,20147947,조여정,CHO Yeo-jeong,백보희,
1,20147947,클라라,Clara,,
2,20147947,김태우,KIM Tae-woo,구강성,
3,20147947,배유람,BAE Yoo-ram,토이앤죠이직원,
4,20147947,정범식,JUNG Bum-shik,인간문화재 남편,
5,20147947,정범식,JUNG Bum-shik,다큐멘터리 내레이션,
6,20147947,박주희,PARK Ju-hee,여순경,
7,20147947,백경인,BAEK Kyung-in,까사아모르 인부,
8,20147947,조은영,CHO Eun-young,실험녀,
9,20147947,손진우,,스시남,
10,20147947,배성우,BAE Sung-woo,석수범,
11,20147947,유찬호,,까사아모르 지원자,
12,20147947,김세미,,까사아모르지원자,
13,20147947,라미란,RA Mi-ran,음순옥,
14,20147947,이민아,LEE Min-a,주부,
15,20147947,황준호,,토이앤죠이 직원,
16,20147947,이승원,,응원단장,
17,20147947,이시현,,토이앤죠이 직원,
18,20147947,조재윤,JO Jae-yun,조지호,
19,20147947,김영옥,KIM Yeong-ok,연회장,
20,20147947,김보연,KIM Bo-yeon,윤관순,
21,20147947,오나라,OH Na-ra,수범 처,
22,20147947,박상민,,쓰레기 투척남,
23,20147947,김승주,KIM Seung-ju,까사아모르 인부,
24,20147947,이선희,LEE Sunhee,주부,
25,20147947,김기천,KIM Ki-chun,천사장,
26,20147947,윤부진,YOON Bu-jin,까사아모르 지원자,
27,20147947,이종윤,LEE Jong-yoon,선착장 택시기사,
28,20147947,최정현,CHOI Jeong-hyun,비서,
0,20200836,브래드 피트,Brad Pitt,,
1,20200836,에릭 바나,Eric Bana,,
2,20200836,올랜도 블룸,Orlando Bloom,,
0,20200846,공유,GONG Yoo,,
1,20200846,정유미,JUNG Yu-mi,,
2,20200846,마동석,Don LEE,,
3,20200846,김수안,KIM Su-an,,
4,20200846,최우식,CHOI Wooshik,,
5,20200846,안소희,AN So-hee,,
6,20200846,김의성,KIM Eui-sung,,
7,20200846,예수정,YE Soo-jung,,
8,20200846,박명신,PARK Myungshin,,
0,20184678,김인권,KIM In-kwon,,
1,20184678,정상훈,JEONG Sang-hun,,
2,20184678,손담비,SON Dam-bi,이미지,
3,20184678,김성철,KIM Sung-cheol,,
4,20184678,박철민,PARK Cheol-min,,
5,20184678,이수정,,기자1,
6,20184678,김정남,,노년커플 남자,
7,20184678,이승은,,시나리오 속 아내,
8,20184678,이정우,LEE Jung-woo,손님1,
9,20184678,서지은,,3:1 커플 여자3,
10,20184678,이종수,,두석형,
11,20184678,김태형,,성난고객남2,
12,20184678,안준태,,헬멧남,
13,20184678,남기주,,환자2,
14,20184678,문득산,,클럽 웨이터,
15,20184678,임용순,LIM Yong-soon,기부단체 이사장,
16,20184678,정종훈,JUNG Jong-hoon,영화관계자,
17,20184678,정종훈,JUNG Jong-hoon,의사,
18,20184678,김대근,,남남커플 남자1,
19,20184678,최재원,CHOI Jae-won,두석 부,
20,20184678,김수경,,3:1 커플 여자1,
21,20184678,김예진,,스포츠카 여,
0,20209644,쉐일린 우들리,Shailene Woodley,다프네,
1,20209644,제이미 도넌,Jamie Dornan,잭,
2,20209644,세바스찬 스탠,Sebastian Stan,프랭크,
0,20040514,이성재,LEE Sung-jae,풍식 역 ,
1,20040514,박솔미,PARK Sol-mi,연화,
2,20040514,김수로,KIM Soo-Ro,,
3,20040514,문정희,MOON Jung-hee,,
4,20040514,김동영,KIM Dong-young,떡볶이 아들,
5,20040514,김미경,KIM Mi-kyeong,,
6,20040514,정종훈,JUNG Jong-hoon,중년사내,
7,20040514,최정우,CHOE Jeong-u,박 반장,
8,20040514,이정인,LEE Jung-in,,
9,20040514,이칸희,LEE Kan-hee,,
10,20040514,유해진,Yoo Hai Jin,,
11,20040514,정현철,,자폐증환자,
12,20040514,조미경,,캬바레귀부인4,
13,20040514,홍성원,,도레미송 아이들,
14,20040514,신현중,,떡볶이 남편,
15,20040514,김의석,,피아노(베로나) ,
16,20040514,최현우,,"리더,기타(맨하탄)",
17,20040514,최혜진,,양수리귀부인4,
18,20040514,허문영,,여경들,
19,20040514,백수미,,교습소 모던 ,
20,20040514,한송이,,룸살롱 여급4,
21,20040514,백정현,,광부스승 ,
22,20040514,권태훈,,걸인스승,
23,20040514,류정은,,보컬(맨하탄) ,
24,20040514,서원영,,보컬(베로나) ,
25,20040514,김도경,,룸살롱 여급1,
26,20040514,채영,,여경들 ,
27,20040514,최선희,,룸살롱 여급3 ,
28,20040514,오지연,,여경들 ,
29,20040514,정진영,,쇼청춘들,
30,20040514,김양수,,채소장수스승,
31,20040514,김영복,,스님스승,
32,20040514,이현우,,교습소 모던 ,
33,20040514,이혜림,,캬바레귀부인3 ,
34,20040514,오현수,oh hyeonsoo,지연 사내,
35,20040514,이필모,LEE Pil-mo,꽃미남,
36,20040514,신현종,SIN Hyeon-jong,떡볶이 남편,
37,20040514,황석정,HWANG Seok-jeong,간호사 희선,
38,20040514,김병춘,KIM Byung-chun,"댄스 스승, 박 노인 ",
0,20101392,박신혜,PARK Shin-hye,오이랑,
1,20101392,오연서,OH Yeon-seo,목소리 출연,
2,20101392,송창의,SONG Chang-eui,철수,
3,20101392,신정희,,,
4,20101392,박진희,,콘티목소리연기 ,
5,20101392,조효민,,콘티목소리연기 ,
6,20101392,이태연,LEE Tae-yeon,,
0,20081482,제프리 러쉬,Geoffrey Rush,,
1,20081482,아민 뮬러 스탈,Armin Mueller-Stahl,,
2,20081482,노아 테일러,Noah Taylor,,
3,20081482,린 레드그레이브,Lynn Redgrave,,
0,20090528,애셔 북,Asher Book,마르코 ,
1,20090528,케이 파나베이커,Kay Panabaker,제니 게리슨,
2,20090528,나투리 노튼,Naturi Naughton,,
3,20090528,케링튼 페인,Kherington Payne,,
4,20090528,월터 페레즈,Walter Perez,빅터 타버라스,
0,20100962,이금희,LEE Geum-hee,나레이션,
0,20209803,신소율,SHIN So-yul,다운,
1,20209803,오태경,OH Tae-kyung,경태,
2,20209803,신동미,SHIN Dong-mi,웹툰 팀장,
0,20188941,마동석,Don LEE,장동수,Dong-soo
1,20188941,김무열,GIM Mu-yeol,태석,Tae-suk
2,20188941,김성규,KIM Sung-kyu,강경호,Kyung-ho
3,20188941,문동혁,MOON Dong-hyeok,오달호 ,
4,20188941,오희준,OH Hee-jun,김동철 ,
5,20188941,민무제,MIN Mu-je,1팀장,
6,20188941,문순주,MOON Soon-joo,고시텔1 주인,
7,20188941,김근영,KIM Geun-yeong,단독주택집주인,
8,20188941,전배수,JEON Bae-soo,형사과장,
9,20188941,유재명,YU Jae-myeong,허상도,
10,20188941,이서환,LEE Seo-hwan,앞차남,
11,20188941,신희철,SHIN Hee-cheol,룸살롱 웨이터,
12,20188941,강문봉,,,강력2팀1
13,20188941,남승화,NAM Seung-hwa,제우스파3,
14,20188941,박보경,PARK Bo-kyoung,피해자 아내,
15,20188941,공민규,,강력2팀장,
16,20188941,공성하,,분양회사 여직원,
17,20188941,곽최산,,공병사장,
18,20188941,권혁,,광수팀장,
19,20188941,김결,,변호사,
20,20188941,서문호,SEO Moon-ho,강력1팀 1,
21,20188941,김규리,KIM Gyu-ri,차서진,
22,20188941,김동민,,샌드백 남,
23,20188941,배경민,,경찰서 초입 의경1,
24,20188941,김명희,,투자자3,
25,20188941,백수진,,여기자 역,
26,20188941,백승민,,장동수 운전사 역,
27,20188941,신영선,,교회 누나,
28,20188941,이정우,,스쿠터부대,
29,20188941,안성봉,AHN Seong-bong,제우스파 2,
30,20188941,신하준,SHIN Ha-jun,운전남,
31,20188941,안영석,,교도관역,
32,20188941,김민준,,강력팀 범죄자,
33,20188941,유승목,YOO Seung-mok,안호봉,
34,20188941,유승목,YOO Seung-mok,안호봉,
35,20188941,유재명,YU Jae-myeong,허상도,
36,20188941,김보경,,벤츠남,
37,20188941,오상준,OH Sang-jun,경찰청장 역,
38,20188941,오상준,OH Sang-jun,경찰청장 역,
39,20188941,오현석,,경찰서 초입 의경2,
40,20188941,윤영균,,신참요원,
41,20188941,임효진,,허상도매형,
42,20188941,김이현,,노래방손님1,
43,20188941,최민철,CHOI Min-cheol,권오성,
44,20188941,최선영,,제일분식주인,
45,20188941,정지훈,,악인전,
46,20188941,이상희,,복덕방주인 역,
47,20188941,김재영,KIM Jae-young,검사,
48,20188941,김건,,스쿠터부대,
49,20188941,김정석,,정복경찰,
50,20188941,이성훈,,택시기사 역,
51,20188941,류성현,RYU Seong-hyeon,조사장,
52,20188941,이소진,,몽타쥬 여대생 역,
53,20188941,황보정일,,조치수,
54,20188941,이육헌,LEE Yuk-heon,투자자1,
55,20188941,황인성,,김솔기자,
56,20188941,우강민,,하무영,
57,20188941,윤현주,,터미널 식당 손님,
58,20188941,정미경,,피해자가족1,
59,20188941,강수빈,,룸살롱 종업원1,
60,20188941,강영택,,오해남,
61,20188941,김준영,,박사장,
