,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
5,20040487,20110405,대전 영상위원회,Daejeon Film Commission,제작서비스-로케이션
6,20040487,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션
0,20203204,20156628,영화사 해그림 주식회사,"Haegrimm Pictures. Co., Ltd",제작사
1,20203204,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
2,20203204,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20196775,20173181,노가리필름,Nogari Film,제작사
1,20196775,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
0,20201691,20190461,꾸러기스튜디오,,제작사
1,20201691,20172421,(주)영화사 그램,gram FILMS,배급사
0,20216894,20217101,(주)도어이앤엠,DOOR ENM,제작사
1,20216894,20217101,(주)도어이앤엠,DOOR ENM,배급사
2,20216894,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,20132799,20126116,광화문시네마,KwangHwaMoon Cinema,제작사
1,20132799,20100929,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),KT&G SangsangMadang,배급사
2,20132799,20030070,(주)황금물고기 ,"Golden Fish Pictures,Inc.",제공
3,20132799,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20185201,20141157,(주)유비콘텐츠,,제작사
1,20185201,20168870,영화사공감,Film gonggam,제작사
2,20185201,20142849,(주)영화사오원,,배급사
0,20216673,20169408,(주)영화사테이크,,제작사
1,20216673,20205801,(주)씨네필운,cinepirun,배급사
0,20181172,20204921,(주)파노라마이엔티,Panorama ENT,제작사
1,20181172,20190384,야경꾼,NIGHTWATCHER,제작사
2,20181172,20142849,(주)영화사오원,,배급사
3,20181172,20190384,야경꾼,NIGHTWATCHER,제공
4,20181172,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사
0,20217825,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제작사
1,20217825,20204721,CGV ICECON,CGV ICECON,배급사
0,20040462,20101340,더 자눅 컴퍼니,The Zanuck Company,제작사
1,20040462,20101729,콜럼비아트라이스타픽쳐스,,제작사
2,20040462,20102756,코헨 프로덕션,Cohen Productions,제작사
3,20040462,20122837,(주)팝엔터테인먼트,Pop Entertainment,배급사
4,20040462,20100616,한국소니픽쳐스릴리징브에나비스타영화㈜,Sony Pictures Realizing Buena Vista ,배급사
5,20040462,20187181,(주)제이브로,jbro.co.ltd,수입사
6,20040462,20204941,포레스트,,수입사
7,20040462,20101728,콜럼비아트라이스타영화㈜,,수입사
0,20217467,20122937,(주)룬컴퍼니,,제작사
1,20217467,20122937,(주)룬컴퍼니,,배급사
0,20217170,20122937,(주)룬컴퍼니,,제작사
1,20217170,20122937,(주)룬컴퍼니,,배급사
0,20050214,20101647,압바스키아로스타미프로덕션,Abbas Kiarostami Production,제작사
1,20050214,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,배급사
2,20050214,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,수입사
0,20050097,20101647,압바스키아로스타미프로덕션,Abbas Kiarostami Production,제작사
1,20050097,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,수입사
0,20217384,20217406,(주)브이컴퍼니,,제작사
1,20217384,20188741,(주)트리플픽쳐스,Triple Pictures Inc.,배급사
0,20173995,20173902,(주)영화공장,,제작사
1,20173995,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
0,20133569,20130141,(주)유비네트워크,,제작사
1,20133569,20130141,(주)유비네트워크,,배급사
0,20010092,20100592,(주)신승수프로덕션,ShinSeungSoo Production,제작사
1,20010092,20103809,(주)미로비젼,Mirovision Inc. ,해외세일즈사
2,20010092,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20214867,20140536,비케이 시네윈,,제작사
1,20214867,20063187,㈜리필름,LEE FILM,제작사
2,20214867,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",배급사
3,20214867,20100829,예지림엔터테인먼트,,배급사
4,20214867,20140536,비케이 시네윈,,제공
0,20190323,20100340,(주)수필름,SOO FILM,제작사
1,20190323,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,배급사
2,20190323,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,제공
3,20190323,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,해외세일즈사
4,20190323,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,투자조합
5,20190323,20192621,프로파간다,PROPAGANDA,기타
0,19770088,20104352,메트로-골드윈-마이어,Metro-Goldwyn-Mayer (MGM),제작사
1,19770088,20063058,(주)피터팬픽쳐스,Peterpan Pictures,배급사
2,19770088,20063058,(주)피터팬픽쳐스,Peterpan Pictures,수입사
3,19770088,20101024,대영영화주식회사,,수입사
0,20201692,20204043,조아필름,Joa Film,제작사
1,20201692,20216421,(주)와이제이글로벌그룹,YJ GLOBAL GROUP,제작사
2,20201692,20061499,파랑필름,,제작사
3,20201692,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,배급사
4,20201692,20141088,와이드 릴리즈(주),Wide Release,배급사
0,19900204,20101743,터치스톤 픽처스,,제작사
1,19900204,20158370,(주)디스테이션,,배급사
2,19900204,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
3,19900204,20102280,브에나비스타픽쳐스,Buena Vista Pictures,배급사
4,19900204,20139757,(주)엔케이컨텐츠,,수입사
5,19900204,2016621,(주)아이아스플러스,AIASPLUS Inc.,수입사
0,20192621,20203083,주식회사 스튜디오척,,제작사
1,20192621,20190522,디에이치 컴퍼니,,배급사
0,20196201,20123223,주식회사 제이오엔터테인먼트코리아,JO ENTERTAINMENT KOREA,제작사
1,20196201,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20196201,20123223,주식회사 제이오엔터테인먼트코리아,JO ENTERTAINMENT KOREA,제공
3,20196201,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,19990068,20112332,송어프로덕션,,제작사
1,19990068,20100548,영화진흥위원회,Korean Film Council (KOFIC),제공
0,20199541,20190721,(주)노시스컴퍼니,GNOSIS COMPANY,제작사
1,20199541,20188861,(주)메리크리스마스,Merry Christmas,배급사
2,20199541,20111211,(주)케이티알파,kt alpha,제공
3,20199541,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,20080834,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제작사
1,20080834,20100857,(주)엠플러스픽쳐스,,배급사
2,20080834,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
3,20080834,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,20060387,20100540,리얼라이즈픽쳐스(주),"Realies Pictures, Inc.",제작사
1,20060387,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제작사
2,20060387,20100103,(주)쇼박스,Showbox Corp,배급사
3,20060387,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공
4,20060387,20100103,(주)쇼박스,Showbox Corp,공동제공
5,20060387,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
6,20060387,20111211,(주)케이티알파,kt alpha,해외세일즈사
7,20060387,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
8,20060387,20110330,웨이브랩 에스티디,WAVELAB STD,프로덕션 서비스
0,20060077,20100947,(주)태원엔터테인먼트,TAEWON ENTERTAINMENT,제작사
1,20060077,20100103,(주)쇼박스,Showbox Corp,배급사
2,20060077,20100103,(주)쇼박스,Showbox Corp,공동제공
3,20060077,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
4,20060077,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
0,20080142,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제작사
1,20080142,20100857,(주)엠플러스픽쳐스,,배급사
2,20080142,20114782,보스톤 창업투자(주),Boston Investment,공동제공
3,20080142,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
4,20080142,20111211,(주)케이티알파,kt alpha,해외세일즈사
5,20080142,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20090307,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제작사
1,20090307,20100103,(주)쇼박스,Showbox Corp,배급사
2,20090307,20100103,(주)쇼박스,Showbox Corp,제공
3,20090307,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공
4,20090307,20114782,보스톤 창업투자(주),Boston Investment,공동제공
5,20090307,20114762,아시아문화기술투자(주),,공동제공
6,20090307,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
7,20090307,20111211,(주)케이티알파,kt alpha,해외세일즈사
8,20090307,20110990,창고사람들,Think people,제작서비스-미술
9,20090307,20111032,이펙트스톰,e-storm(effect storm),제작서비스-시각효과/특수효과
10,20090307,20110330,웨이브랩 에스티디,WAVELAB STD,프로덕션 서비스
0,20129368,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제작사
1,20129368,20100103,(주)쇼박스,Showbox Corp,배급사
2,20129368,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",제공
3,20129368,20100103,(주)쇼박스,Showbox Corp,공동제공
4,20129368,20114832,미시간벤처캐피탈(주),"Michigan Venture Capital Co., Ltd.",공동제공
5,20129368,20061362,CJ창업투자(주),CJ Venture Investment,공동제공
6,20129368,20114835,리딩인베스트먼트(주),,공동제공
7,20129368,20100158,케이엠컬쳐㈜,"KM Culture Co., Ltd.",해외세일즈사
8,20129368,20111211,(주)케이티알파,kt alpha,해외세일즈사
0,20193013,20156268,(주)마로스튜디오,,제작사
1,20193013,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20193013,20137275,SK 브로드밴드,,제공
3,20193013,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
4,20193013,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20181983,20139516,(주)시네마허브,,제작사
1,20181983,20189181,환타지엔터테인먼트,,제작사
2,20181983,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
3,20181983,20204044,(주)트리니티픽쳐스,,배급사
4,20181983,20204044,(주)트리니티픽쳐스,,제공
5,20181983,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
6,20181983,20192621,프로파간다,PROPAGANDA,기타
0,20030092,20060440,(주)화이트리엔터테인먼트,,제작사
1,20030092,20100099,시나브로엔터테인먼트(주),Sinabro Entertainment,배급사
2,20030092,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20030092,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20040559,20100035,화이트리시네마,WhiteLEECinema,제작사
1,20040559,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",배급사
2,20040559,20101530,롯데쇼핑㈜롯데시네마,"Lotte shopping Lotte cinema Co., Ltd.",공동제공
3,20040559,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20175601,20162241,엠앤씨에프,M&CF,제작사
1,20175601,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20175601,20162241,엠앤씨에프,M&CF,제공
3,20175601,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20188421,20141613,리양필름(주),Leeyang Film,제작사
1,20188421,20141469,메가박스중앙(주)플러스엠,Megabox Plus M,배급사
2,20188421,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
3,20188421,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
4,20188421,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20000011,20100072,한맥영화(주),Hanmac Films ,제작사
1,20000011,20161101,(주)제이앤씨미디어그룹,,배급사
2,20000011,20141088,와이드 릴리즈(주),Wide Release,배급사
3,20000011,20100035,화이트리시네마,WhiteLEECinema,제공
4,20000011,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20159161,20130061,준필름,JUNE FILM,제작사
1,20159161,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20159161,20141528,산수벤처스,,제공
3,20159161,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
4,20159161,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,19980009,20100545,(주)명필름,Myung Films,제작사
1,19980009,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20020058,20100545,(주)명필름,Myung Films,제작사
1,20020058,20100109,CJ ENM,CJ ENM,배급사
2,20020058,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20020058,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
4,20020058,20110288,김상범 편집실,KIM Sang-bum Studio,제작서비스-편집
0,20050045,20100545,(주)명필름,Myung Films,제작사
1,20050045,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
2,20050045,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20050045,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
4,20050045,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
5,20050045,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20050292,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20050292,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사
2,20050292,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20050292,20100545,(주)명필름,Myung Films,저작권관련사
4,20050292,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20050292,20123018,디지털스튜디오투엘(주),Digital Studio 2L,제작서비스-현상
0,20060229,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20060229,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사
2,20060229,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20060229,20100545,(주)명필름,Myung Films,저작권관련사
4,20060229,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20060229,20110637,(재)경기디지털콘텐츠진흥원,GDCA,제작서비스-시각효과/특수효과
6,20060229,20110380,서울현상소,SeoulLab,제작서비스-현상
7,20060229,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션
8,20060229,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20060272,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20060272,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사
2,20060272,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20060272,20100545,(주)명필름,Myung Films,저작권관련사
4,20060272,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20060272,20110637,(재)경기디지털콘텐츠진흥원,GDCA,제작서비스-시각효과/특수효과
6,20060272,20110603,"남양주종합촬영소(스튜디오, 야외세트 대여등)",,제작서비스-세트
7,20060272,20110364,경기영상위원회,Gyeonggi Film Commission,제작서비스-로케이션
8,20060272,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
9,20060272,20110637,(재)경기디지털콘텐츠진흥원,GDCA,영상위원회
0,20071060,20100651,(주)보경사,BK PICTURES,제작사
1,20071060,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20071060,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",공동제공
3,20071060,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
4,20071060,20100545,(주)명필름,Myung Films,저작권관련사
5,20071060,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20071060,20110288,김상범 편집실,KIM Sang-bum Studio,제작서비스-편집
7,20071060,20110603,"남양주종합촬영소(스튜디오, 야외세트 대여등)",,제작서비스-세트
0,20061223,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20061223,20061299,라스칼엔터테인먼트(주),RASCAL Entertainment,제작사
2,20061223,20061098,㈜스튜디오이쩜영,,배급사
3,20061223,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
4,20061223,20100545,(주)명필름,Myung Films,저작권관련사
5,20061223,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20061223,20110603,"남양주종합촬영소(스튜디오, 야외세트 대여등)",,제작서비스-세트
0,20010037,20100545,(주)명필름,Myung Films,제작사
1,20010037,20100109,CJ ENM,CJ ENM,배급사
2,20010037,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20010037,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
0,20030108,20100545,(주)명필름,Myung Films,제작사
1,20030108,20100202,영화사청어람(주),Chungeorahm Film ,배급사
2,20030108,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20030108,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
4,20030108,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,19990053,20100545,(주)명필름,Myung Films,제작사
1,19990053,20100109,CJ ENM,CJ ENM,제공
2,19990053,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20000021,20100545,(주)명필름,Myung Films,제작사
1,20000021,20100109,CJ ENM,CJ ENM,배급사
2,20000021,20100109,CJ ENM,CJ ENM,제공
3,20000021,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20020049,20100545,(주)명필름,Myung Films,제작사
1,20020049,20100109,CJ ENM,CJ ENM,제작사
2,20020049,20100545,(주)명필름,Myung Films,제공
3,20020049,20124575,디스커버리창업투자(주),,공동제공
4,20020049,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
5,20020049,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20020049,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,20028542,20100545,(주)명필름,Myung Films,제작사
1,20028542,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
2,20028542,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
3,20028542,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
0,20040774,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20040774,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20040774,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",공동제공
3,20040774,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
4,20040774,20100545,(주)명필름,Myung Films,저작권관련사
5,20040774,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20040774,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
7,20040774,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
8,20040774,20110363,서울영상위원회,Seoul Film Commission,제작서비스-로케이션
0,20050007,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20050007,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사
2,20050007,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20050007,20100545,(주)명필름,Myung Films,저작권관련사
4,20050007,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
5,20050007,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
6,20050007,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20050344,20100243,엔젤언더그라운드(주),Angel Underground,제작사
1,20050344,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
2,20050344,20100335,(주)엠케이픽처스 ,MK PICTURES,배급사
3,20050344,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
4,20050344,20100545,(주)명필름,Myung Films,저작권관련사
5,20050344,20114686,씨 47,C47 ,제작서비스-편집
6,20050344,20110377,세방현상(주),SEBANG FILM LABORATORY CO.LTD.,제작서비스-현상
0,20060100,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20060100,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
2,20060100,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
3,20060100,20100545,(주)명필름,Myung Films,저작권관련사
4,20060100,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-촬영
5,20060100,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
6,20060100,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
7,20060100,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-세트
0,20070382,20100335,(주)엠케이픽처스 ,MK PICTURES,제작사
1,20070382,20100123,(주)싸이더스,Sidus Corporation,배급사
2,20070382,20100123,(주)싸이더스,Sidus Corporation,공동제공
3,20070382,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
4,20070382,20100545,(주)명필름,Myung Films,저작권관련사
5,20070382,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
0,20136802,20100545,(주)명필름,Myung Films,제작사
1,20136802,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20136802,20100545,(주)명필름,Myung Films,제공
3,20136802,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
4,20136802,20141528,산수벤처스,,공동제공
5,20136802,20114833,케이티비네트워크(주),"KTB network. Co.,Ltd.",공동제공
6,20136802,20111211,(주)케이티알파,kt alpha,공동제공
7,20136802,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,19970014,20100545,(주)명필름,Myung Films,제작사
1,19970014,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,19980030,20100545,(주)명필름,Myung Films,제작사
1,19980030,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20181162,20169408,(주)영화사테이크,,제작사
1,20181162,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20181162,20100450,영화사 집,ZIP CINEMA,제공
3,20181162,20111211,(주)케이티알파,kt alpha,제공
4,20181162,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20214963,20156848,(주)백그림,,제작사
1,20214963,20156848,(주)백그림,,배급사
0,20181166,20062039,영화사 연,Film Company YOUN,제작사
1,20181166,20189002,클리어마인드스튜디오(주),,제작사
2,20181166,20139818,(주)랠리버튼,"Rallybutton Co.,Ltd",배급사
0,20196800,20188161,후앤유아츠(주),,제작사
1,20196800,20140488,주식회사 더쿱,,배급사
0,20196773,20202941,오누필름,Onu Film,제작사
1,20196773,20123058,그린나래미디어(주),GREEN NARAE MEDIA,배급사
2,20196773,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,19830123,20102484,카롤코 픽쳐스,Carolco Pictures Inc.,제작사
1,19830123,20161101,(주)제이앤씨미디어그룹,,배급사
2,19830123,20142369,(유)조이앤시네마,JOY N CINEMA,수입사
0,20204269,20206281,(주)와우,waw,제작사
1,20204269,20216421,(주)와이제이글로벌그룹,YJ GLOBAL GROUP,제작사
2,20204269,20141039,하준사,Hajunsa,배급사
0,20202921,20188381,필름다빈,FILM DABIN,제작사
1,20202921,20188381,필름다빈,FILM DABIN,배급사
0,20126583,20063037,굿초이스컷픽쳐스(주),GOOD CHOICE CUT PICTURES,제작사
1,20126583,20110854,(주)씨제이이엔엠,CJ ENM Corp.,배급사
2,20126583,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
3,20126583,20110875,KDB Capital,KDB Capital,공동제공
4,20126583,20111391,비엠씨영화전문투자조합,,공동제공
5,20126583,20137275,SK 브로드밴드,,공동제공
6,20126583,20114892,컴퍼니케이파트너스 콘텐츠 전문투자조합,,공동제공
7,20126583,20114895,그린손해보험(주),"Green non-life insurance co,. Ltd",공동제공
8,20126583,20061361,소빅창업투자(주),,공동제공
9,20126583,20061362,CJ창업투자(주),CJ Venture Investment,공동제공
10,20126583,20111451,(유)동문파트너즈,,공동제공
11,20126583,20123115,MVP창투문화산업투자조합,,공동제공
12,20126583,20137276,IBK캐피탈,,공동제공
13,20126583,20137277,IBK 기업은행,,공동제공
14,20126583,20100109,CJ ENM,CJ ENM,해외세일즈사
0,20197853,20187361,스토리텔러 픽처스,Storyteller Pictures,제작사
1,20197853,20188741,(주)트리플픽쳐스,Triple Pictures Inc.,배급사
2,20197853,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20000044,20100545,(주)명필름,Myung Films,제작사
1,20000044,20100109,CJ ENM,CJ ENM,배급사
2,20000044,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20202584,20206021,(주)오씨네,,제작사
1,20202584,20203461,목영이엔엠,MOCKYOUNG EnM,배급사
2,20202584,20206001,(주)오케이스튜디오,okstudio,제공
0,20030371,20100546,강제규필름,KangJeGyu Films,제작사
1,20030371,20158228,(주)다자인소프트,,배급사
2,20030371,20100103,(주)쇼박스,Showbox Corp,배급사
3,20030371,20100103,(주)쇼박스,Showbox Corp,제공
4,20030371,20111553,(주)케이제이네트,KJ-net,프로덕션 서비스
0,20191105,20174441,라이터스,The Writers,제작사
1,20191105,20188741,(주)트리플픽쳐스,Triple Pictures Inc.,배급사
2,20191105,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20199448,2019901,이스트드림시노펙스(주),"East Dream Synopex CO., Ltd",제작사
1,20199448,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
2,20199448,2019901,이스트드림시노펙스(주),"East Dream Synopex CO., Ltd",제공
3,20199448,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,공동제공
4,20199448,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,해외세일즈사
0,19670063,20111121,동인프로덕션,,제작사
0,20100354,20103419,니카추,Nikkatsu,제작사
1,20100354,20112193,스카이 퍼펙티브이,SKY PerfecTV,제작사
2,20100354,20101135,주식회사 마운틴픽쳐스,"Mountain Pictures Co.,Ltd",배급사
3,20100354,20062868,(주)도키엔터테인먼트,,수입사
0,20174681,20110445,전주 영상위원회,Jeonju FIlm Commission,제작사
1,20174681,20154728,주식회사 씨엠닉스,CMNIX,배급사
0,20209430,20061720,굿픽처스,Good Pictures,제작사
1,20209430,20161101,(주)제이앤씨미디어그룹,,배급사
2,20209430,20142369,(유)조이앤시네마,JOY N CINEMA,제공
0,20208261,20063058,(주)피터팬픽쳐스,Peterpan Pictures,제작사
1,20208261,20063058,(주)피터팬픽쳐스,Peterpan Pictures,배급사
2,20208261,20063058,(주)피터팬픽쳐스,Peterpan Pictures,제공
3,20208261,20121836,(주)버킷스튜디오,BUCKET STUDIO,공동제공
0,20197032,20100933,(주)률필름,Lu Film,제작사
1,20197032,20100933,(주)률필름,Lu Film,배급사
2,20197032,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
0,20190461,20122471,(주)인벤트스톤,Invent Stone corp,제작사
1,20190461,20158370,(주)디스테이션,,배급사
2,20190461,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
3,20190461,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,제공
4,20190461,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20196672,20100572,한국영화아카데미,Korean Academy of Film Arts(KAFA),제작사
1,20196672,20172421,(주)영화사 그램,gram FILMS,배급사
