actorId,actorName
31365,John Kassir
3203,Russell Means
3894,Christian Bale
110316,Judy Kuhn
12516,Linda Hunt
52699,Danny Mann
9188,Billy Connolly
181486,Joe Baker
15831,Frank Welker
163070,Michelle St. John
54818,Pascale Bussières
54819,Rachael Crawford
15319,Henry Czerny
20173,Don McKellar
9045,Stephen Baldwin
5168,Gabriel Byrne
9046,Chazz Palminteri
4935,Pete Postlethwaite
74375,Cynthia Rothrock
63941,Marshall R. Teague
1093379,Daniel McVicar
42137,Lydie Denier
1243,Woody Allen
23931,Mira Sorvino
1283,Helena Bonham Carter
1164,F. Murray Abraham
10431,Jennifer Jason Leigh
51544,Mare Winningham
7268,Max Perlich
42746,John Doe
4764,John C. Reilly
1466,Charles Durning
32597,Dylan McDermott
400,Geraldine Chaplin
11064,David Strathairn
65528,Cynthia Stevenson
69301,Hal Scardino
69302,Litefoot
32225,Lindsay Crouse
28633,Richard Jenkins
35,Sally Field
2628,Kiefer Sutherland
21104,Glenne Headly
21105,Jay Thomas
3019,Olympia Dukakis
3905,William H. Macy
35690,Shawn Wayans
9562,Marlon Wayans
66131,Tracey Cherelle Jones
27590,Chris Spencer
18277,Sandra Bullock
64998,Pauly Shore
16484,Joey Lauren Adams
43433,Teresa Hill
7676,William Atherton
57868,Dara Tomanovich
57869,Kevin West
23970,Denise Dowse
12207,Kylie Minogue
22297,Kyle Gass
70851,Jack Black
16850,Rose McGowan
29459,Patrick Bergin
40009,Matt Frewer
9778,Ice Cube
9781,Nia Long
8396,Tom Lister Jr.
56902,John Witherspoon
54800,Anna Maria Horsford
9788,Regina King
45245,Paula Jai Parker
62066,Faizon Love
65134,DJ Pooh
19754,Tony Cox
1461,George Clooney
1037,Harvey Keitel
3196,Juliette Lewis
11158,Ernest Liu
3136,Salma Hayek
11159,Cheech Marin
11161,Tom Savini
9811,Fred Williamson
2536,Michael Parks
11162,Brenda Hillhouse
11163,John Saxon
3140,Marc Lawrence
11164,Kelly Preston
16861,John Hawkes
53763,Tito Larriva
1089505,Peter Atanasoff
1089510,Johnny Vatos Hernandez
35545,Aimee Graham
982183,Heidi McNeal
931730,Ernest M. Garcia
13021,William Baldwin
33665,Cindy Crawford
782,Steven Berkoff
4443,Christopher McDonald
30488,Miguel Sandoval
170954,Johann Carlo
60118,John Bedford Lloyd
3981,Jenette Goldstein
52419,Josh Hamilton
2224,Christian Slater
31140,Mary Stuart Masterson
21063,Pamela Adlon
16851,Josh Brolin
4890,Brian Tarantina
8872,Rick Moranis
74036,Tom Arnold
105962,Julianne Phillips
10556,Carol Kane
4175,Jeffrey Tambor
87003,Curtis Armstrong
27726,Don Knotts
27811,Peter Weller
56977,Roy Dupuis
56978,Jennifer Rubin
56979,Andrew Lauer
25689,Liliana Komorowska
938895,Nico
109142,Tina Aumont
14397,Jackson Browne
7491,John Cale
18627,Paul Morrissey
54754,Viva
514,Jack Nicholson
5657,Anjelica Huston
32,Robin Wright
6721,Piper Laurie
1272,Richard Bradford
23648,Priscilla Barnes
3416,Demi Moore
7447,Alec Baldwin
24045,Joseph Gordon-Levitt
8256,Anne Heche
4691,James Gandolfini
15183,Tony Lo Bianco
14884,Michael Constantine
13525,Matt Craven
148635,Todd Susman
18313,Michael Rispoli
57552,Julie Halston
4692,Frank Adonis
94434,Matthew Cowles
47538,Polly Adams
19739,"Al Freeman, Jr."
119598,Phylicia Rashād
157439,Paula Kelly
53918,Salli Richardson-Whitfield
10939,Bernie Casey
6542,Isaac Hayes
40900,Mark Rylance
14326,Patsy Kensit
55037,Jeremy Kemp
35862,Douglas Henshall
30320,Annette Badland
25658,Chris Larkin
8227,Anna Massey
1206,Jason Alexander
6450,Faye Dunaway
27564,Eric Lloyd
4757,Rupert Everett
58198,Chris Farley
60950,David Spade
31511,Grant Heslov
21561,Tim Matheson
2048,Gary Busey
14888,Bruce McGill
4003,Christine Ebersole
17396,Timothy Carhart
85,Johnny Depp
21365,Courtney Chase
4690,Christopher Walken
21366,Roma Maffia
21368,Peter Strauss
21369,Gloria Reuben
19131,Marsha Mason
12261,Jason Patric
9030,Thandie Newton
16476,Larry Drake
8975,Sam Waterston
11867,Eric Mabius
1204,Julia Roberts
6949,John Malkovich
47722,George Cole
5658,Michael Gambon
515,Glenn Close
776,Eddie Murphy
9780,Angela Bassett
32486,Allen Payne
66554,Kadeem Hardison
47458,Zakes Mokae
593,Joanna Cassidy
6951,W. Earl Brown
172200,Simbi Khali
29859,Richard Briers
13637,Joan Collins
12094,Jennifer Saunders
53328,Julia Sawalha
9139,Celia Imrie
26860,John Sessions
40311,Adrian Scarborough
41381,Sadie Frost
9642,Jude Law
28848,Sean Pertwee
30087,Fraser James
19995,Marianne Faithfull
202032,Ralph Ineson
19299,Eamonn Walker
92561,Nick Broomfield
92032,Heidi Fleiss
3036,John Cusack
1004,Danny Aiello
2641,Martin Landau
36422,Luke Wilson
887,Owen Wilson
74940,Lumi Cavazos
71555,Andrew Wilson
52797,Robert Musgrave
14,Ellen DeGeneres
8984,Bill Pullman
3234,Joan Cusack
923,Dean Stockwell
23709,Joan Plowright
15250,Hope Davis
1232807,Ellen Cleghorne
170162,Christine Cattell
128621,Robert Goulet
11477,Ray Liotta
9625,Linda Fiorentino
9979,Peter Coyote
14595,Duncan Fraser
21058,Colleen Rennison
19292,Adam Sandler
7399,Ben Stiller
31171,Julie Bowen
11794,Frances Bay
1101,Carl Weathers
10460,Richard Kiel
170802,Bob Barker
20818,Allen Covert
59196,Joe Flaherty
5064,Meryl Streep
190,Clint Eastwood
6907,Annie Corley
10379,Victor Slezak
10380,Jim Haynie
10381,Sarah Kathryn Schmitt
10382,Christopher Kroon
10383,Phyllis Lyons
10386,Debra Monk
10388,Richard Lage
10389,Michelle Benes
13472,Tim Curry
19996,Kevin Bishop
64181,Dave Goelz
7908,Frank Oz
64180,Steve Whitmire
133876,David Nicholls
937034,Christy Turlington
1112607,Rustam Branaman
2462,Catherine McCormack
1957,Sophie Marceau
2463,Patrick McGoohan
2464,Angus Macfadyen
2039,Brendan Gleeson
2465,James Robinson
2467,James Cosmo
2468,Sean McGinley
2469,Gerda Stevenson
2470,Mhairi Calvey
2471,Jeanne Marine
2472,Sean Lawlor
2473,Sandy Nelson
2474,Alan Tall
2475,Andrew Weir
1248,Brian Cox
2476,Peter Hanly
2477,Stephen Billington
2478,Tommy Flanagan
2479,Rupert Vansittart
2480,Tam White
2481,Ian Bannen
1036,Cybill Shepherd
3896,Liam Neeson
820,Edward Furlong
658,Alfred Molina
1473,Daniel von Bargen
19901,Clive Russell
198287,Craig Olejnik
6074,Kenneth Welsh
563767,Andrea Morris
12270,Michel Serrault
520,Sarah Jessica Parker
5590,Elle Macpherson
1245,Scarlett Johansson
68185,Eric Schaeffer
68186,Dominic Chianese
68187,Emily Hart
1271,Andy García
1903,Alan Arkin
10768,Rachel Ticotin
532,Joe Pantoliano
18316,Ally Walker
34597,Kevin McCarthy
4587,Halle Berry
26485,Jim Belushi
13446,Eliza Dushku
17770,Kevin Tighe
171522,Anthony Ruivivar
18324,Steve Zahn
20303,Dion Basco
4687,Patricia Arquette
4939,Téa Leoni
21277,Mary Tyler Moore
21278,Alan Alda
18364,George Segal
10437,Lily Tomlin
10694,Glenn Fitzgerald
1050399,Beth Ostrosky
149682,Cynthia Lamontagne
1737,David Patrick Kelly
175008,John Ford Noonan
18259,Jason James Richter
57236,Melody Kay
27111,Kevin McNulty
134061,Tracey Ellis
2694,Josh Charles
1230,John Goodman
77133,Christine Lahti
20899,Peter Riegert
39568,Dey Young
12438,Bob Balaban
3033,Wil Wheaton
16560,David Caruso
2712,Michael Biehn
58312,Angie Everhart
2517,Donna Murphy
7497,Holt McCallany
47932,David Hunt
41465,Robin Thomas
1755979,Victoria Smith
52188,Drew Snyder
1457926,Sandy Berumen
8432,Buddy Joe Hooker
16659,Bobby Bass
161787,Dick Ziker
11395,Victor Wong
87128,Kenneth Tigar
61703,Ron Yuan
10506,John Wyman
3830,Jean Seberg
54782,Mary Beth Hurt
93396,Jacob Tierney
3272,Drake Bell
4800,Gena Rowlands
2958,Diana Scarwid
5724,Denis Leary
30151,Leo Burmester
196902,Stephanie Astalos-Jones
196843,Jill Jane Clements
4432,Frances Conroy
146025,Sharon Blackwood
19489,Peter McRobbie
4135,Robert Redford
8893,Stockard Channing
3266,Joe Mantegna
2683,Glenn Plummer
8986,James Rebhorn
1218088,Scott Bryce
58650,Raymond Cruz
91332,Dedee Pfeiffer
19454,Michael Laskin
78729,Nathan Lane
1902,Dianne Wiest
5346,Dan Futterman
49148,Calista Flockhart
11870,Christine Baranski
77338,Tom McGowan
13919,Michael York
14990,Morgan Fairchild
925,Paul Guilfoyle
14102,George Coe
86308,Shari Albert
21398,Maxine Bahns
2888,Will Smith
78029,Martin Lawrence
19838,Marg Helgenberger
11486,Michael Imperioli
4604,Theresa Randle
3711,Anna Levine
14331,Nestor Serrano
18472,Kevin Corrigan
17413,Julio Oscar Mechoso
56691,Saverio Guerra
32747,Stephen Lang
108210,Ryan Slater
108211,Yi Ding
6193,Leonardo DiCaprio
17882,Isabelle Huppert
42993,Martin Donovan
17257,Elina Löwensohn
2053,Bill Paxton
33,Gary Sinise
8183,Kathleen Quinlan
8184,Mary Kate Schellhardt
8185,Emily Ann Lloyd
8186,Miko Hughes
8187,Max Elliott Slade
8188,Jean Speegle Howard
8189,Tracy Reiner
7219,David Andrews
4431,Jessica Lange
5049,John Hurt
7036,Eric Stoltz
973,Jason Flemyng
53815,Andrew Keir
1834,Shirley Henderson
18280,Brian McCardie
18750,Annabella Sciorra
36190,Edie Falco
3137,Paul Calderon
2176,Tommy Lee Jones
3910,Frances McDormand
46392,Lou Reed
46393,Roseanne Barr
4808,Giancarlo Esposito
10963,José Zúñiga
2561,Victor Argo
4429,Jim Jarmusch
15440,Jared Harris
46394,Mel Gorham
12977,Malik Yoba
6394,John Lurie
7180,John Candy
24203,Rhea Perlman
1241,John Turturro
18792,Delroy Lindo
350,Laura Linney
21043,Dylan Walsh
8874,Ernie Hudson
5292,Denzel Washington
73033,Robert Crumb
22462,Joaquim de Almeida
884,Steve Buscemi
5295,Carlos Andrés Gómez
53764,Angel Aviles
53765,Abraham Verduzco
20498,Carlos Gallardo
53766,Albert Michel Jr.
16940,Jeremy Irons
2231,Samuel L. Jackson
6804,Graham Greene
13023,Colleen Camp
17351,Larry Bryggman
141747,Anthony Peck
91421,Nicholas Wyman
45337,Sam Phillips
34395,Kevin Chamberlin
141748,Sharon Washington
6438,Stephen Pearlman
141749,Michael Alexander Jackson
83860,Aldis Hodge
19902,Mischa Hausserman
21136,Michael Cristofer
89485,Tony Halme
1582,James Duval
157847,Cress Williams
61632,Dustin Nguyen
6368,Embeth Davidtz
22169,Tom Bell
17648,James Purefoy
21343,Ben Chaplin
738,Sean Connery
1205,Richard Gere
29068,Ben Cross
15498,Liam Cunningham
34720,Christopher Villiers
52375,Valentine Pelka
147,Michael Madsen
18261,Jayne Atkinson
18260,August Schellenberg
17918,Francis Capra
7430,Elizabeth Peña
4602,Jon Tenney
588,M. Emmet Walsh
2387,Patrick Stewart
42722,Michael T. Weiss
180422,Bryan Batt
8536,Victor Garber
15415,Peter Maloney
52475,J. Smith-Cameron
29445,Ethan Phillips
11074,Kathy Najimy
20187,Camryn Manheim
17488,Alice Drummond
6384,Keanu Reeves
2133,Dina Meyer
3317,Takeshi Kitano
21411,Ice-T
16644,Dolph Lundgren
538687,Denis Akiyama
23378,Barbara Sukowa
1646,Udo Kier
122159,Tracy Tweed
180682,Falconer Abraham
87461,Don Francks
168614,Diego Chambers
2882,Diane Lane
23346,Armand Assante
13445,Tia Carrere
2283,Stanley Tucci
1535,Brian Doyle-Murray
3093,Abe Vigoda
16119,Charles Napier
6396,Richard Edson
18262,Richard Riehle
46924,Alex Datcher
55755,Richard T. Jones
94750,Sharon Barr
10489,Jack McGee
78435,Nick Bakay
94752,Ernie Lee Banks
7632,Shelley Winters
6751,Siobhan Fallon
9996,Sean Whalen
140778,Billie Bird
1538,Rick Ducommun
57906,Andrew Dice Clay
78003,Mark L. Taylor
57387,Leo Fitzpatrick
5916,Rosario Dawson
2838,Chloë Sevigny
2229,Catherine Keener
6474,James Le Gros
22970,Peter Dinklage
82220,Danielle von Zerneck
13638,Thomas Gibson
73296,Ruth Marshall
78685,Cameron Bancroft
18658,Mia Kirshner
11662,Jason Lee
23646,Jeremy London
19144,Shannen Doherty
4174,Claire Forlani
880,Ben Affleck
12132,Michael Rooker
19302,Jason Mewes
19303,Kevin Smith
23647,Renée Humphrey
824,Ethan Suplee
7624,Stan Lee
56895,Amy Jo Johnson
50098,Jason David Frank
56896,David Yost
50096,Johnny Yong Bosch
56897,Steve Cardenas
536099,Karan Ashley
20,Elizabeth Perkins
3391,Kathleen Turner
2395,Whoopi Goldberg
32362,Jon Bon Jovi
104799,Shadia Simmons
1217865,Erica Luttrell
545828,Marina Zudina
102754,Fay Ripley
88519,Evan Richards
550752,Igor Volkov
1281840,Sergei Karlenkov
12248,Alec Guinness
47434,Aleksandr Pyatkov
586221,Nikolai Pastukhov
223412,Aleksandr Bureyev
1165647,Yuriy Sherstnyov
1254711,Denis Karasyov
1158865,Olga Tolstetskaya
1090481,Oleg Yankovskiy
8949,Peter Fonda
5602,David Lynch
2179,Suzy Amis
18326,Dennis Miller
18327,Wendy Gazelle
18328,Ken Howard
6930,Diane Baker
1472,Ray McKinnon
553720,Daniel Schorr
29051,L. Scott Caldwell
15251,Robert Gossett
4785,Jeff Goldblum
149209,Mia Cottet
112085,Joey Simmrin
34486,Ashley Johnson
57674,Alexa PenaVega
7489,Parker Posey
23626,Liev Schreiber
176628,Anthony DeSando
8695,Guillermo Díaz
56694,Donna Mitchell
13550,Elias Koteas
12519,Virginia Madsen
6163,Adam Goldberg
110,Viggo Mortensen
99,Amanda Plummer
12021,Mia Farrow
3417,Tony Goldwyn
349,Scott Glenn
18248,Mary-Louise Parker
14329,Dean Norris
54246,Peter Friedman
69055,Jessica Harper
5151,Beth Grant
64,Gary Oldman
3087,Robert Duvall
4002,Roy Dotrice
55316,Larissa Laskin
19189,Elizabeth Berkley
6677,Kyle MacLachlan
11150,Gina Gershon
2055,Robert Davi
105626,Alan Rachins
77279,Gina Ravera
6065,Dennis Quaid
26467,Kyra Sedgwick
16841,Brett Cullen
57395,Natasha Henstridge
2282,Ben Kingsley
2178,Forest Whitaker
1812,Michelle Williams
33713,Jordan Lund
136482,Herta Ware
102580,William Utay
18992,Aidan Quinn
3713,Frances Fisher
6197,Brian Dennehy
78717,Lexi Randall
5469,Ralph Fiennes
30613,Keith Carradine
20005,Moira Kelly
147119,Vincent Spano
723,Patrick Swayze
1161,Mary Elizabeth Mastrantonio
4787,Joseph Mazzello
24535,David Marshall Grant
6067,Jay O. Sanders
40938,Romane Bohringer
19068,Dominique Blanc
5723,John Leguizamo
52474,Jason London
78589,RuPaul
10401,Blythe Danner
3229,Arliss Howard
2969,Chris Penn
4778,Melinda Dillon
15424,Michael Vartan
56367,Naomi Campbell
23880,Steven Seagal
10866,Eric Bogosian
5616,Everett McGill
25541,Katherine Heigl
9779,Моррис Честнат
11803,Peter Greene
32286,Patrick Kilpatrick
1533,Andie MacDowell
50807,Michael Richards
3664,Sandra Bernhard
56696,Isaac Mizrahi
547866,John Galliano
533007,Kate Moss
588627,Linda Evangelista
37946,Aitana Sánchez-Gijón
5401,Anthony Quinn
7353,Angélica Aragón
1194312,Evangelina Elizondo
23959,Debra Messing
3753,Giancarlo Giannini
1269,Kevin Costner
59350,Chaim Girafi
3432,Rick Aviles
49832,R. D. Call
59352,Zitto Kazann
10478,Jeanne Tripplehorn
2778,Dennis Hopper
1240,Jack Kehler
53930,Tina Majorino
33162,Harry Belafonte
6473,Kelly Lynch
13307,Margaret Avery
19453,Tom Bower
3926,Albert Finney
21245,Greta Scacchi
38941,Jim Sturgess
68014,Ben Silverstone
11511,Daniel Stern
4253,Jon Polito
1274,Brad Sullivan
43366,Ann Dowd
16293,Anthony Heald
43772,Tom Wood
31170,Blake Bashoff
94968,Corey Carrier
94969,Michael Galeota
1641,Katrin Cartlidge
1118,Rade Serbedzija
136170,Grégoire Colin
113758,Labina Mitevska
569,Ethan Hawke
1146,Julie Delpy
571,Andrea Eckert
572,Hanno Pöschl
7333,Darren McGavin
11367,Bradley Whitford
33489,Josh Mostel
77075,Norm Macdonald
188694,Mark Beltzman
11519,Larry Hankin
77226,Theresa Merritt
954122,Dina Platias
18070,Nicky Katt
23975,Lee Garlington
10475,Lois Chiles
69597,Drew Barrymore
10297,Matthew McConaughey
1736,James Remar
39112,Billy Wirth
27993,Jeffrey Combs
27995,Barbara Crampton
3084,Marlon Brando
19888,Géraldine Pailhas
19889,Bob Dishy
25214,Stephen Singer
25215,Джо Чампа
1536,Marita Geraghty
21544,Richard C. Sarafian
32391,Tresa Hughes
28413,Carmen Argenziano
55636,Donald Sutherland
19152,Dylan Baker
56485,Jacqueline Kim
6692,Caroline Goodall
49958,Rosemary Forsyth
8266,Suzie Plakson
50402,Nicholas Sadler
10825,Donal Logue
21089,Bruce Greenwood
37041,Andrew McCarthy
1743,Denise Crosby
29446,Armin Shimerman
20759,Yancy Butler
2169,Michael Jeter
21563,Corin Nemec
40258,Kyle Secor
14344,Stuart Wilson
8534,Kathy Bates
33448,Judy Parfitt
1218072,Ellen Muth
8447,Jeff Daniels
8437,Teri Garr
5170,Mike Starr
76131,Karen Duffy
7867,Charles Rocket
65020,Victoria Rowell
77547,Brady Bluhm
184180,Cam Neely
162924,Rob Moran
153459,Hank Brandt
44042,Felton Perry
98,Sarah Polley
7708,Arsinée Khanjian
65002,Dana Delany
24589,Paul Mercurio
8945,Kevin Kline
16327,Timothy Hutton
1003,Jean Reno
16328,Adam Brooks
33161,François Cluzet
20018,Suzan Anbeh
7904,Billy Crystal
26513,Debra Winger
15416,Richard Masur
199,Julie Kavner
34691,John Spencer
1028072,Mary Ann Hermansen
1312327,Bill Laimbeer
1214271,John Starks
1211812,Charles Barkley
13920,Mimi Rogers
17772,Jesse Bradford
52374,Bruce Davison
48464,Joel Palmer
84213,Bill Farmer
61983,Jason Marsden
43125,Rob Paulsen
93663,Kellie Martin
15775,Kevin Lima
265863,Jenna von Oy
51750,Joey Lawrence
40680,Julie Brown
78076,Wayne Allwine
84323,Florence Stanley
21460,Pat Buttram
13312,Rae Dawn Chong
18331,Nancy Travis
86812,Ted Manson
37825,Afemo Omilami
15309,Lori Petty
58813,Erich Anderson
12312,Richard Anderson
15091,Melanie Lynskey
15092,Sarah Peirse
57119,Sinbad
14104,Phil Hartman
4004,Jeffrey Jones
387,Kim Greist
59945,Mason Adams
88599,Chauncey Leopardi
1924,Jeroen Krabbé
6588,Isabella Rossellini
55851,Johanna ter Steege
23797,Marco Hofschneider
6199,Miriam Margolyes
22,Barry Humphries
