companyId,companyName
11061,Motion Picture Corporation of America (MPCA)
36390,3 Arts Entertainment
38003,Weasel Productions
7405,Dimension Films
11705,Los Hooligans Productions
5841,Castleberg Productions
3388,The Movie Network (TMN)
4899,Allegro Films
7958,Fuji Eight Company Ltd.
23096,Fries Film Group
23097,Super Ecran
23098,Triumph Films
4606,Zweites Deutsches Fernsehen (ZDF)
83201,Ciak Filmproduktion
93174,Bluehorse Films
38196,BET Pictures
38197,United Image Entertainme
2492,Playhouse International Pictures
8888,The Samuel Goldwyn Company
1644,Largo Entertainment
1645,Scott Free Productions
3311,Joe Wizan/Todd Black
4665,Addis Wechsler Pictures
18737,NFH Productions
979,Woods Entertainment
456,WCG Entertainment Productions
11362,Mark Gordon Productions
75942,Midwinter Films
181,Channel Four Films
3324,British Broadcasting Corporation (BBC)
7025,Westdeutscher Rundfunk (WDR)
12113,Canadian Broadcasting Corporation (CBC)
12911,Cinemax Reel Life
12912,InPictures
12913,Lafayette Films
18,Gracie Films
10355,Spelling Films
1606,Brillstein-Grey Entertainment
3929,Robert Simonds Productions
171,Malpaso Productions
2504,Jim Henson Productions
6254,"Jim Henson Company, The"
4564,Icon Entertainment International
7965,The Ladd Company
11353,B.H. Finance C.V.
46059,Italo/Judeo Productions
46060,Bill/Phillips
806,Téléfilm Canada
2055,Skyline Films
3498,Malofilm
9116,Société de Développement des Entreprises Culturelles (SODEC)
12745,British Screen Productions
17027,National Film Board of Canada (NFB)
22150,imX Communications
38673,Glace Bay Pictures
38674,Ciné Télé Action
40534,Nova Scotia Film Development Corporation
85045,Ranfilm
83,France 2 Cinéma
591,France 3 Cinéma
883,Les Productions du Champ Poirier
885,Téléma Productions
3236,Bavaria Film and Television Fund
11308,Savoy Pictures
264,Studio Babelsberg
1766,Dieter Geissler Filmproduktion
1979,Cinevox Filmproduktion GmbH
68229,Couch Potatoe Productions
38778,Academy
94477,Mayfair Films
94478,Iberoamerica Films
43,Fox Searchlight Pictures
8,Fine Line Features
5996,BBC
16027,Portman Productions
3644,Zenith Entertainment
3906,American Playhouse
7248,Union Générale Cinématographique (UGC)
16366,La Sept Cinéma
37909,True Fiction Pictures
23,Imagine Entertainment
8989,Talisman Productions
236,October Films
1214,Guild
5353,Fastnet Films
30334,InterAL
11098,The Harvey Entertainment Company
4319,40 Acres & A Mule Filmworks
7383,"Kennedy/Marshall Company, The"
4532,Superior Pictures
2510,Mundy Lane Entertainment
729,Why Not Productions
1474,Desperate Pictures
2765,Blurco
18902,The Teen Angst Movie Company
20740,Merchant Ivory Productions
10158,First Knight Productions
644,Alcor Films
5739,Donner/Shuler-Donner Productions
87394,Suftley
12909,The Booking Office
13187,JDI productions
13190,Lemon Sky Productions
3557,Seraphim Films
1203,The Ontario Film Development Corporation
2267,First Choice Films
4350,Atlantis Films
7320,Telefilm Canada
7828,Max Films Productions
11578,Super Écran
35859,Société Générale des Industries Culturelles du Québec (SOGIC)
37,Gramercy Pictures
11462,Alphaville Films
16934,View Askew Productions
2106,Saban Entertainment
9255,Toei Company
16561,Comet Film Produktion GmbH
38959,Avrora Media
38960,Cobblestone Pictures
37897,Kino Link Company
436,1492 Pictures
37890,Party Productions
28205,"Samuel Goldwyn Company, The"
1422,Killer Films
38692,Kardana Films
39861,Chemical Films
705,Spring Creek Productions
16368,Hawn / Sylbert Movie Company
574,Lightstorm Entertainment
6849,Société Française de Production (SFP)
16026,FIT Productions
17825,Seagal/Nasso Productions
21480,Victor Company of Japan (JVC)
63906,Cutting Edge Films
2851,Zucker Brothers Productions
1073,Gordon Company
1302,Davis Entertainment
6092,Licht/Mueller Film Corporation
6068,HBO
6911,A BandApart
6367,PolyGram Audiovisuel
98,Detour Film Production
6365,Jack Giarraputo Productions
18189,Spelling Films International
16192,Hera Productions
1595,Island World
4867,Full Moon Entertainment
1898,Bórd Scannán na hÉireann
4127,Lantana
23808,Price Entertainment
70,American Zoetrope
11407,Baltimore Pictures
15709,Keystone Pictures
52095,Dream Man Productions Inc
826,Capitol Films
3823,TF1 Films Production
8277,Flach Film
10166,Alliance Entertainment
12800,Ego Film Arts
34207,Prufrock Pictures
21,Metro-Goldwyn-Mayer
13042,Kartemquin Films
11,WingNut Films
294,New Zealand Film Commission
2306,Fontana Productions
2630,Majestic Films International
11393,Bregman/Baer Productions
360,Geffen Pictures
2370,Merchant Ivory Productions
8816,Northern Lights Entertainment
414,Fountainbridge Films
36854,Lee Rich Productions
4063,Trimark Pictures
1,Lucasfilm
983,Parallax Pictures
348,Bedford Falls Productions
1656,Pangaea
285,Live Entertainment
2832,Cineville
3268,Home Box Office (HBO)
36836,Showcase Entertaiment Inc.
798,Samuel Goldwyn Company
23022,Close Call Films
20928,Majestic Films International
89873,Newcomb Productions
2428,Wolper Organization
594,Capella International
761,Cinehaus
7260,TOEI
42935,Distant Justice Joint Venture
11139,Metrodome Films
7954,Filmwerks
4198,Ixtlan
68551,J D Productions
293,Avalon Studios
295,New Zealand On Air
17067,CineTel Pictures
17068,MG Entertainment
824,Kopelson Entertainment
2154,Punch Productions
16775,Arnold Kopelson Productions
31715,Gramercy Pictures (I)
37580,MVP Films
316,Wildwood Enterprises
84839,Cecile Company
84840,Thousand Cranes Filmworks
16953,Norstar Entertainment
24946,west wind entertainment
4108,Rich Animation Studios
29272,Jones Entertainment Group
29273,Skerry Productions
2596,Jerry Weintraub Productions
11134,Iguana Producciones
347,Centropolis Entertainment
10320,Carolco Entertainment
359,Figment Films
980,The Glasgow Film Fund
78701,Kino Korsakoff
4733,1992 Number Four Limited Partnership
4734,MHA
2231,Trilogy Entertainment Group
69626,Tales From The Crypt Holdings
58,Sony Pictures Classics
14729,Populist Pictures
37350,"Jackson/McHenry Company,The"
4908,First Generation Films
36024,British Columbia Film Commission
105,Ciby 2000
11840,Film Victoria
39250,House & Moorhouse Films
10157,Beacon Pictures
355,R.P. Productions
635,Les Films Alain Sarde
8131,Timothy Burrill Productions
2767,Mace Neufeld Productions
4028,Crowvision Inc.
4029,Entertainment Media Investment Corporation
4030,Jeff Most Productions
6455,Edward R. Pressman Film
16823,Aleor Films
1353,Hanna-Barbera Productions
1947,New Deal Productions
37294,Think Again Productions
37295,Riot of Color
201,Arte
12914,Nomad Films
12915,Omega Film GmbH
12916,Without Walls
552,Dark Horse Entertainment
278,Propaganda Films
496,David Foster Productions
662,Turman-Foster Company
467,Renaissance Pictures
2982,Signature Pictures
4248,JVC Entertainment Networks
335,Tig Productions
13040,Kasdan Pictures
24217,Paragon Entertainment Corp.
21857,Tool Shed Productions
11358,Little Bird
3923,Strand Releasing
25583,Strand Home Video
170,Eve Productions Inc.
6215,Bolex Brothers
6216,Lumen Films
6217,Tara
7220,Capcom
33419,Snowback Productions
16835,Bates Entertainmant
14280,A-Pix Entertainment
37300,Devin Entertainment
90509,Theodore Thomas Productions
888,Overseas FilmGroup
38179,Skyline Entertainment Partners
38289,Arrow
38276,Frozen Rope Productions Inc.
2662,Trans-Film
22240,Initial Groupe
25129,Lumière Pictures
30655,Fallingcloud
41,Orion Pictures
21222,HBO Independent Productions
12883,Nomura Babcock & Brown
82606,NBB Unit One Film Partners
82607,Longview Entertainment
89311,"Ruddy Morgan Organization, The"
16737,Barcelona Films
7049,Enigma Productions
58750,BSB
79560,NatWest Ventures
79561,Fujisankei
30,Eddie Murphy Productions
14150,Orion Pictures Corporation
18070,Heathrow Productions
10098,Dorset Productions
10099,Robert H. Solo Productions
70969,Mainline Pictures
7429,HBO Films
1350,Parkway Productions
1988,Epic Productions
23246,RCS Video
45728,Cliffhanger Productions
45729,Pioneer
36863,Maverick Picture Company
36864,Cecchi Gori Europa N.V.
36865,Eye Productions
68062,Pentamerica
6556,Alphaville Productions
10932,The Criterion Collection
365,Nelson Entertainment
19534,Mirage
13,Universal Studios
104,Canal Plus
89521,Can I Watch
89522,Islet
89523,KPVI
11751,Sidley Wright & Associates
272,Spelling Entertainment
1930,IRS Media
10348,Republic Pictures (II)
118,Det Danske Filminstitut
850,Eurimages
10598,Costa do Castelo Filmes
13096,Neue Constantin Film
33027,House of Spirits Film
23873,PolyGram Filmproduktion
3589,Kouf/Bigelow Productions
55528,Oak Productions
1023,Nelvana Limited
10565,Good Machine
3102,Renaissance Films
8827,American Playhouse Theatrical Films
1177,Rastar Films
16827,Night Life Inc.
10230,Blue Wolf
10100,Thin Man Films
1280,Pacific Western
1755,Allied Filmmakers
4972,Platinum Pictures
11912,Mikado Film
27593,Lenfilm Studio
36765,Adventure Pictures
1274,Clinica Estetico
418,New South Wales Film & Television Office
5186,The Australian Film Commission
14089,Jan Chapman Productions
8780,Walrus & Associates
9,Gaumont
5612,Brooksfilms
36907,Hilary Henkin
39712,Seon Film Productions
50619,Romper Stomper Pty. Ltd.
75712,Ruby in Paradise
75713,Full Crew/Say Yea
14374,David V. Picker Productions
36789,Nessa Hyams
36790,Carrie Productions Inc.
28822,Santo Domingo Film & Music Video
37265,Fron Film Production
17411,Polar Entertainment
5553,Shadowlands Productions
408,Avenue Entertainment
25158,Sarah Radclyffe Productions - Sirens Limited
25159,British Screen Finance Ltd
25160,Samson Productions II
36889,Maiden Movies
94856,Robert Evans Company
5798,Shaw Brothers
5848,Columbia Pictures Industries
6386,Columbia Films S.A.
5888,Walt Disney
12288,Nintendo
164,Rhombus Media
8601,Tim Burton Productions
8835,Skellington Productions Inc.
342,Davis-Films
3322,August Entertainment
6189,Turner Pictures (I)
37572,Keystone Film Company (II)
82,Renn Productions
1524,DD Productions
6566,CNCAIMC
2658,Some Film
5778,Channel 4 Television
55150,Swelter Films
55151,Buckeye Films
23506,King World Entertainment
3614,Columbia Pictures Television
58855,Telling Pictures
37352,Oscar Kramer S.A.
37353,Aura Film
37354,Mojame S.A.
477,Hughes Entertainment
61409,T2 Productions
16636,Shapiro-Glickenhaus Entertainment
4357,The Guber-Peters Company
55072,Strong Heart/Demme Production
3166,Walt Disney Productions
6125,Walt Disney Animation Studios
10282,Silver Screen Partners IV
6,RKO Radio Pictures
4051,Warner Brothers/Seven Arts
5551,Long Shong Pictures
46108,Ubu Productions
711,Fox 2000 Pictures
81131,Rosa Productions
4952,Canadian Film Development Corporation (CFDC)
15343,Trans Atlantic Entertainment
65446,The Chess Club
6861,Lolafilms
20295,Sociedad General de Televisión (Sogetel)
21108,Fernando Trueba Producciones Cinematográficas
71842,Cinétéléfilms
75423,France Média
75424,Les Films du Scarabée
6032,The Vault
38091,WF/X
45,Road Movies Filmproduktion GmbH
225,BIM Distribuzione
315,Filmstiftung Nordrhein-Westfalen
744,Diaphana Films
982,Road Movies Dritte Produktionen
986,Degeto Film
6639,Televisión Española (TVE)
9335,Canal+ España
14245,Messidor Films
38180,Dark Matter Productions
247,Granada Film Productions
271,Mainstream S.A.
20777,British Screen Productions
976,Marvin Worth Productions
3668,ABC Productions
44,Cruise/Wagner Productions
1066,Distant Horizons
38208,Koukus Troika
38209,Toron Screen Corporation
38178,Newcomm
126,Lakeshore Entertainment
10354,FM Entertainment International N.V.
1310,Best Brains
3592,Warner Bros. Family Entertainment
55527,Courtside Seats Productions
1216,Dino de Laurentiis Cinematografica
1497,Marianne Productions
4106,Libra Pictures
16832,129 Productions
52599,Mike Lobell Productions
5270,Opala Productions
8331,Van Peebles Films
38955,Orpheus Films
1854,Dan Films
8095,Merseyside Film Production Fund
26109,Evzen Kolar Productions
452,Maurice McEndree Productions
453,Walter Reade Organization Inc.
454,Faces International Films
10828,MDP Worldwide
38114,Selima Films AVV
55140,Noon Attack Pictures
554,Silver Screen Partners III
27128,The Bubble Factory
38181,American Films
182,JVC Entertainment
254,Pandora Filmproduktion
506,Newmarket Capital Group
663,12 Gauge Productions
582,Hachette Première
17777,Centaur Pictures Inc.
33624,Wood-Thomas Pictures
54051,Atman Entertainment
89312,Fred Berner Films
3541,Koninck Studios
64448,Image Forum
6137,Ruddy Morgan Productions
10171,PVM Entertainment
1121,Price
23370,Constant c Productions
19262,Renegade Films
297,Aardman Animations
3333,Enterprise Productions
19760,Roberts Pictures Inc.
12450,Steelwork Films
12451,Mediaworks
88,Hawk Films
6697,the Canadian Council
6698,The Canada Manitoba Cultural Industries Development Office (CIDO)
6700,The Manitoba Arts Council
36995,Anuline
69627,Universal City Studios
79,Village Roadshow Pictures
4125,Available Light Productions
2173,Great Oaks Entertainment
17179,BBC Arena
17064,Charles Matthau-Jerry Tokofsky-John Davis Productions
1152,Independent Television Service
21072,Cicada Films
21073,Kentucky Educational Television
21074,NEA
21075,Sinkhole Productions Inc.
21076,TMF Metro
358,Noel Gay Motion Picture Company
9349,Film4
11561,Recorded Picture Company (RPC)
14698,Jeremy Thomas Productions
15671,France 2 Cinéma
20783,Fiction Films
1236,Mandalay Entertainment
2090,Motion Picture Corporation of America
231,Initial Productions
21304,Cabin Fever Entertainment
11948,Rio Dulce
2070,Rastar Pictures
2348,Nickelodeon Movies
53407,Electric
53408,TEAM Communications Group
28206,Prairie Oyster Productions
87554,Fuchs/Burg
2499,The Kushner-Locke Company
90663,Brian Grazer/Scott Rudin Productions
24827,Red Mullet Productions
26192,Chestnut Hill Productions
2377,Chicago Pacific Entertainment
20004,"Zanuck Company, The"
1363,Haft Entertainment
1443,Matchmaker Films
5333,Zeta Entertainment
93380,Eleventh Street Production
93381,Jon Kilik
2756,Vertigo Productions
10211,Alfran Productions
2974,Pope Productions
8724,Australian Film Finance Corporation (AFFC)
31317,Meridian Films
37163,Sandcastle 5 Productions
961,Roger Birnbaum Productions
525,Ixtlan Productions
15123,Breakheart Films
657,Toho-Towa
762,Mutual Film Company
4650,Marubeni
7237,Tele München Fernseh Produktionsgesellschaft (TMG)
15278,British Broadcasting Corporation (BBC)
1484,Yorktown Productions
4169,Kanzaman
90100,Kan Zamia-a
90101,Polaris Pictures
4285,Universal Cartoon Studios
491,Summit Entertainment
11355,Jurow-Shepherd
10715,Alfred J. Hitchcock Productions
11241,The Mirisch Company
219,The Mirisch Corporation
11982,Ashton Productions
1553,Selznick International Pictures
11447,Mercury Productions
385,Stanley Kubrick Productions
10096,Walter Wanger Productions
10917,Jerry Wald Productions
4928,Allied Artists Pictures
12668,Arthur Freed Production
1258,Michael Todd Company
11770,Liberty Films (II)
5235,Hunt Stromberg Productions
16305,Premier Productions
1432,Republic Pictures
4978,Gaumont British Picture Corporation
15524,Lewis Milestone Productions
12258,Howard Hughes Productions
638,Laurel Group
3139,Off Color Films
14121,Image Ten
14122,Market Square Productions
262,Independent Film Distributors
3632,Romulus Films
3248,Santana Pictures Corporation
15931,Rizzoli-Haggiag
100,Avon Production
9330,Frank Capra Productions
34103,Walter Wagner Productions
5999,Grand National Pictures
19729,Zion Meyers Productions
21154,Jacaranda Films
21155,Investec Merchant Bank
38567,BMG Independents
31551,Pacific Motion Pictures Corporation
78106,Stewart Pictures
691,Cappa Productions
17218,Gramercy Pictures (II)
887,Neo Productions
656,Metropolitan Filmexport
11273,Circle Films
20049,DuArt
19529,Redemption Productions
44774,Tinderbox Films
10153,Simian Films
8830,Touchwood Pacific Partners 1
30702,Multicom entertainment
6304,Robert Wise Productions
6305,Argyle Enterprises
5570,Allied Vision
38436,World Film Music Limited
38944,Clavius Base
38555,Cinema 7
10532,World Productions
2980,Forge
21920,The Steve Tisch Company
457,Constellation Films
6033,Paramount
21583,Jam Productions
67930,Chal Productions
20809,Normal Life Productions
163,Revolution Films
240,Bazmark Films
2833,Independent Pictures (II)
8824,The Alfred Shay Company Inc.
13534,First Look Pictures
3475,Walt Disney Television Animation
11707,Vic Films Productions
14377,J. Arthur Rank Organisation
17339,Javelin Films
3434,David L. Wolper Productions
3185,Achilles
13954,Rollins-Joffe Productions
13309,Jack Rollins & Charles H. Joffe Productions
11352,Prominent Features
20076,HandMade Films
58752,Python (Monty) Pictures
8844,Artista Management
8846,Peerford Ltd.
8776,Redford-Ritchie Productions
273,Tatira-Hiller Productions
18875,Leland Hayward Productions
137,Great American Films Limited Partnership
12360,Vestron Pictures
1632,Lionsgate
26198,Dog Eat Dog Productions Inc.
469,Hemdale Film Corporation
1648,Gladden Entertainment
78806,Bill Graham Films
927,Palace Pictures
1202,Nippon Film Development and Finance Inc.
8876,Eurotrustees
67780,GGR
67781,Zupnik Cinema Group II
964,Keith Barish Productions
1155,Incorporated Television Company
38857,Orenda Films
7901,Harmony Gold
54301,Canned Pictures Inc
1317,Charles K. Feldman Group
3358,Discovery Channel Productions
8764,Redwave Films
65387,Public Television Playhouse Inc.
3989,C&P Productions
34,Sony Pictures
39526,Woodward Productions
39527,Weiny Bro Prods.
10257,Jewel Productions
10258,Pimlico Films
15980,Incorporated Television Company (ITC)
494,AVCO Embassy Pictures
495,EDI
498,Debra Hill Productions
500,Goldcrest Films International
502,International Film Investors
664,City Film
10312,Wescom Productions
416,Python (Monty) Pictures Limited
463,Michael White Productions
464,National Film Trustee Company
465,Twickenham Film Studios
1373,Jürgen Brüning Filmproduktion
56302,Dangerous to Know Swell Co.
56303,Hustler White Productions
44467,Big Sister Production
6584,Gemini Films
11143,Madragoa Filmes
18367,Centre National de la Cinématographie (CNC)
8738,David Sonenberg Production
8739,Das Films
5229,Bryan Foy Productions
4927,Eagle-Lion Films
13479,Edward Small Productions
3862,Keep Films
2238,Elsevira
2240,Erbograph Co.
2241,Vendex
12918,Greenpoint Films
611,Bryna Productions
5231,Cineplex-Odeon Films
953,Royal Oaks Entertainment
40644,Amritraj / Stevens Entertainment
12204,Tiger Moth Productions
1468,Ferndale Films
14063,Granada Television
40605,Radio Telefís Éireann (RTÉ)
889,Outlaw Productions
1419,Virgin
36289,Atchafalaya
2081,Beyond Films
62139,M & A
49628,Third Floor Productions
2188,Artisan Entertainment
286,Fantasy Films
1153,Act III Communications
49243,The Princess Bride Ltd.
49244,Buttercup Films Ltd.
10214,Embassy International Pictures
396,SLM Production Group
19747,Brandywine Productions
146,Handmade Films Ltd.
10212,Orion-Nova Productions
11356,Horizon Pictures (II)
26663,Zoetrope Studios
659,London Film Productions
660,British Lion Film Corporation
8880,Winkler Films
10717,Shamley Productions
536,The Coppola Company
50819,Natant
3952,Hemdale Film
4764,Cinema 84
7745,Euro Film Funding
466,Avalon/NFU Studios
27349,Freddie Fields Productions
3593,Brandenberg
10492,WNET Channel 13 New York
8793,Lawrence Turman
10330,Universal International Pictures (UI)
6226,Penthouse
10208,Long Road Productions
3902,CBS Entertainment Productions
11043,A&M Films
11272,Peregrine
90896,The Body
90897,Act III
47380,Rosebud Productions
538,EMI Films Ltd.
623,MC Productions
2488,SC Entertainment
20448,U-Drive Productions
21612,Black Snake
42043,Grokenberger Film Produktion
2737,Davis-Panzer Productions
6179,Thorn EMI Screen Entertainment
11496,Jalem Productions
1296,Crossbow Productions
1297,Gruskoff/Venture Films
1298,Jouer Limited
184,Locus Solus Entertainment
185,Pandora Cinema
186,Pyramide Productions
187,Victor Musical Industries
71975,Roy Export Company Establishment
893,Stanley Kramer Productions
1950,New World Pictures
10170,Cinemarque Entertainment
3566,Spinal Tap Prod.
16644,IRE Productions
16645,Santa Fe Institute for Regional Education
1176,Lorimar Film Entertainment
501,Indo-British
503,National Film Development Corporation of India
504,Carolina Bank
5237,The Saul Zaentz Company
11493,National Film Finance Corporation (NFFC)
11494,Curzon Film Distributors
3088,Delphi III Productions
8834,Tin Blue
624,Persky-Bright Productions
625,Devon
381,Campanile Productions
382,Newman-Foreman Productions
1448,Pro-ject Filmproduktion
6116,Argos Films
8366,Road Movies Filmproduktion
36229,Wim Wenders Stiftung
5025,Helvey-Pray Production
6893,Hit Entertainment
35535,Cineplex Odeon Films
2051,Kinowelt Filmproduktion
60710,Mindy Affrime
5330,Bruin Grip Services
1002,Eureka Pictures
2150,Greenestreet Films
3525,Skreba Films
276,Guber/Peters Company
606,American Werewolf Inc.
607,Lyncanthrope Films
35872,Steve White Productions
84937,VPS Studios
484,De Laurentiis Entertainment Group (DEG)
25690,Promark Entertainment Group
28277,Spectacor Films
36394,A. Ninety-Three Productions
75480,Media Transactions
9266,American International Pictures (AIP)
17799,CFCF-TV
10000,Compagnia Cinematografica Champion
10001,Andy Warhol Productions
52760,Hometown Films
77507,YCTM
18038,Sterobcar Productions
2548,Tonylyn Productions
14323,Compass International Pictures
78004,Empress Film Production Corporation
4847,Vista Street Entertainment
2019,Osiris Films
7508,Produzioni Europee Associati (PEA)
9228,Dan Curtis Productions
11391,Tribeca Productions
11390,Melville-Talbot Productions
4361,RKO Pictures
1531,Smart Egg Pictures
1242,Reteitalia
49589,Scena Film
20926,Marmont Productions
20927,Blood & Wine Productions
2533,Albino Alligator Productions
11317,Phoenix Pictures
1011,Michael Obel Productions
76068,Digital Image Associates
41999,South Australian Feature Film Company
7286,Epithète Films
3978,Robert Stigwood Organization (RSO)
3495,Steamroller Productions
23308,Victor & Grais Productions
12186,Seltzer Films
1865,Zanuck/Brown Productions
4904,Alan Landsburg Productions
79415,MCA  Theatricals
8797,Storyline Entertainment
16774,Peters Entertainment
10531,Silver Screen Partners II
15846,Dimitri Villard Productions
17725,Redhead Productions
746,MTV Films
1765,Turner Pictures
10927,Si Litvinoff Film Production
57288,Max L. Raab Productions
76487,1600 Limited Partnership
3276,Elkins Entertainment
4792,Film Afrika Worldwide
57933,Logo Entertainment
45505,Fish Productions
66255,"Astral Films, Australian Film Commission, The"
36174,O.T.A. Productions
20147,Laurentic Film Productions
20148,Torii Production
1560,Roth-Arnold Productions
38664,Sheinberg Productions
8841,Pale Morning Dun
8842,All Night Productions
11510,Detour Filmproduction
6824,Village Roadshow
6825,Pratt FIlms
8855,Boy of the Year
10535,All Girl Productions
373,Asymmetrical Productions
374,Lost Highway Productions
2604,Mark Johnson Productions
15889,Stand See
6235,Mirabai Films
6236,NDF International
1704,Bavaria Film
579,Alliance Communications
4729,Q Productions
9313,Esparza / Katz Productions
174,Warner Bros. Pictures
11050,David Kirschner Productions
90511,Turner Feature Animation
6453,Studio Trite
3803,Middle Fork Productions
16387,Skylight Cinema Foto Art
55532,St. Tropez Films
55533,Cinema Line Film Corporation
10316,British Columbia Film
25686,Canada Council Media Arts
25687,Boneyard Film Company Inc.
3581,Brad Krevoy & Steve Stabler production
5368,Samson Productions
38764,Banner Entertainment
2705,Baldini Pictures
68247,Slam Pictures
68248,Medusa Pictures
20196,Australian Asset Securities Limited
20197,Rev Kids
28273,Village Roadshow Pictures Worldwide
28274,Communicado Productions
52741,Virgin Wood Productions
38782,Higgins-Messick-Wayne
38783,Ink Slinger Productions
2269,China Film Co-Production Corporation
38662,Law Brothers Entertainment
38663,IJL Creations
1475,UGC Images
4056,Hallmark Entertainment
18880,Showtime Networks
21629,Aimimage Productions
52518,Agenda
19507,Outlaw Productions (I)
3187,.406 Production
5331,Good Dog Productions LLC
5332,Utopia Pictures
720,Goldwyn Films
6255,Jim Henson Pictures
130,Jerry Bruckheimer Films
78338,Hiett Designs of Las Vegas
78339,Runway Pictures Inc
4506,Kasander & Wigman Productions
4507,Alpha Films
4508,Nederlands Fonds voor de Film
53268,Woodline Films Ltd.
35304,Blue Tulip Productions
76425,Phaedra Cinema
5993,Curb Entertainment
22290,Bergman Lustig Productions
52513,Hungry Eye Trijbits
52514,Worrell
52515,Remote
870,Tapestry Films
52860,Bates Entertainment
79654,MURDER and murder Production
455,Permut Presentations
458,Douglas/Reuther Productions
25358,Krane Entertainment
32218,Terence Michael Productions
4491,Avventura Films
49325,Parkes+MacDonald Image Nation
43910,South Side Amusement Company
1643,First Independent Films
1646,Trap-Two-Zero Productions
10227,Mandeville Films
978,Across the River Productions
248,Impact Pictures
2484,Golar Productions
3907,Pull Down Your Pants Pictures
23364,Todd McFarlane Entertainment
787,3 Arts Entertainment
803,Alliance Atlantis Communications
8809,Fair and Square Productions
38861,Matrix Films
2554,Quincy Jones-David Salzman Entertainment
9993,DC Entertainment
16685,United Artists Pictures
3409,Korsala Productions
3410,Raffaella De Laurentiis Productions
919,Beacon Communications
18990,Radiant Productions
1693,Nina Saxon Film Design
1483,Redeemable Features
8769,Art Linson Productions
27,DreamWorks SKG
57435,Applecross
57436,Reperage & Vanguard Films
2923,Edmonds Entertainment Group (EEG)
21084,Image Organization
24075,Pierre David
14745,Prairie Films
1519,A&B Producoes
10164,Popaganda Films
3480,Illusion Entertainment Group
12263,Clyde Is Hungry Films
53473,Canal+ Droits Audiovisuels
5406,Good Film Company
8582,Canadian Film or Video Production Tax Credit (CPTC)
13306,Gouvernement du Québec
24721,Satch-Mo
25063,Program de Credits of Impuc
75348,Nunez-Gowan
35,Lions Gate Films
26144,Rampage Entertainment
38799,Def Pictures
3798,Greentrees Films
3449,WGBH
3712,BBC Scotland
3713,Mobile Masterpiece Theatre
1464,Summer Knowledge LLC
676,Monarchy Enterprises B.V.
20555,Taurus Film
58247,Alchemy Filmworks
152,Icon Productions
820,Tapson Steel Films Productions
93311,Aaargh! Animation
40543,Posthorn Pictures
686,Tiger Aspect Productions
12467,Nomadic Pictures
718,Arts Council of England
39696,Adventure Films
2997,Dragon Pictures
178,Ghoulardi Film Company
840,Lawrence Gordon Productions
23434,Big Bug Pictures
44419,ASQA Film Partnership
54684,101st Street Films
763,Intermedia Films
575,Bergen Film
11054,First Look International
34998,Avnet/Kerner Productions
23932,UGC PH
11231,Fox Animation Studios
11232,Fox Family Films
11233,The Big Gun Project
11234,Little Wolf Entertainment
897,Taurus Films
3415,Polar Productions
61695,ASK Kodansha
61696,NDF Inc.
10571,Asylum Films
26598,FM Entertainment
40739,Eagle Eye Films Inc.
2253,Lawrence Bender Productions
