movieId,rating,reviewTime,comments,userId
103,5.0,20001121221346,,aum
2074,4.0,20000603171616,,ava
27793,2.0,20091015064401,,avb
27793,1.5,20130907220234,,avc
568,3.0,19961116162052,,avd
568,4.0,19991008221142,,ave
414,3.0,20001117212733,,avf
414,3.0,20000318065152,,avg
414,3.0,19991012092010,,avh
414,1.5,20030827201820,,avi
414,2.0,20000504225940,,avj
414,2.0,20110128045137,,avk
414,3.0,19991216171823,,avl
1873,3.0,20060527114258,,avm
1873,5.0,19991213215330,,awa
1873,2.5,20150720213533,,awb
1873,4.0,20081129053847,,awc
1873,3.0,20121111174839,,awd
1873,3.5,20151119164853,,awe
1873,5.0,20000703175554,,awf
1873,5.0,19990726235658,,awg
1873,3.0,20061208025822,,awh
1873,3.0,20001120094827,,awi
1873,4.0,20000731191258,,awj
1873,3.0,20001119041208,,awk
1873,3.5,20160115032746,,awl
8839,2.5,20050322084709,,awm
8963,0.5,20060324204736,,axa
26564,0.5,20091117064450,,axb
26564,4.0,20070309220542,,axc
1572,4.5,20100625013959,,axd
1572,5.0,19990929011440,,axe
1572,3.0,20001121213016,,axf
8973,3.5,20050923101948,,axg
8973,4.0,20060526195105,,axh
8973,4.5,20090313214743,,axi
8973,3.5,20050504012301,,axj
8973,3.5,20120805163622,,axk
8973,4.0,20050102015527,,axl
8973,4.5,20150715231438,,axm
8973,4.0,20060128200600,,aya
1642,2.0,20000508141648,,ayb
1642,3.0,20001210041638,,ayc
1642,4.0,20001120102457,,ayd
1642,0.5,20091202035432,,aye
281,3.0,19970206013622,,ayf
281,4.0,19991213195942,,ayg
281,4.0,20111107043432,,ayh
281,5.0,19960525211435,,ayi
281,3.0,20001225145126,,ayj
281,5.0,20000603193408,,ayk
281,1.5,20030827201334,,ayl
281,5.0,19980201232820,,aym
281,3.0,20001210034234,,aza
281,4.5,20031231020821,,azb
281,5.0,19960612170150,,azc
281,5.0,19991008002339,,azd
281,3.0,19991204230125,,aze
281,3.0,20000803155241,,azf
281,4.0,19960414084841,,azg
281,4.0,19971114152121,,azh
281,3.5,20030517114338,,azi
281,4.0,19960817131552,,azj
3512,3.0,20010816045846,,azk
3512,5.0,20111107033448,,azl
3512,4.0,20001201182402,,azm
3512,4.0,20000516211617,,aAa
3512,5.0,20000425173351,,aAb
3512,5.0,20030307210548,,aAc
3512,4.0,20040217210634,,aAd
3512,4.0,20001201021214,,aAe
3512,2.0,20010621013522,,aAf
3512,3.0,20051122215739,,aAg
3512,3.0,20010301001057,,aAh
3512,3.5,20070205052231,,aAi
3512,2.0,20110128082816,,aAj
3512,3.0,20000805174244,,aAk
3512,1.0,20051110152122,,aAl
3512,5.0,20001205185559,,aAm
3512,4.0,20000801153729,,aBa
3512,3.0,20011217063200,,aBb
3512,4.0,20150822181003,,aBc
26258,4.5,20140427030641,,aBd
26258,5.0,20110604071758,,aBe
26258,5.0,20120805151126,,aBf
26258,4.0,20150717040326,,aBg
26258,1.5,20060826213234,,aBh
76,3.0,19970215114919,,aBi
76,3.0,19960519163011,,aBj
76,4.0,19970122173849,,aBk
76,3.5,20061111043526,,aBl
76,3.0,19961120214124,,aBm
76,3.0,20070704030933,,aCa
76,2.0,19981003020055,,aCb
76,3.0,19970121203810,,aCc
76,3.5,20030926223811,,aCd
76,4.0,19970519141923,,aCe
76,3.0,19960729084026,,aCf
76,5.0,19961223125139,,aCg
76,3.0,19970303161436,,aCh
76,4.0,20001120102312,,aCi
76,3.0,19961009175845,,aCj
2292,4.0,19991216163508,,aCk
1909,3.0,20050211150544,,aCl
1909,2.0,20030514072019,,aCm
1909,3.0,20051110225020,,aDa
1909,2.0,19981007121955,,aDb
1909,3.5,20150724034512,,aDc
1909,0.5,20090415003027,,aDd
1909,4.0,20020316222624,,aDe
1909,4.0,19990929062336,,aDf
1909,3.0,20101215083836,,aDg
1909,4.0,20000220011037,,aDh
1909,1.5,20060203165254,,aDi
1909,3.5,20030730222656,,aDj
1909,3.0,20050517055100,,aDk
1909,5.0,19981003020000,,aDl
1909,5.0,20001128163613,,aDm
1909,2.5,20050207140430,,aEa
1909,2.0,20111120175924,,aEb
1909,4.0,20000801001026,,aEc
1909,5.0,20140115113342,,aEd
1909,2.5,20050427013256,,aEe
1909,2.0,19991008161700,,aEf
1909,3.0,20051023214800,,aEg
1909,3.0,20000201012548,,aEh
1909,4.0,20080328202057,,aEi
1909,3.0,19991230052813,,aEj
1909,4.0,20000703180956,,aEk
1909,5.0,19990727222403,,aEl
1909,4.0,20010621015412,,aEm
1909,2.0,20010130131206,,aFa
1909,4.0,20021228222534,,aFb
1909,3.0,20001210052727,,aFc
1909,3.5,20050309190643,,aFd
1909,2.0,20040808095746,,aFe
1909,2.0,20030415204126,,aFf
1909,2.5,20110128065757,,aFg
1909,2.0,19980829074823,,aFh
1909,3.0,20130601073408,,aFi
1909,3.0,20020529135545,,aFj
1909,4.5,20061229215639,,aFk
1909,2.5,20090125202327,,aFl
1909,4.0,20061205040325,,aFm
1909,4.0,19991004105416,,aGa
1909,4.0,19991023193831,,aGb
1909,4.5,20050519041324,,aGc
1909,2.5,20060128194539,,aGd
1909,4.0,20060418203332,,aGe
1909,3.5,20120808142604,,aGf
8984,2.0,20061224173714,,aGg
8984,3.0,20060526195032,,aGh
8984,2.5,20091017012017,,aGi
8984,2.0,20130414121156,,aGj
8984,1.0,20050407082230,,aGk
8984,3.0,20150727175314,,aGl
8984,3.0,20080810225425,,aGm
8984,4.0,20041214004024,,aHa
8984,3.5,20050110104256,,aHb
8984,4.0,20160416161651,,aHc
8984,4.0,20130127172510,,aHd
8984,3.0,20160508220722,,aHe
8984,0.5,20150930151105,,aHf
8984,2.0,20060628161115,,aHg
8984,2.0,20060717175550,,aHh
8984,3.5,20150927224255,,aHi
8984,4.5,20050404035827,,aHj
8984,4.0,20051122214955,,aHk
8984,2.0,20121123195919,,aHl
8984,2.0,20060702034316,,aHm
8984,3.0,20160816220253,,aIa
8984,2.5,20150306121332,,aIb
8984,2.5,20151109123532,,aIc
8984,4.5,20151106172142,,aId
8984,2.5,20140202150627,,aIe
8984,4.0,20150701225025,,aIf
8984,2.5,20051120051239,,aIg
8984,4.0,20070301162637,,aIh
8984,3.0,20090125202118,,aIi
8984,3.5,20060224123401,,aIj
8984,3.5,20060525201422,,aIk
8984,3.5,20160818124136,,aIl
8984,3.0,20150911160440,,aIm
8984,1.5,20060806124401,,aJa
4954,4.0,20011211160337,,aJb
4954,2.5,20041017203051,,aJc
4954,2.0,20111208195010,,aJd
4954,3.0,20051006211311,,aJe
4954,2.5,20050123012207,,aJf
522,3.0,19970206014141,,aJg
522,3.0,20091018072732,,aJh
522,3.5,20040527065058,,aJi
522,1.0,20060607031849,,aJj
522,3.0,19961216083609,,aJk
522,5.0,19980402162557,,aJl
522,3.0,19990727225406,,aJm
522,3.0,20010710040716,,aKa
522,1.0,20000103085033,,aKb
1024,3.0,19960826131015,,aKc
1024,3.0,20030307210955,,aKd
1024,3.0,19991111182652,,aKe
1024,4.0,20001121070854,,aKf
628,4.0,20060801024444,,aKg
628,2.5,20040821063846,,aKh
628,4.0,19970215114547,,aKi
628,3.0,19970206004959,,aKj
628,5.0,19991225225023,,aKk
628,3.0,19970318174830,,aKl
628,3.0,19970131115742,,aKm
628,5.0,19970122173445,,aLa
628,4.5,20110902055753,,aLb
628,3.0,20081006012442,,aLc
628,5.0,20030407023911,,aLd
628,5.0,19981003021409,,aLe
628,4.0,20081227070515,,aLf
628,4.0,20031205022938,,aLg
628,4.0,20000209190851,,aLh
628,4.0,20040921184251,,aLi
628,4.0,19970221133754,,aLj
628,4.0,19961020121931,,aLk
628,5.0,20050324004025,,aLl
628,4.0,20000425180302,,aLm
628,4.0,19961229122611,,aMa
628,5.0,19970121203634,,aMb
628,3.5,20060216002741,,aMc
628,4.0,20050403161208,,aMd
628,4.0,19991102132321,,aMe
628,3.0,20141024220046,,aMf
628,3.0,20040802165123,,aMg
628,3.0,20000122212842,,aMh
628,4.0,20000827030056,,aMi
628,3.0,19970519141434,,aMj
628,4.0,20000201030813,,aMk
628,4.0,19970109112338,,aMl
628,2.0,19970623133519,,aMm
628,3.0,20000703180553,,aNa
628,5.0,20060220170628,,aNb
628,3.0,19980201224413,,aNc
628,4.0,20001210033949,,aNd
628,4.0,19970324134003,,aNe
628,3.0,20040727054752,,aNf
628,4.0,20030429190737,,aNg
628,4.0,19961228152027,,aNh
628,4.0,19991216180711,,aNi
628,4.5,20080205182041,,aNj
628,4.0,20001104224126,,aNk
628,4.0,20010408020032,,aNl
628,4.0,19970303161222,,aNm
628,5.0,20001121212504,,aOa
628,4.0,20060130223439,,aOb
628,4.0,19961208045957,,aOc
628,4.0,20150814202928,,aOd
11,2.5,20040820185941,,aOe
11,3.0,19970206013253,,aOf
11,3.5,20061221190930,,aOg
11,4.0,20000117203456,,aOh
11,5.0,19981007122425,,aOi
11,5.0,20000616035920,,aOj
11,2.5,20060411114405,,aOk
11,3.5,20040312133049,,aOl
11,3.5,20090809085701,,aOm
11,1.0,19961116154826,,aPa
11,3.5,20090415030343,,aPb
11,4.0,19961120213823,,aPc
11,3.5,20110510020236,,aPd
11,4.0,20020701204316,,aPe
11,3.5,20041115154637,,aPf
11,5.0,19960815091642,,aPg
11,4.0,20041010182004,,aPh
11,4.0,19960525210905,,aPi
11,4.0,20100328001920,,aPj
11,4.0,19960717185419,,aPk
11,5.0,19961019165606,,aPl
11,4.0,20001117212520,,aPm
11,4.0,20000407065905,,aQa
11,3.5,20050323060928,,aQb
11,4.0,20010606200807,,aQc
11,5.0,20000425171637,,aQd
11,4.0,20000318064220,,aQe
11,4.0,19960808000102,,aQf
11,3.5,20110901163558,,aQg
11,3.0,19980912065407,,aQh
11,4.5,20060216003557,,aQi
11,3.0,20030324201141,,aQj
11,4.0,19991012085559,,aQk
11,5.0,19980622144355,,aQl
11,3.0,20000602081714,,aQm
11,4.0,19960614134144,,aRa
11,5.0,19961023092056,,aRb
11,3.0,20000504222852,,aRc
11,2.0,20000201011530,,aRd
11,5.0,20130621000615,,aRe
11,4.0,19960706185519,,aRf
11,4.0,20001125085438,,aRg
11,5.0,19970623142405,,aRh
11,3.0,19960805140255,,aRi
11,4.5,20160511062628,,aRj
11,4.0,19960830231329,,aRk
11,5.0,19960619074527,,aRl
11,1.5,20141207053929,,aRm
11,3.0,19960519080400,,aSa
11,4.0,20001210034507,,aSb
11,1.5,20040727055946,,aSc
11,3.0,20030409213903,,aSd
11,2.0,20110128062638,,aSe
11,3.0,19991204153715,,aSf
11,4.0,19960523072747,,aSg
11,3.0,19991024203048,,aSh
11,4.0,20000402142128,,aSi
11,4.0,19960710165606,,aSj
11,3.0,19961003205814,,aSk
11,3.0,20040922235636,,aSl
11,4.0,19960412233244,,aSm
11,5.0,19961027210106,,aTa
11,5.0,19991216164756,,aTb
11,3.0,20001104214942,,aTc
11,3.0,19960729090647,,aTd
11,3.0,19971114102304,,aTe
11,3.0,20141209183229,,aTf
11,3.0,19970303162936,,aTg
11,4.0,19991123161919,,aTh
11,4.0,20061229214912,,aTi
11,3.0,20001121190252,,aTj
11,5.0,20000731183327,,aTk
11,3.0,20020201200346,,aTl
11,4.0,19991023194535,,aTm
11,4.0,20011217064427,,aUa
11,3.0,19960910122845,,aUb
11,3.0,20010122144546,,aUc
11,4.0,19960518201709,,aUd
11,4.0,19960613033249,,aUe
11,5.0,19961009175336,,aUf
11,4.5,20060418202637,,aUg
11,3.0,19961106091001,,aUh
3036,4.0,20110203105004,,aUi
3036,5.0,19991230024006,,aUj
3036,2.0,20000213065606,,aUk
3036,5.0,20001120102949,,aUl
8986,4.0,20050126011702,,aUm
1945,4.0,20010816051554,,aVa
1945,4.5,20060526193842,,aVb
1945,5.0,19991003093322,,aVc
1945,4.0,19991213194312,,aVd
1945,4.0,20000110155418,,aVe
1945,5.0,20000509173519,,aVf
1945,4.5,20050304205420,,aVg
1945,5.0,20000425175612,,aVh
1945,3.5,20120526043801,,aVi
1945,5.0,20000603190659,,aVj
1945,4.5,20160802193653,,aVk
1945,4.0,20040216220950,,aVl
1945,5.0,20000505134712,,aVm
1945,5.0,20011112015129,,aWa
1945,5.0,20001119214758,,aWb
1945,5.0,20061208030255,,aWc
1945,5.0,19991101114921,,aWd
1945,4.0,20031102001935,,aWe
1945,3.5,20110128060031,,aWf
1945,3.5,20120622224817,,aWg
1945,4.0,20050820154937,,aWh
1945,4.0,20000803152338,,aWi
1945,5.0,20001121033043,,aWj
1945,5.0,20000805143310,,aWk
1945,4.0,20020201212425,,aWl
1945,4.0,20060813161608,,aWm
1945,5.0,20001127224216,,aXa
1945,4.0,20050320163648,,aXb
1945,5.0,20000108005000,,aXc
241,3.0,19960617084208,,aXd
241,1.0,20000628055108,,aXe
241,5.0,19960414084840,,aXf
241,5.0,20001121205820,,aXg
527,4.0,19960621111531,,aXh
527,3.0,20110228030848,,aXi
527,5.0,20060801024250,,aXj
527,5.0,19990929181403,,aXk
527,4.0,20120310120141,,aXl
527,4.0,20010816044719,,aXm
527,4.0,20070505113521,,aYa
527,4.0,20050923095714,,aYb
527,4.0,19970206011118,,aYc
527,2.5,20081015035734,,aYd
527,5.0,19970121113320,,aYe
527,3.5,20060527112342,,aYf
527,5.0,19991004231642,,aYg
527,5.0,19991213214734,,aYh
527,5.0,20100511015649,,aYi
527,4.0,20001109050730,,aYj
527,5.0,19961103213501,,aYk
527,4.5,20140214070524,,aYl
527,4.5,20160907142351,,aYm
527,5.0,20001120214504,,aZa
527,4.5,20110517035933,,aZb
527,4.0,19961108002436,,aZc
527,4.0,20160627044900,,aZd
527,5.0,19981007121329,,aZe
527,4.5,20060411115314,,aZf
527,3.5,20071111004027,,aZg
527,5.0,20130424191414,,aZh
527,4.0,20160427173534,,aZi
527,5.0,20091018054007,,aZj
527,5.0,19991115223504,,aZk
527,4.0,20060322173127,,aZl
527,2.0,19960716084727,,aZm
527,5.0,19961116154729,,baa
527,4.0,20090415005250,,bab
527,5.0,20151129115539,,bac
527,4.0,19961120213639,,bad
527,5.0,20101208034157,,bae
527,3.5,20081006013317,,baf
527,1.5,20160411023838,,bag
527,4.0,19990929060134,,bah
527,4.5,20101215083957,,bai
527,4.0,20000424154130,,baj
527,5.0,20151102193704,,bak
527,4.0,19960815091559,,bal
527,4.0,20041010173540,,bam
527,3.5,20111107035717,,bba
527,5.0,20000210034326,,bbb
527,5.0,19990518193046,,bbc
527,5.0,19960525212035,,bbd
527,3.0,19960522135502,,bbe
527,5.0,20060517102950,,bbf
527,5.0,20030407023643,,bbg
527,5.0,20000803184215,,bbh
527,4.0,20060203201855,,bbi
527,4.0,20150824011812,,bbj
527,3.5,20060607033255,,bbk
527,4.0,19960715183602,,bbl
527,4.5,20140712220615,,bbm
527,5.0,19961106161423,,bca
527,5.0,19991123095724,,bcb
527,3.0,20101206013441,,bcc
527,4.5,20070704031532,,bcd
527,3.0,20001115023143,,bce
527,5.0,20110103195323,,bcf
527,4.0,20050629180454,,bcg
527,5.0,20090210010844,,bch
527,4.0,19960921072724,,bci
527,4.0,19991217160148,,bcj
527,4.0,20010225102420,,bck
527,4.0,19960531064532,,bcl
527,5.0,20011019204202,,bcm
527,5.0,19960826124811,,bda
527,5.0,19960925064546,,bdb
527,5.0,20001010223727,,bdc
527,5.0,19961115225303,,bdd
527,4.0,20001225061750,,bde
527,4.5,20140624130650,,bdf
527,4.5,20150726180127,,bdg
527,4.0,20050310234345,,bdh
527,5.0,20160416130226,,bdi
527,5.0,20080810202304,,bdj
527,5.0,20010101204610,,bdk
527,4.0,19970409043347,,bdl
527,4.0,20001117152049,,bdm
527,5.0,20010219160048,,bea
527,4.0,20000407053023,,beb
527,2.5,20050405070557,,bec
527,3.5,20050304203548,,bed
527,3.0,20160330191548,,bee
527,4.5,20041028055951,,bef
527,5.0,20000425172341,,beg
527,3.5,20040903145846,,beh
527,5.0,20151122070323,,bei
527,5.0,20020118015126,,bej
527,5.0,20000316064819,,bek
527,5.0,20020908234206,,bel
527,5.0,20160728091408,,bem
527,3.0,20150610011419,,bfa
527,5.0,20010720213147,,bfb
527,4.0,20000603182301,,bfc
527,5.0,19960819105811,,bfd
527,5.0,20110901162129,,bfe
527,5.0,19960724180736,,bff
527,5.0,20050416205135,,bfg
527,5.0,20050322123008,,bfh
527,5.0,20050426141828,,bfi
527,5.0,20000801012506,,bfj
527,5.0,19961021014559,,bfk
527,5.0,20060216005107,,bfl
527,4.0,20040423204128,,bfm
527,4.5,20041111001032,,bga
527,4.0,20110306212642,,bgb
527,0.5,20121111175845,,bgc
527,5.0,19991012093431,,bgd
527,4.5,20080425122022,,bge
527,4.5,20050727180434,,bgf
527,5.0,19980622144355,,bgg
527,5.0,20000602080446,,bgh
527,5.0,20041121103301,,bgi
527,4.0,20150219172016,,bgj
527,4.5,20060616195511,,bgk
527,3.0,20151230235356,,bgl
527,5.0,20000122213924,,bgm
527,4.5,20111208194603,,bha
527,5.0,20150902123307,,bhb
527,5.0,20010722183616,,bhc
527,5.0,19960902092844,,bhd
527,5.0,20151104185137,,bhe
527,5.0,19991213221629,,bhf
527,4.0,19961216091147,,bhg
527,4.5,20050128215301,,bhh
527,1.0,20060924201348,,bhi
527,4.5,20160515183445,,bhj
527,5.0,19961023092003,,bhk
527,4.0,20051023215539,,bhl
527,5.0,20000505140043,,bhm
527,4.0,20120609074326,,bia
527,5.0,19991002185353,,bib
527,5.0,19961108150632,,bic
527,4.0,20040930023653,,bid
527,4.0,19991003193239,,bie
527,5.0,20001117021510,,bif
527,4.0,20150926182208,,big
527,4.5,20130903034602,,bih
527,3.0,20060721165953,,bii
527,4.0,19960706185707,,bij
527,5.0,20030307085850,,bik
527,3.0,20001119213612,,bil
527,5.0,19991229232449,,bim
527,5.0,19980402161242,,bja
527,0.5,20110212154034,,bjb
527,4.0,19960816142053,,bjc
527,4.0,20000703173324,,bjd
527,0.5,20150611212538,,bje
527,5.0,19991211165010,,bjf
527,4.5,20050305192125,,bjg
527,5.0,20050403141423,,bjh
527,4.5,20110711091614,,bji
527,4.5,20061208030212,,bjj
527,5.0,20141207053601,,bjk
527,4.0,19980201233455,,bjl
527,4.0,19980402091046,,bjm
527,4.5,20160830095421,,bka
527,3.0,20021228220803,,bkb
527,4.5,20081129002727,,bkc
527,4.5,20151205210054,,bkd
527,4.0,20030319160455,,bke
527,4.0,20130404224751,,bkf
527,4.0,20040808094714,,bkg
527,5.0,20030409184008,,bkh
527,5.0,19991214024229,,bki
527,4.0,20090414212931,,bkj
527,3.0,19991012012928,,bkk
527,3.5,20150715225646,,bkl
527,5.0,19960523075937,,bkm
527,5.0,20120720013108,,bla
527,5.0,19961027024800,,blb
527,5.0,19991012224817,,blc
527,4.0,20150523073733,,bld
