userId,movieId,rating,comments,reviewTime
bbea,6,4.0,,20050324005538
bbdb,6,5.0,,19960330191230
bbda,6,4.0,,19970221133643
bbcb,6,3.0,,19970409042213
bbca,6,5.0,,20050310022657
bbbb,6,4.5,,20140501101540
bbba,6,4.0,,20001128131407
bbab,6,5.0,,19981003021122
bbaa,6,5.0,,19970927104808
bazb,6,3.0,,19970109063925
baza,6,4.0,,20120502084553
bayb,6,4.0,,19960525211144
bbha,6,5.0,,19970121203517
baya,6,5.0,,19981207191133
bbhb,6,3.0,,19961021015107
bbib,6,3.5,,20151103185056
bbra,6,4.0,,20050322110103
bbzb,6,4.5,,20150917131515
bbqa,6,4.0,,20020717174318
bbpb,6,5.0,,19991230022335
bbpa,6,5.0,,19960706185929
bbob,6,3.0,,19970109113557
bboa,6,4.0,,20000306160038
bbnb,6,2.0,,20051006204016
bbna,6,3.0,,20000504231124
bbmb,6,4.0,,20051023221536
bbma,6,2.5,,20050128215457
bblb,6,5.0,,19971203163515
bbla,6,4.0,,20140910183413
bbkb,6,5.0,,19970623132039
bbka,6,3.0,,19970506071103
bbjb,6,5.0,,20000602074008
bbja,6,4.0,,20040330211607
bbia,6,4.5,,20041111002545
baxb,6,4.0,,19961009180630
bbqb,6,5.0,,19961218062958
bawb,6,4.0,,19960815091839
bama,6,4.5,,20050923095902
balb,6,4.0,,20021218100233
bbsb,6,3.0,,19960519080710
bbta,6,4.0,,20001210044913
bbtb,6,3.0,,20160816223444
bbua,6,4.0,,19970324133853
bbva,6,3.5,,20110128062245
bbvb,6,3.0,,20010710040553
bbwa,6,5.0,,19961228151757
bbwb,6,5.0,,19960920111841
bbxa,6,3.0,,19970417183601
bbxb,6,3.0,,19991009122107
bbya,6,4.0,,19961007112220
bbyb,6,4.0,,20020624144302
baxa,6,3.0,,19970108105457
bamb,6,4.0,,19970215114302
bana,6,3.0,,19970206004848
bbub,6,4.0,,20040729021337
baoa,6,5.0,,19961130023948
bawa,6,3.0,,20040526134317
banb,6,3.5,,20060527114208
bavb,6,3.0,,19970125120703
bava,6,5.0,,20020316222027
baub,6,3.0,,19961120214711
baua,6,4.0,,19970929072554
bata,6,4.0,,19961009112041
basb,6,3.5,,20061111134614
batb,6,5.0,,20060822003516
barb,6,5.0,,19970131115644
bara,6,5.0,,19970214132948
baqb,6,3.0,,19970318174634
baqa,6,4.0,,19960519163327
bapb,6,3.0,,19961103213907
bapa,6,3.0,,20001109052322
baob,6,4.0,,19991215165226
basa,6,4.5,,20120521094559
alga,11,4.0,,19960412233244
aldb,11,3.0,,19991024203048
alfb,11,3.0,,20040922235636
alfa,11,3.0,,19961003205814
aleb,11,4.0,,19960710165606
alea,11,4.0,,20000402142128
alda,11,4.0,,19960523072747
akyb,11,4.0,,19960830231329
alca,11,2.0,,20110128062638
albb,11,3.0,,20030409213903
alba,11,1.5,,20040727055946
alab,11,4.0,,20001210034507
alaa,11,3.0,,19960519080400
akzb,11,1.5,,20141207053929
akza,11,5.0,,19960619074527
algb,11,5.0,,19961027210106
alcb,11,3.0,,19991204153715
alha,11,5.0,,19991216164756
alqa,11,4.5,,20060418202637
alia,11,3.0,,19960729090647
alqb,11,3.0,,19961106091001
akya,11,4.5,,20160511062628
alpb,11,5.0,,19961009175336
alpa,11,4.0,,19960613033249
alob,11,4.0,,19960518201709
aloa,11,3.0,,20010122144546
alnb,11,3.0,,19960910122845
alna,11,4.0,,20011217064427
almb,11,4.0,,19991023194535
alma,11,3.0,,20020201200346
allb,11,5.0,,20000731183327
alla,11,3.0,,20001121190252
alkb,11,4.0,,20061229214912
alka,11,4.0,,19991123161919
aljb,11,3.0,,19970303162936
alja,11,3.0,,20141209183229
alib,11,3.0,,19971114102304
alhb,11,3.0,,20001104214942
akxb,11,3.0,,19960805140255
akoa,11,4.0,,20010606200807
akwb,11,4.0,,20001125085438
akla,11,4.0,,20100328001920
akkb,11,4.0,,19960525210905
akka,11,4.0,,20041010182004
akjb,11,5.0,,19960815091642
akja,11,3.5,,20041115154637
akib,11,4.0,,20020701204316
akia,11,3.5,,20110510020236
akhb,11,4.0,,19961120213823
akha,11,3.5,,20090415030343
akgb,11,1.0,,19961116154826
akda,11,3.5,,20061221190930
akga,11,3.5,,20090809085701
akfb,11,3.5,,20040312133049
akfa,11,2.5,,20060411114405
akeb,11,5.0,,20000616035920
akdb,11,4.0,,20000117203456
akea,11,5.0,,19981007122425
aklb,11,4.0,,19960717185419
akxa,11,5.0,,19970623142405
akma,11,5.0,,19961019165606
akna,11,4.0,,20000407065905
akwa,11,4.0,,19960706185519
akvb,11,5.0,,20130621000615
akva,11,2.0,,20000201011530
akub,11,3.0,,20000504222852
akua,11,5.0,,19961023092056
aktb,11,4.0,,19960614134144
akta,11,3.0,,20000602081714
aksb,11,5.0,,19980622144355
aksa,11,4.0,,19991012085559
akrb,11,3.0,,20030324201141
akra,11,4.5,,20060216003557
akqb,11,3.0,,19980912065407
akqa,11,3.5,,20110901163558
akpb,11,4.0,,19960808000102
akpa,11,4.0,,20000318064220
akob,11,5.0,,20000425171637
aknb,11,3.5,,20050323060928
akmb,11,4.0,,20001117212520
akcb,11,3.0,,19970206013253
akca,11,2.5,,20040820185941
nyla,12,1.0,,20001120084341
nymb,12,3.0,,19970413170950
nyma,12,2.0,,20020423120913
nylb,12,3.0,,20100609150211
nykb,12,3.0,,19960921030208
nyka,12,3.0,,19961007112949
nyjb,12,4.0,,19960729084406
nyja,12,3.0,,19970519141703
nyib,12,1.0,,20000508141521
nyhb,12,1.0,,19970121203714
nyha,12,5.0,,19970717011308
nygb,12,3.0,,20000317052757
nyia,12,4.0,,20030903203622
nyfb,12,2.0,,20101206011604
nyfa,12,3.5,,20151129161807
nyeb,12,3.0,,19970122173617
nyea,12,3.0,,19970131115836
nyga,12,4.0,,20080628113828
avbb,13,3.0,,19961007114448
avca,13,5.0,,19991216183651
avcb,13,4.0,,20001121070854
avda,13,5.0,,20000802152841
avab,13,4.5,,20160802194606
auzb,13,3.0,,19961019172517
avba,13,4.5,,20160511063106
avaa,13,2.5,,20160507180125
ihma,14,4.0,,20090418115252
ihmb,14,3.0,,19991213224751
ihka,14,3.0,,19970121203555
ihla,14,3.0,,19991012103321
ihkb,14,4.0,,20121111175700
ihlb,14,3.0,,19980616143750
ihtb,14,2.0,,19970413170621
ihja,14,4.0,,19961229122520
ihib,14,3.0,,19970128200200
ihna,14,4.0,,19970519141434
ihia,14,4.0,,20000509175653
ihhb,14,4.0,,19961116162052
ihha,14,3.0,,19970122173322
ihra,14,3.0,,19991008002339
ihqb,14,3.0,,19961228151850
ihua,14,4.0,,19960713152925
ihjb,14,4.0,,19960819105849
ihnb,14,3.0,,19970109104923
ihfb,14,2.0,,19970215114547
ihob,14,2.0,,19970623133519
ihpa,14,4.0,,20000703181907
ihgb,14,4.0,,19991215164924
ihga,14,5.0,,19970206004927
ihfa,14,2.5,,20061220034446
ihpb,14,5.0,,20001210035835
ihqa,14,4.0,,19970324134003
ihta,14,3.0,,19960909195042
ihoa,14,4.0,,19991230042255
ihrb,14,3.0,,19970122002818
ihsa,14,4.0,,19971108184155
ihsb,14,3.5,,20030517113315
bweb,15,3.0,,20160507154111
bwfa,15,2.0,,19980616145034
bwfb,15,3.0,,19970623143109
bwgb,15,1.0,,19960503023005
bwha,15,3.0,,19960612170003
bwhb,15,1.0,,20001121204732
bwia,15,2.0,,20011203015252
bwga,15,4.0,,19960617080857
bwea,15,2.5,,20091015075821
bwja,15,2.0,,20060418195159
bwib,15,2.0,,19961009175638
kobb,16,4.5,,20081129143455
koca,16,4.0,,20001210034853
kocb,16,3.5,,20160816223440
knra,16,3.5,,20041028051335
knrb,16,5.0,,20000425180448
knsa,16,2.0,,20080712030122
knsb,16,3.5,,20050207140250
koba,16,4.5,,20141207053926
koda,16,3.0,,20040727061418
knfb,16,5.0,,19961009112102
koaa,16,3.5,,20121123195853
knob,16,4.0,,20050211221332
knoa,16,4.0,,20080810213638
knnb,16,2.5,,20031205022912
knna,16,4.0,,20140608191846
knmb,16,4.0,,20040930075943
knma,16,4.0,,20081221221801
knlb,16,4.0,,20001010223818
knla,16,4.0,,20081227065451
knkb,16,5.0,,20000214192529
knka,16,4.0,,20130219035249
knjb,16,3.0,,19981207162646
knja,16,4.0,,20000220011801
knib,16,5.0,,19961009180747
knia,16,4.0,,19960815091905
knhb,16,3.5,,20060718133630
knha,16,5.0,,20040526121706
kngb,16,5.0,,20020316221540
knga,16,3.5,,20101208040517
kodb,16,3.5,,20110128062753
knfa,16,5.0,,20120808235357
kneb,16,3.0,,19991115223737
knea,16,4.0,,20091014082210
kndb,16,4.0,,19970131121937
knya,16,3.0,,19991230061109
knyb,16,2.5,,20030717195758
knza,16,2.0,,19990727010701
knzb,16,4.0,,19960330190012
koab,16,5.0,,20110430054602
koea,16,4.0,,19991012013558
kncb,16,4.5,,20050904101334
knqb,16,5.0,,19960330191230
knub,16,4.0,,19991012095708
knva,16,2.0,,19980616145034
knvb,16,3.0,,20000122204739
knwa,16,4.0,,19991003193542
knwb,16,4.0,,20080308170636
knxa,16,5.0,,19960706185952
koka,16,4.0,,20001121211429
kokb,16,4.5,,20090124181745
kola,16,3.5,,20061226183653
knua,16,4.5,,20120805165848
knxb,16,4.0,,20030307091336
koma,16,3.5,,20050412152352
komb,16,4.0,,19991008060314
kona,16,5.0,,20020418140211
konb,16,3.0,,20130109100203
kooa,16,4.0,,20000108005212
koob,16,5.0,,19960612165655
kopa,16,4.0,,20120731105438
kopb,16,4.0,,20010715214108
koqa,16,2.0,,19961106091031
kolb,16,5.0,,20060130215849
kntb,16,4.5,,20060216003007
kojb,16,3.5,,20061229215124
koja,16,5.0,,19991115123923
knqa,16,3.0,,20050323041838
knpb,16,5.0,,20001003174103
knpa,16,2.0,,20001117154829
kofa,16,5.0,,20010108150517
kofb,16,4.0,,20150717042754
koga,16,4.0,,19991008002712
kogb,16,5.0,,19960412233244
koha,16,1.0,,20080205181454
knda,16,5.0,,20040128162345
knca,16,4.0,,20160627052132
knbb,16,5.0,,19960519165849
knba,16,4.5,,20140115074030
knab,16,3.0,,19961103214023
knaa,16,5.0,,19991213200804
kmzb,16,4.0,,20060526194230
kmza,16,5.0,,19970206011850
kmyb,16,3.5,,20040821063550
kohb,16,4.0,,20001105160639
koia,16,4.0,,20150917131317
knta,16,4.5,,20121020221302
koib,16,4.0,,20010408015621
koeb,16,4.0,,20151109122733
spaa,17,3.0,,19991009093203
snqb,17,4.0,,19970122173035
spda,17,4.0,,19960804142842
sopa,17,5.0,,19960523072812
soob,17,5.0,,19961223124645
sooa,17,4.0,,19991005163538
sonb,17,3.5,,20110128062556
sona,17,5.0,,20070205052756
somb,17,4.0,,20030416132023
soma,17,4.5,,20040728212304
solb,17,4.0,,20001210033718
sola,17,3.0,,19960519080400
sokb,17,5.0,,19980201223954
soka,17,5.0,,20061208032406
sojb,17,3.0,,19961218062917
soja,17,4.0,,19990727002721
soib,17,4.0,,19960805134225
soia,17,4.0,,19980402160452
sohb,17,4.0,,19970623133323
soha,17,3.0,,19960706185621
sopb,17,4.0,,20000402141913
sogb,17,4.0,,20130621000735
soqa,17,4.0,,19991007202819
sora,17,3.0,,19970122002713
sozb,17,2.0,,20011227010813
soza,17,4.0,,20000731211257
soyb,17,3.0,,20141219102326
soya,17,5.0,,20050322071031
soxb,17,5.0,,20020201195614
soxa,17,3.0,,20001121211732
sowb,17,4.0,,19980815012855
sowa,17,3.0,,19960909155233
sovb,17,5.0,,20020203153646
sova,17,5.0,,20001121035541
soub,17,4.0,,20000419155259
soua,17,5.0,,19971114101918
sotb,17,2.0,,20001104214600
sota,17,4.0,,19971025031147
sosb,17,4.5,,20121120002237
sosa,17,5.0,,19991216164352
sorb,17,5.0,,19961027210137
soqb,17,4.0,,19991204225625
spdb,17,2.0,,19961106091445
soga,17,4.5,,20160508215126
sofa,17,5.0,,20000504222532
snua,17,5.0,,19960717185511
sntb,17,3.0,,19960522135322
snta,17,5.0,,19960525210917
spbb,17,4.0,,19970413170046
snsa,17,4.0,,20110510015430
snrb,17,5.0,,19961116154942
snra,17,4.0,,19991115223928
spba,17,3.0,,19970206110628
snqa,17,4.0,,19970131115612
snpb,17,5.0,,19981007122725
snpa,17,2.0,,19970318174539
snob,17,4.0,,19970215114126
snoa,17,3.0,,20010816052324
snnb,17,4.0,,19990929180537
snna,17,5.0,,19960621111441
spca,17,4.0,,19961009175414
spcb,17,4.5,,20060418202536
snub,17,4.0,,19970109064058
sofb,17,5.0,,19970519140933
snva,17,4.0,,19960921072848
snwa,17,4.0,,20160416125420
soeb,17,4.0,,19960902093108
soea,17,3.0,,19960614134236
sodb,17,3.0,,20000602083226
soda,17,2.0,,19980616145034
socb,17,4.0,,19970127144257
soca,17,4.0,,19991012093507
sobb,17,4.0,,20030324200639
soba,17,1.0,,19970121203429
soab,17,2.5,,20051112174404
soaa,17,5.0,,19980912065407
snzb,17,3.0,,20110901163125
snza,17,4.0,,20041031230403
snyb,17,5.0,,19970128200005
snya,17,5.0,,20000407073505
snxb,17,5.0,,19960330191230
snxa,17,5.0,,20010219160047
snwb,17,3.5,,20081209022916
snvb,17,3.0,,19961019165658
spab,17,3.0,,19970409080153
snsb,17,3.0,,19990929063639
eoxb,18,2.5,,20160816230320
eosb,18,4.0,,19970131115901
eota,18,5.0,,19961116160501
eotb,18,2.5,,20041017203013
eoua,18,3.0,,19970108105624
eoub,18,4.0,,19961011010849
eova,18,5.0,,19961218135800
eovb,18,4.0,,19981003021634
eowa,18,2.5,,20090313214202
eowb,18,5.0,,19990727225650
eoxa,18,3.0,,20001210045234
eorb,18,2.0,,19991215171251
eoya,18,1.5,,20040808101127
eoza,18,4.0,,19970426215719
eozb,18,1.0,,20100316234056
epaa,18,2.0,,20001120102002
epab,18,5.0,,20120413184036
epba,18,3.5,,20060208125141
epbb,18,4.0,,20060525200745
epca,18,4.0,,19970409080532
epcb,18,3.0,,19970206110924
epda,18,4.0,,20160801174309
epdb,18,1.0,,19960803163959
eoyb,18,3.0,,19970417184218
eora,18,3.0,,19970215114919
eosa,18,4.0,,19961103215650
orta,20,1.5,,20030827201656
orva,20,4.0,,19960612165330
orvb,20,4.0,,19960825180729
orwa,20,3.0,,20020418101522
ortb,20,1.0,,19991230023340
orua,20,3.0,,19960830231906
orsb,20,1.5,,20080712004723
orsa,20,2.0,,19961124234831
orrb,20,3.0,,19961011010627
orub,20,2.5,,20160819035612
orqb,20,1.0,,19961009112231
orqa,20,1.5,,20060527090804
orra,20,5.0,,19961009181032
jyzb,21,4.0,,20001121122401
jyza,21,5.0,,19971114102716
jyyb,21,3.0,,19960729090024
jzgb,21,3.0,,19960610164005
jzga,21,4.0,,19961120193047
jzfb,21,2.0,,20020418100351
jzfa,21,3.0,,19960512172514
jywb,21,5.0,,19961007111928
jywa,21,3.0,,19970122004900
jyya,21,2.0,,20001104221018
jyxb,21,4.0,,20020624144302
jyvb,21,5.0,,19960412233244
jzeb,21,3.5,,20050608161410
jyqa,21,3.5,,20050305191353
jyba,21,5.0,,19961106161358
jybb,21,3.5,,20120502084609
jxob,21,5.0,,19991215165145
jxoa,21,5.0,,19991003091956
jxnb,21,3.0,,19970121113749
jxna,21,3.0,,19970206014044
jxmb,21,4.5,,20030715061208
jxma,21,3.0,,19961229134809
jyca,21,3.0,,19960717185156
jxxb,21,3.5,,20040601124035
jxyb,21,4.0,,19981207164333
jxza,21,3.5,,20060203204205
jxzb,21,3.0,,19961011010524
jyaa,21,2.0,,19960715183254
jyab,21,3.5,,20120603080322
jzaa,21,3.0,,19970303161838
jxya,21,5.0,,19961009180426
jzab,21,4.0,,20061229214723
jzba,21,4.0,,20001121185627
jyva,21,4.0,,20000312002145
jyhb,21,4.0,,19991012080915
jyia,21,4.0,,19980616143407
jyib,21,2.0,,20000602073519
jyja,21,5.0,,19991008221142
jyjb,21,3.0,,20050422121627
jyka,21,4.0,,20000504224321
jykb,21,3.0,,20051006211616
jzha,21,3.0,,19961106091001
jyla,21,3.0,,19961108150632
jylb,21,4.0,,20000201011241
jyma,21,3.0,,19950109114649
jymb,21,4.0,,19960706185239
jyna,21,4.0,,20001119230425
jynb,21,5.0,,19970623142936
jyoa,21,4.0,,19960816142021
jyob,21,5.0,,19990727223020
jypa,21,5.0,,19960330190012
jypb,21,4.0,,20021208233413
jzea,21,2.0,,20010122153807
jyha,21,1.0,,19960724180505
jygb,21,2.5,,20110901163011
jyga,21,4.0,,20000603193104
jyfb,21,3.5,,20050604000138
jyub,21,4.0,,19991007205411
jyua,21,5.0,,19961003205605
jytb,21,3.0,,19991024202913
jzbb,21,3.0,,20061226182502
jzca,21,4.0,,20001119042043
jzcb,21,4.0,,19960909194412
jzda,21,5.0,,19991003143412
jzdb,21,2.0,,19960910122017
jyta,21,4.0,,19991004212742
jyqb,21,5.0,,20070303080526
jysb,21,2.5,,20110128062255
jxpa,21,4.0,,20001109053734
jyrb,21,3.0,,20040808094835
jyra,21,3.0,,19960519080151
jycb,21,2.5,,20050322081705
jyda,21,4.0,,19961124234359
jydb,21,3.0,,19961019165407
jyea,21,4.0,,19960330191230
jyeb,21,3.0,,20041031231024
jyfa,21,5.0,,20000425171704
jysa,21,3.5,,20050505170537
jxpb,21,3.0,,19961103213414
jyxa,21,1.0,,19991216170437
jxqb,21,3.0,,19961108002436
jxvb,21,1.0,,19961116154729
jxva,21,4.0,,19960716100903
jxub,21,1.0,,20060822002728
jxua,21,3.0,,19960628145111
jxtb,21,4.0,,19961009112003
jxta,21,3.5,,20091015085711
jxsb,21,4.0,,20001119022503
jxqa,21,3.0,,19960531085607
jxwb,21,5.0,,19961120213639
jxxa,21,5.0,,20110510015456
jxsa,21,3.0,,20050904101715
jxwa,21,3.5,,20090415025854
jxra,21,2.0,,20160804224634
jxrb,21,4.0,,19981007122541
oiba,22,5.0,,19960414084840
ohqa,22,3.5,,20050322081044
ohpb,22,2.5,,20040526122117
oica,22,5.0,,20001120102138
ohpa,22,2.0,,20001119020446
ohob,22,4.0,,19960519162921
oicb,22,3.0,,20050322070016
ohoa,22,3.0,,19970206013428
oidb,22,3.0,,19961122155117
ohqb,22,4.0,,19981003021301
oibb,22,3.0,,19970303163631
oiea,22,3.0,,19991008060613
oieb,22,4.0,,19960901041528
oifa,22,4.0,,20150814203010
oifb,22,4.0,,19960613191418
oiga,22,3.0,,20140304000005
oida,22,1.5,,20061226192748
ohra,22,3.0,,19960826130133
ohnb,22,2.5,,20040821064015
ohsa,22,3.0,,20020117033700
ohrb,22,4.0,,20000425180019
ohxb,22,3.0,,20001210045408
ohya,22,2.0,,20040808095602
ohyb,22,5.0,,19960523073101
ohza,22,5.0,,19960606113233
ohzb,22,5.0,,19961007112259
ohwb,22,1.0,,19960503023005
oiaa,22,4.0,,19991216181218
ohxa,22,4.0,,19960830231559
ohwa,22,3.0,,19960414151943
ohvb,22,4.0,,19991230030030
ohva,22,3.0,,19960706185929
ohub,22,3.0,,20060624034742
ohua,22,3.0,,20000122213023
ohtb,22,3.0,,20050322115908
ohta,22,2.5,,20040114181701
oiab,22,4.0,,20001104223655
ohsb,22,3.0,,19961012215846
oxia,24,3.0,,19991217154713
oxib,24,3.0,,20000606041214
oxja,24,2.5,,20061226195356
oxjb,24,1.0,,19960830140852
oxlb,24,5.0,,20111202080651
oxkb,24,3.0,,19960518201710
oxla,24,3.0,,19991211173134
oxma,24,4.5,,20060418203731
oxmb,24,4.0,,20010402203724
oxhb,24,1.0,,19970122012839
oxka,24,3.5,,20090107164101
oxha,24,3.0,,19991212011207
owza,24,4.0,,19991217160709
owxa,24,2.5,,20070321040755
oxgb,24,2.5,,20110128070642
oxga,24,2.0,,20030415204110
oxfb,24,2.0,,20001210035903
oxfa,24,2.0,,20021208233126
oxeb,24,5.0,,19991211170122
oxdb,24,3.0,,20000201055447
oxda,24,4.0,,20110525001555
oxna,24,3.0,,19960624185246
oxcb,24,2.0,,20000612193511
oxca,24,4.0,,20111208194012
oxbb,24,1.5,,20030827201259
oxab,24,0.5,,20091117063804
oxaa,24,4.0,,19960826125406
owzb,24,4.0,,20020426021641
owyb,24,3.0,,19981207171313
owya,24,5.0,,19961009181032
owxb,24,4.0,,20020414202715
owwb,24,3.5,,20060526195747
oxea,24,3.0,,19960617080939
oxba,24,2.5,,20160507180126
sgna,25,4.5,,20030516122421
sfna,25,4.0,,20000603182408
sfnb,25,3.0,,19970121203429
sfoa,25,4.0,,19961021015019
sfob,25,3.5,,20110307092239
sfpa,25,5.0,,20121111174913
sfpb,25,4.0,,19991012093724
sfqa,25,4.0,,20000602083044
sfqb,25,3.0,,20050110105946
sgnb,25,5.0,,20001120092934
sgpa,25,4.0,,19960909194538
sgob,25,4.0,,20050320200127
sfxa,25,3.0,,19960706185819
sgpb,25,5.0,,19961122154920
seyb,25,4.0,,19991213200804
sfwa,25,5.0,,20020413072602
sgqa,25,5.0,,19960622173714
sgqb,25,4.0,,20060130220041
sgra,25,5.0,,19960910120732
sgrb,25,3.0,,20010122205229
sgsa,25,4.0,,19991009093749
sgsb,25,4.0,,19970409080153
sfxb,25,4.0,,20030307090843
sfya,25,4.0,,19991230053837
sfka,25,3.0,,20010101205011
sfza,25,3.0,,19961216233812
sfzb,25,4.0,,20040525174809
sfwb,25,2.0,,19970109104030
sgaa,25,4.0,,19960330190012
sfmb,25,5.0,,19961229122324
sflb,25,4.0,,20000425173013
sfjb,25,4.0,,20140501101518
sfja,25,3.0,,20001225145434
sfib,25,1.0,,19961019165836
sfia,25,3.0,,19960717185659
sfhb,25,4.5,,20070704032128
sfha,25,0.5,,20120502084657
sfgb,25,4.0,,20050424013936
sexb,25,5.0,,19970215114126
sfga,25,2.0,,20030407024607
sffb,25,4.0,,19961009180630
sffa,25,4.0,,20041010175503
sexa,25,4.5,,20050923095851
sfma,25,5.0,,19970717010152
sewb,25,3.0,,20020930001932
sfea,25,4.0,,20000424175719
sfdb,25,4.0,,19970125120617
sfda,25,3.5,,20110510015652
sfcb,25,2.0,,19970929072024
sfca,25,4.0,,19970317182626
sfbb,25,3.0,,19961116161843
sfba,25,4.0,,19961009112041
sfab,25,4.5,,20120521094112
sfaa,25,5.0,,19970122173035
sezb,25,3.0,,19970318174539
seza,25,4.0,,19961103213839
sfla,25,1.0,,20000407073229
sfeb,25,4.0,,20041115154528
sfvb,25,4.0,,20000201030641
sfyb,25,4.0,,19960901072300
sfub,25,4.0,,19970519140934
sgua,25,2.0,,19961106091103
sgia,25,4.0,,19991007234656
sfva,25,4.0,,19991003195144
sgib,25,1.0,,19991204223553
sgja,25,4.0,,19960412233244
sgjb,25,5.0,,19970122002713
sgka,25,5.0,,19961007112245
sgkb,25,3.0,,20100808021759
sgub,25,5.0,,19991001125224
sfua,25,4.0,,20050128215434
sftb,25,5.0,,19971203162815
sfta,25,4.0,,19991213224140
sgla,25,4.0,,20120319153920
sglb,25,1.0,,20000803155917
sgma,25,3.0,,20001104214245
sgmb,25,5.0,,20150917131433
sfsb,25,4.0,,19960902093449
sfsa,25,3.0,,20000122214115
sfrb,25,5.0,,19970623132005
sfra,25,3.0,,20060519023547
sgoa,25,4.5,,20090124152222
sgtb,25,5.0,,19960612165341
sghb,25,5.0,,19970417183526
sfkb,25,4.0,,19960330191230
sggb,25,2.0,,19961223124645
sgfa,25,3.0,,19991214025029
sgha,25,3.0,,20000402142206
sgeb,25,3.0,,20030416131916
sgfb,25,3.0,,20110128062601
sgea,25,2.5,,20040727060000
sgda,25,4.0,,19960519080615
sgcb,25,1.0,,20081129012135
sgca,25,5.0,,19980201223954
sgdb,25,5.0,,19970324133811
sgta,25,4.0,,19970206110628
sgbb,25,4.5,,20050323121112
seya,25,3.0,,19970206004811
sgba,25,5.0,,20010130130312
sgab,25,4.0,,19961218062917
sgga,25,5.0,,19991012012026
rssb,27,3.0,,20010621021000
rsta,27,3.0,,20001210040719
rstb,27,3.0,,19960523075802
rsua,27,4.0,,19960612165408
rsrb,27,3.0,,19961011010814
rsub,27,4.0,,19960615012850
rssa,27,2.0,,19980616145058
ddcb,28,4.0,,20011016173933
ddca,28,5.0,,20020201195703
dczb,28,4.0,,20021208233302
ddba,28,4.0,,19991015183954
ddab,28,4.0,,20000402141951
ddaa,28,4.0,,19980201230743
dcza,28,5.0,,20000602083044
dcyb,28,2.0,,19980616145058
dcya,28,4.5,,20041203210607
dcxb,28,5.0,,19980912065733
dcxa,28,5.0,,19960330191230
dcwb,28,4.0,,20080810214433
dcvb,28,4.0,,20000424153735
dcva,28,3.0,,19990929063639
dcub,28,4.0,,19961116160212
dcua,28,5.0,,19970131123954
ddbb,28,4.0,,20131223201749
dcwa,28,3.0,,19960522135558
usfb,35,3.0,,19970206012816
usga,35,4.0,,19961116160249
usja,35,4.0,,19980617192154
uska,35,2.0,,20001121214814
