,movieId,rating,timestamp,comments
148,5,3.0,20020418 111335,
149,5,3.0,19970413 170252,
150,5,4.0,19960613 032148,
151,5,3.0,19961009 175511,
152,5,4.0,20060418 202851,
153,5,3.0,20010624 015325,
154,8012,5.0,20100902 102948,
155,8012,4.0,20101206 014930,
156,8012,4.5,20050304 205258,
157,8012,4.0,20060128 195856,
158,451,3.0,19970206 014820,
159,451,4.0,19991215 171159,
160,451,4.0,20001120 054313,
161,451,1.0,19991216 163342,
162,451,3.0,20001121 124552,
163,451,4.0,20001120 103020,
164,451,5.0,19991023 200040,
165,63,3.0,19970206 005229,
166,63,0.5,20121029 210613,
167,63,4.0,19970122 174133,
168,63,3.5,20110503 083444,
169,63,4.0,20020316 222657,
170,63,2.0,20000801 012354,
171,687,3.0,19961019 174208,
172,687,3.0,19960624 185344,
173,577,3.0,20010111 021829,
174,577,1.0,20001121 205102,
175,2054,3.0,20000207 040154,
176,2054,2.0,20010816 051030,
177,2054,1.0,19991211 201110,
178,2054,2.0,20001121 012759,
179,2054,2.0,20001228 214451,
180,2054,3.0,19981007 125951,
181,2054,2.5,20080714 160916,
182,2054,2.5,20130424 193011,
183,2054,3.5,20091015 121151,
184,2054,2.5,20061119 055628,
185,2054,3.0,20090415 030816,
186,2054,4.0,20000220 011228,
187,2054,2.0,20000610 211449,
188,2054,3.0,20060203 202239,
189,2054,3.0,20130219 035255,
190,2054,2.0,19991228 201133,
191,2054,1.0,20060607 024340,
192,2054,1.0,20050419 103309,
193,2054,3.0,20120809 110358,
194,2054,3.0,20050322 081052,
195,2054,1.5,20120630 090421,
196,2054,3.0,19981003 020927,
197,2054,3.0,20011019 203607,
198,2054,2.0,20001128 130336,
199,2054,3.0,19980718 174857,
200,2054,2.5,20080810 215004,
201,2054,3.0,20160507 163355,
202,2054,1.0,20001002 201346,
203,2054,4.0,20000407 061957,
204,2054,3.0,20020118 020238,
205,2054,3.0,20000317 053837,
206,2054,3.0,20020908 232506,
207,2054,3.0,20110901 163754,
208,2054,3.0,20040114 181832,
209,2054,2.0,20000801 001101,
210,2054,4.0,20030307 213559,
211,2054,3.0,20110307 091820,
212,2054,2.0,20000418 182423,
213,2054,3.5,20040907 192941,
214,2054,3.5,20060616 195054,
215,2054,3.5,20060518 234151,
216,2054,3.0,20030207 211001,
217,2054,1.0,20060905 233203,
218,2054,3.0,20000504 230056,
219,2054,3.0,19991111 190519,
220,2054,3.0,19991004 113520,
221,2054,2.5,20060717 152004,
222,2054,0.5,20050402 183303,
223,2054,3.0,20050305 190634,
224,2054,3.5,20080705 052406,
225,2054,2.5,20110430 040628,
226,2054,4.0,20060127 170215,
227,2054,3.0,20021228 223045,
228,2054,3.0,20020302 004338,
229,2054,1.5,20160816 221112,
230,2054,3.0,20030415 204500,
231,2054,3.0,19991212 055807,
232,2054,2.5,20110128 062743,
233,2054,4.5,20100430 231725,
234,2054,1.0,20081210 215555,
235,2054,2.0,19991118 132508,
236,2054,4.0,19991216 164120,
237,2054,3.5,20090603 210219,
238,2054,4.0,20070228 210235,
239,2054,4.0,20001121 200740,
240,2054,3.5,20050322 070018,
241,2054,2.0,20061226 182821,
242,2054,1.0,20050724 010732,
243,2054,2.5,20100610 080751,
244,2054,3.0,20060131 105709,
245,2054,2.0,20010122 202435,
246,2054,3.5,20050608 162004,
247,2054,4.0,20020418 102355,
248,2054,3.5,20030520 084528,
249,2054,4.0,20000319 064847,
250,2054,3.0,20010619 001346,
251,755,2.0,19991101 121228,
252,8447,1.0,20040613 181849,
253,2086,5.0,20000207 040154,
254,2045,3.0,20030527 210711,
255,2045,3.0,20001210 035835,
256,2045,3.0,20000402 142128,
257,2045,4.0,19991216 183321,
258,2045,4.0,20001104 222033,
259,688,3.0,20001228 220111,
260,688,1.0,19960716 102441,
261,688,2.5,20040624 063010,
262,688,2.0,19981209 194744,
263,688,4.0,19961019 171613,
264,688,2.0,20010606 213430,
265,688,3.0,20010708 200347,
266,688,2.0,20001104 222644,
267,688,2.0,20020418 101702,
268,688,3.0,20000118 021040,
269,103,4.0,19960330 191230,
270,103,4.0,19970121 204107,
271,103,3.0,19980201 225129,
272,103,5.0,20001121 221346,
273,2074,4.0,20000603 171616,
274,27793,2.0,20091015 064401,
275,27793,1.5,20130907 220234,
276,568,3.0,19961116 162052,
277,568,4.0,19991008 221142,
278,414,3.0,20001117 212733,
279,414,3.0,20000318 065152,
280,414,3.0,19991012 092010,
281,414,1.5,20030827 201820,
282,414,2.0,20000504 225940,
283,414,2.0,20110128 045137,
284,414,3.0,19991216 171823,
285,1873,3.0,20060527 114258,
286,1873,5.0,19991213 215330,
287,1873,2.5,20150720 213533,
288,1873,4.0,20081129 053847,
289,1873,3.0,20121111 174839,
290,1873,3.5,20151119 164853,
291,1873,5.0,20000703 175554,
292,1873,5.0,19990726 235658,
293,1873,3.0,20061208 025822,
294,1873,3.0,20001120 094827,
295,1873,4.0,20000731 191258,
296,1873,3.0,20001119 041208,
297,1873,3.5,20160115 032746,
298,8839,2.5,20050322 084709,
299,8963,0.5,20060324 204736,
300,26564,0.5,20091117 064450,
301,26564,4.0,20070309 220542,
302,1572,4.5,20100625 013959,
303,1572,5.0,19990929 011440,
304,1572,3.0,20001121 213016,
305,8973,3.5,20050923 101948,
306,8973,4.0,20060526 195105,
307,8973,4.5,20090313 214743,
308,8973,3.5,20050504 012301,
309,8973,3.5,20120805 163622,
310,8973,4.0,20050102 015527,
311,8973,4.5,20150715 231438,
312,8973,4.0,20060128 200600,
313,1642,2.0,20000508 141648,
314,1642,3.0,20001210 041638,
315,1642,4.0,20001120 102457,
316,1642,0.5,20091202 035432,
317,281,3.0,19970206 013622,
318,281,4.0,19991213 195942,
319,281,4.0,20111107 043432,
320,281,5.0,19960525 211435,
321,281,3.0,20001225 145126,
322,281,5.0,20000603 193408,
323,281,1.5,20030827 201334,
324,281,5.0,19980201 232820,
325,281,3.0,20001210 034234,
326,281,4.5,20031231 020821,
327,281,5.0,19960612 170150,
328,281,5.0,19991008 002339,
329,281,3.0,19991204 230125,
330,281,3.0,20000803 155241,
331,281,4.0,19960414 084841,
332,281,4.0,19971114 152121,
333,281,3.5,20030517 114338,
334,281,4.0,19960817 131552,
335,3512,3.0,20010816 045846,
336,3512,5.0,20111107 033448,
337,3512,4.0,20001201 182402,
338,3512,4.0,20000516 211617,
339,3512,5.0,20000425 173351,
340,3512,5.0,20030307 210548,
341,3512,4.0,20040217 210634,
342,3512,4.0,20001201 021214,
343,3512,2.0,20010621 013522,
344,3512,3.0,20051122 215739,
345,3512,3.0,20010301 001057,
346,3512,3.5,20070205 052231,
347,3512,2.0,20110128 082816,
348,3512,3.0,20000805 174244,
349,3512,1.0,20051110 152122,
350,3512,5.0,20001205 185559,
351,3512,4.0,20000801 153729,
352,3512,3.0,20011217 063200,
353,3512,4.0,20150822 181003,
354,26258,4.5,20140427 030641,
355,26258,5.0,20110604 071758,
356,26258,5.0,20120805 151126,
357,26258,4.0,20150717 040326,
358,26258,1.5,20060826 213234,
359,76,3.0,19970215 114919,
360,76,3.0,19960519 163011,
361,76,4.0,19970122 173849,
362,76,3.5,20061111 043526,
363,76,3.0,19961120 214124,
364,76,3.0,20070704 030933,
365,76,2.0,19981003 020055,
366,76,3.0,19970121 203810,
367,76,3.5,20030926 223811,
368,76,4.0,19970519 141923,
369,76,3.0,19960729 084026,
370,76,5.0,19961223 125139,
371,76,3.0,19970303 161436,
372,76,4.0,20001120 102312,
373,76,3.0,19961009 175845,
374,2292,4.0,19991216 163508,
375,1909,3.0,20050211 150544,
376,1909,2.0,20030514 072019,
377,1909,3.0,20051110 225020,
378,1909,2.0,19981007 121955,
379,1909,3.5,20150724 034512,
380,1909,0.5,20090415 003027,
381,1909,4.0,20020316 222624,
382,1909,4.0,19990929 062336,
383,1909,3.0,20101215 083836,
384,1909,4.0,20000220 011037,
385,1909,1.5,20060203 165254,
386,1909,3.5,20030730 222656,
387,1909,3.0,20050517 055100,
388,1909,5.0,19981003 020000,
389,1909,5.0,20001128 163613,
390,1909,2.5,20050207 140430,
391,1909,2.0,20111120 175924,
392,1909,4.0,20000801 001026,
393,1909,5.0,20140115 113342,
394,1909,2.5,20050427 013256,
395,1909,2.0,19991008 161700,
396,1909,3.0,20051023 214800,
397,1909,3.0,20000201 012548,
398,1909,4.0,20080328 202057,
399,1909,3.0,19991230 052813,
400,1909,4.0,20000703 180956,
401,1909,5.0,19990727 222403,
402,1909,4.0,20010621 015412,
403,1909,2.0,20010130 131206,
404,1909,4.0,20021228 222534,
405,1909,3.0,20001210 052727,
406,1909,3.5,20050309 190643,
407,1909,2.0,20040808 095746,
408,1909,2.0,20030415 204126,
409,1909,2.5,20110128 065757,
410,1909,2.0,19980829 074823,
411,1909,3.0,20130601 073408,
412,1909,3.0,20020529 135545,
413,1909,4.5,20061229 215639,
414,1909,2.5,20090125 202327,
415,1909,4.0,20061205 040325,
416,1909,4.0,19991004 105416,
417,1909,4.0,19991023 193831,
418,1909,4.5,20050519 041324,
419,1909,2.5,20060128 194539,
420,1909,4.0,20060418 203332,
421,1909,3.5,20120808 142604,
422,8984,2.0,20061224 173714,
423,8984,3.0,20060526 195032,
424,8984,2.5,20091017 012017,
425,8984,2.0,20130414 121156,
426,8984,1.0,20050407 082230,
427,8984,3.0,20150727 175314,
428,8984,3.0,20080810 225425,
429,8984,4.0,20041214 004024,
430,8984,3.5,20050110 104256,
431,8984,4.0,20160416 161651,
432,8984,4.0,20130127 172510,
433,8984,3.0,20160508 220722,
434,8984,0.5,20150930 151105,
435,8984,2.0,20060628 161115,
436,8984,2.0,20060717 175550,
437,8984,3.5,20150927 224255,
438,8984,4.5,20050404 035827,
439,8984,4.0,20051122 214955,
440,8984,2.0,20121123 195919,
441,8984,2.0,20060702 034316,
442,8984,3.0,20160816 220253,
443,8984,2.5,20150306 121332,
444,8984,2.5,20151109 123532,
445,8984,4.5,20151106 172142,
446,8984,2.5,20140202 150627,
447,8984,4.0,20150701 225025,
448,8984,2.5,20051120 051239,
449,8984,4.0,20070301 162637,
450,8984,3.0,20090125 202118,
451,8984,3.5,20060224 123401,
452,8984,3.5,20060525 201422,
453,8984,3.5,20160818 124136,
454,8984,3.0,20150911 160440,
455,8984,1.5,20060806 124401,
456,4954,4.0,20011211 160337,
457,4954,2.5,20041017 203051,
458,4954,2.0,20111208 195010,
459,4954,3.0,20051006 211311,
460,4954,2.5,20050123 012207,
461,522,3.0,19970206 014141,
462,522,3.0,20091018 072732,
463,522,3.5,20040527 065058,
464,522,1.0,20060607 031849,
465,522,3.0,19961216 083609,
466,522,5.0,19980402 162557,
467,522,3.0,19990727 225406,
468,522,3.0,20010710 040716,
469,522,1.0,20000103 085033,
470,1024,3.0,19960826 131015,
471,1024,3.0,20030307 210955,
472,1024,3.0,19991111 182652,
473,1024,4.0,20001121 070854,
474,628,4.0,20060801 024444,
475,628,2.5,20040821 063846,
476,628,4.0,19970215 114547,
477,628,3.0,19970206 004959,
478,628,5.0,19991225 225023,
479,628,3.0,19970318 174830,
480,628,3.0,19970131 115742,
481,628,5.0,19970122 173445,
482,628,4.5,20110902 055753,
483,628,3.0,20081006 012442,
484,628,5.0,20030407 023911,
485,628,5.0,19981003 021409,
486,628,4.0,20081227 070515,
487,628,4.0,20031205 022938,
488,628,4.0,20000209 190851,
489,628,4.0,20040921 184251,
490,628,4.0,19970221 133754,
491,628,4.0,19961020 121931,
492,628,5.0,20050324 004025,
493,628,4.0,20000425 180302,
494,628,4.0,19961229 122611,
495,628,5.0,19970121 203634,
496,628,3.5,20060216 002741,
497,628,4.0,20050403 161208,
498,628,4.0,19991102 132321,
499,628,3.0,20141024 220046,
500,628,3.0,20040802 165123,
501,628,3.0,20000122 212842,
502,628,4.0,20000827 030056,
503,628,3.0,19970519 141434,
504,628,4.0,20000201 030813,
505,628,4.0,19970109 112338,
506,628,2.0,19970623 133519,
507,628,3.0,20000703 180553,
508,628,5.0,20060220 170628,
509,628,3.0,19980201 224413,
510,628,4.0,20001210 033949,
511,628,4.0,19970324 134003,
512,628,3.0,20040727 054752,
513,628,4.0,20030429 190737,
514,628,4.0,19961228 152027,
515,628,4.0,19991216 180711,
516,628,4.5,20080205 182041,
517,628,4.0,20001104 224126,
518,628,4.0,20010408 020032,
519,628,4.0,19970303 161222,
520,628,5.0,20001121 212504,
521,628,4.0,20060130 223439,
522,628,4.0,19961208 045957,
523,628,4.0,20150814 202928,
524,11,2.5,20040820 185941,
525,11,3.0,19970206 013253,
526,11,3.5,20061221 190930,
527,11,4.0,20000117 203456,
528,11,5.0,19981007 122425,
529,11,5.0,20000616 035920,
530,11,2.5,20060411 114405,
531,11,3.5,20040312 133049,
532,11,3.5,20090809 085701,
533,11,1.0,19961116 154826,
534,11,3.5,20090415 030343,
535,11,4.0,19961120 213823,
536,11,3.5,20110510 020236,
537,11,4.0,20020701 204316,
538,11,3.5,20041115 154637,
539,11,5.0,19960815 091642,
540,11,4.0,20041010 182004,
541,11,4.0,19960525 210905,
542,11,4.0,20100328 001920,
543,11,4.0,19960717 185419,
544,11,5.0,19961019 165606,
545,11,4.0,20001117 212520,
546,11,4.0,20000407 065905,
547,11,3.5,20050323 060928,
548,11,4.0,20010606 200807,
549,11,5.0,20000425 171637,
550,11,4.0,20000318 064220,
551,11,4.0,19960808 000102,
552,11,3.5,20110901 163558,
553,11,3.0,19980912 065407,
554,11,4.5,20060216 003557,
555,11,3.0,20030324 201141,
556,11,4.0,19991012 085559,
557,11,5.0,19980622 144355,
558,11,3.0,20000602 081714,
559,11,4.0,19960614 134144,
560,11,5.0,19961023 092056,
561,11,3.0,20000504 222852,
562,11,2.0,20000201 011530,
563,11,5.0,20130621 000615,
564,11,4.0,19960706 185519,
565,11,4.0,20001125 085438,
566,11,5.0,19970623 142405,
567,11,3.0,19960805 140255,
568,11,4.5,20160511 062628,
569,11,4.0,19960830 231329,
570,11,5.0,19960619 074527,
571,11,1.5,20141207 053929,
572,11,3.0,19960519 080400,
573,11,4.0,20001210 034507,
574,11,1.5,20040727 055946,
575,11,3.0,20030409 213903,
576,11,2.0,20110128 062638,
577,11,3.0,19991204 153715,
578,11,4.0,19960523 072747,
579,11,3.0,19991024 203048,
580,11,4.0,20000402 142128,
581,11,4.0,19960710 165606,
582,11,3.0,19961003 205814,
583,11,3.0,20040922 235636,
584,11,4.0,19960412 233244,
585,11,5.0,19961027 210106,
586,11,5.0,19991216 164756,
587,11,3.0,20001104 214942,
588,11,3.0,19960729 090647,
589,11,3.0,19971114 102304,
590,11,3.0,20141209 183229,
591,11,3.0,19970303 162936,
592,11,4.0,19991123 161919,
593,11,4.0,20061229 214912,
594,11,3.0,20001121 190252,
595,11,5.0,20000731 183327,
596,11,3.0,20020201 200346,
597,11,4.0,19991023 194535,
598,11,4.0,20011217 064427,
599,11,3.0,19960910 122845,
600,11,3.0,20010122 144546,
601,11,4.0,19960518 201709,
602,11,4.0,19960613 033249,
603,11,5.0,19961009 175336,
604,11,4.5,20060418 202637,
605,11,3.0,19961106 091001,
606,3036,4.0,20110203 105004,
607,3036,5.0,19991230 024006,
608,3036,2.0,20000213 065606,
609,3036,5.0,20001120 102949,
610,8986,4.0,20050126 011702,
611,1945,4.0,20010816 051554,
612,1945,4.5,20060526 193842,
613,1945,5.0,19991003 093322,
614,1945,4.0,19991213 194312,
615,1945,4.0,20000110 155418,
616,1945,5.0,20000509 173519,
617,1945,4.5,20050304 205420,
618,1945,5.0,20000425 175612,
619,1945,3.5,20120526 043801,
620,1945,5.0,20000603 190659,
621,1945,4.5,20160802 193653,
622,1945,4.0,20040216 220950,
623,1945,5.0,20000505 134712,
624,1945,5.0,20011112 015129,
625,1945,5.0,20001119 214758,
626,1945,5.0,20061208 030255,
627,1945,5.0,19991101 114921,
628,1945,4.0,20031102 001935,
629,1945,3.5,20110128 060031,
630,1945,3.5,20120622 224817,
631,1945,4.0,20050820 154937,
632,1945,4.0,20000803 152338,
633,1945,5.0,20001121 033043,
634,1945,5.0,20000805 143310,
635,1945,4.0,20020201 212425,
636,1945,4.0,20060813 161608,
637,1945,5.0,20001127 224216,
638,1945,4.0,20050320 163648,
639,1945,5.0,20000108 005000,
640,241,3.0,19960617 084208,
641,241,1.0,20000628 055108,
642,241,5.0,19960414 084840,
643,241,5.0,20001121 205820,
644,527,4.0,19960621 111531,
645,527,3.0,20110228 030848,
646,527,5.0,20060801 024250,
647,527,5.0,19990929 181403,
648,527,4.0,20120310 120141,
649,527,4.0,20010816 044719,
650,527,4.0,20070505 113521,
651,527,4.0,20050923 095714,
652,527,4.0,19970206 011118,
653,527,2.5,20081015 035734,
654,527,5.0,19970121 113320,
655,527,3.5,20060527 112342,
656,527,5.0,19991004 231642,
657,527,5.0,19991213 214734,
658,527,5.0,20100511 015649,
659,527,4.0,20001109 050730,
660,527,5.0,19961103 213501,
661,527,4.5,20140214 070524,
662,527,4.5,20160907 142351,
663,527,5.0,20001120 214504,
664,527,4.5,20110517 035933,
665,527,4.0,19961108 002436,
666,527,4.0,20160627 044900,
667,527,5.0,19981007 121329,
668,527,4.5,20060411 115314,
669,527,3.5,20071111 004027,
670,527,5.0,20130424 191414,
671,527,4.0,20160427 173534,
672,527,5.0,20091018 054007,
673,527,5.0,19991115 223504,
674,527,4.0,20060322 173127,
675,527,2.0,19960716 084727,
676,527,5.0,19961116 154729,
677,527,4.0,20090415 005250,
678,527,5.0,20151129 115539,
679,527,4.0,19961120 213639,
680,527,5.0,20101208 034157,
681,527,3.5,20081006 013317,
682,527,1.5,20160411 023838,
683,527,4.0,19990929 060134,
684,527,4.5,20101215 083957,
685,527,4.0,20000424 154130,
686,527,5.0,20151102 193704,
687,527,4.0,19960815 091559,
688,527,4.0,20041010 173540,
689,527,3.5,20111107 035717,
690,527,5.0,20000210 034326,
691,527,5.0,19990518 193046,
692,527,5.0,19960525 212035,
693,527,3.0,19960522 135502,
694,527,5.0,20060517 102950,
695,527,5.0,20030407 023643,
696,527,5.0,20000803 184215,
697,527,4.0,20060203 201855,
698,527,4.0,20150824 011812,
699,527,3.5,20060607 033255,
700,527,4.0,19960715 183602,
701,527,4.5,20140712 220615,
702,527,5.0,19961106 161423,
703,527,5.0,19991123 095724,
704,527,3.0,20101206 013441,
705,527,4.5,20070704 031532,
706,527,3.0,20001115 023143,
707,527,5.0,20110103 195323,
708,527,4.0,20050629 180454,
709,527,5.0,20090210 010844,
710,527,4.0,19960921 072724,
711,527,4.0,19991217 160148,
712,527,4.0,20010225 102420,
713,527,4.0,19960531 064532,
714,527,5.0,20011019 204202,
715,527,5.0,19960826 124811,
716,527,5.0,19960925 064546,
717,527,5.0,20001010 223727,
718,527,5.0,19961115 225303,
719,527,4.0,20001225 061750,
720,527,4.5,20140624 130650,
721,527,4.5,20150726 180127,
722,527,4.0,20050310 234345,
723,527,5.0,20160416 130226,
724,527,5.0,20080810 202304,
725,527,5.0,20010101 204610,
726,527,4.0,19970409 043347,
727,527,4.0,20001117 152049,
728,527,5.0,20010219 160048,
729,527,4.0,20000407 053023,
730,527,2.5,20050405 070557,
731,527,3.5,20050304 203548,
732,527,3.0,20160330 191548,
733,527,4.5,20041028 055951,
734,527,5.0,20000425 172341,
735,527,3.5,20040903 145846,
736,527,5.0,20151122 070323,
737,527,5.0,20020118 015126,
738,527,5.0,20000316 064819,
739,527,5.0,20020908 234206,
740,527,5.0,20160728 091408,
741,527,3.0,20150610 011419,
742,527,5.0,20010720 213147,
743,527,4.0,20000603 182301,
744,527,5.0,19960819 105811,
745,527,5.0,20110901 162129,
746,527,5.0,19960724 180736,
747,527,5.0,20050416 205135,
748,527,5.0,20050322 123008,
749,527,5.0,20050426 141828,
750,527,5.0,20000801 012506,
751,527,5.0,19961021 014559,
752,527,5.0,20060216 005107,
753,527,4.0,20040423 204128,
754,527,4.5,20041111 001032,
755,527,4.0,20110306 212642,
756,527,0.5,20121111 175845,
757,527,5.0,19991012 093431,
758,527,4.5,20080425 122022,
759,527,4.5,20050727 180434,
760,527,5.0,19980622 144355,
761,527,5.0,20000602 080446,
762,527,5.0,20041121 103301,
763,527,4.0,20150219 172016,
764,527,4.5,20060616 195511,
765,527,3.0,20151230 235356,
766,527,5.0,20000122 213924,
767,527,4.5,20111208 194603,
768,527,5.0,20150902 123307,
769,527,5.0,20010722 183616,
770,527,5.0,19960902 092844,
771,527,5.0,20151104 185137,
772,527,5.0,19991213 221629,
773,527,4.0,19961216 091147,
774,527,4.5,20050128 215301,
775,527,1.0,20060924 201348,
776,527,4.5,20160515 183445,
777,527,5.0,19961023 092003,
778,527,4.0,20051023 215539,
779,527,5.0,20000505 140043,
780,527,4.0,20120609 074326,
781,527,5.0,19991002 185353,
782,527,5.0,19961108 150632,
783,527,4.0,20040930 023653,
784,527,4.0,19991003 193239,
785,527,5.0,20001117 021510,
786,527,4.0,20150926 182208,
787,527,4.5,20130903 034602,
788,527,3.0,20060721 165953,
789,527,4.0,19960706 185707,
790,527,5.0,20030307 085850,
791,527,3.0,20001119 213612,
792,527,5.0,19991229 232449,
793,527,5.0,19980402 161242,
794,527,0.5,20110212 154034,
795,527,4.0,19960816 142053,
796,527,4.0,20000703 173324,
797,527,0.5,20150611 212538,
798,527,5.0,19991211 165010,
799,527,4.5,20050305 192125,
800,527,5.0,20050403 141423,
801,527,4.5,20110711 091614,
802,527,4.5,20061208 030212,
803,527,5.0,20141207 053601,
804,527,4.0,19980201 233455,
805,527,4.0,19980402 091046,
806,527,4.5,20160830 095421,
807,527,3.0,20021228 220803,
808,527,4.5,20081129 002727,
809,527,4.5,20151205 210054,
810,527,4.0,20030319 160455,
811,527,4.0,20130404 224751,
812,527,4.0,20040808 094714,
813,527,5.0,20030409 184008,
814,527,5.0,19991214 024229,
815,527,4.0,20090414 212931,
816,527,3.0,19991012 012928,
817,527,3.5,20150715 225646,
818,527,5.0,19960523 075937,
819,527,5.0,20120720 013108,
820,527,5.0,19961027 024800,
821,527,5.0,19991012 224817,
822,527,4.0,20150523 073733,
823,527,4.0,20120622 223957,
824,527,5.0,19961003 205706,
825,527,5.0,19991007 234543,
826,527,2.0,19991204 225625,
827,527,5.0,19960926 210536,
828,527,5.0,19961007 111942,
829,527,5.0,19961027 210026,
830,527,2.0,20160722 100649,
831,527,5.0,20060310 213114,
832,527,4.5,20130601 073750,
833,527,3.0,20140202 131405,
834,527,5.0,20000604 024423,
835,527,5.0,19980228 000625,
836,527,5.0,19971114 101323,
837,527,4.0,20000301 163809,
838,527,4.5,20150701 212939,
839,527,5.0,20001121 123137,
840,527,5.0,19991123 155229,
841,527,3.0,19960921 161743,
842,527,5.0,20020203 153118,
843,527,4.0,19960909 154235,
844,527,5.0,19980101 174813,
845,527,4.5,20160115 091443,
846,527,4.0,20070301 074020,
847,527,4.0,20061229 214532,
848,527,3.0,20140524 214233,
849,527,4.0,20001120 090525,
850,527,2.5,20161006 194741,
851,527,4.0,20150709 181152,
852,527,5.0,19991231 050621,
