,name,id,movieId
1,Twentieth Century Fox Film Corporation,306,788.0
1,Thin Man Films,10100,21450.0
1,Columbia Pictures Corporation,441,11231.0
1,Regency Enterprises,508,41588.0
1,Columbia Pictures Corporation,441,10447.0
1,Columbia Pictures,5,31586.0
1,Mikado Film,11912,9300.0
1,Malpaso Productions,171,9559.0
1,TriStar Pictures,559,9800.0
1,New South Wales Film & Television Office,418,713.0
1,Columbia Pictures,5,8291.0
1,Touchstone Pictures,9195,18133.0
1,Hollywood Pictures,915,25557.0
1,Universal Pictures,33,22588.0
1,Touchstone Pictures,9195,10872.0
1,Columbia Pictures,5,1245.0
1,Cinergi Pictures Entertainment,1504,11858.0
1,Twentieth Century Fox Film Corporation,306,7007.0
1,Columbia Pictures,5,10467.0
1,Orion Pictures,41,5550.0
1,Gaumont,9,8005.0
1,Working Title Films,10163,2088.0
1,The Australian Film Commission,5186,10412.0
1,Ruby in Paradise,75712,47889.0
1,TriStar Pictures,559,14534.0
1,David V. Picker Productions,14374,56583.0
1,Universal Pictures,33,424.0
1,Twentieth Century Fox Film Corporation,306,35233.0
1,Mirage Enterprises,932,14291.0
1,Regency Enterprises,508,103413.0
1,American Zoetrope,70,11236.0
1,Savoy Pictures,11308,11592.0
1,Universal Pictures,33,8850.0
1,Shadowlands Productions,5553,10445.0
1,Fine Line Features,8,695.0
1,Touchstone Pictures,9195,43535.0
1,Miramax Films,14,12519.0
1,Metro-Goldwyn-Mayer (MGM),8411,23210.0
1,TriStar Pictures,559,858.0
1,Paramount Pictures,4,867.0
1,Shaw Brothers,5798,78.0
1,Hollywood Pictures,915,13203.0
1,TriStar Pictures,559,10442.0
1,Columbia Pictures Industries,5848,11074.0
1,Hollywood Pictures,915,9607.0
1,New Line Cinema,12,17585.0
1,Hollywood Pictures,915,9057.0
1,Rhombus Media,164,20967.0
1,TriStar Pictures,559,10635.0
1,Tim Burton Productions,8601,9479.0
1,Walt Disney Pictures,2,10057.0
1,Hollywood Pictures,915,11969.0
1,Warner Bros.,6194,41590.0
1,Davis-Films,342,319.0
1,Twentieth Century Fox Film Corporation,306,15139.0
1,Téléfilm Canada,806,161158.0
1,Republic Pictures (II),10348,85247.0
1,Renn Productions,82,51980.0
1,Warner Bros.,6194,24405.0
1,CNCAIMC,6566,11655.0
1,Fine Line Features,8,11800.0
1,Channel 4 Television,5778,14587.0
1,Columbia Pictures,5,31504.0
1,Fine Line Features,8,17600.0
1,Universal Pictures,33,10897.0
1,Paramount Pictures,4,21352.0
1,TriStar Pictures,559,37345.0
1,Sony Pictures Classics,58,32562.0
1,Oscar Kramer S.A.,37352,124304.0
1,Paramount Pictures,4,9066.0
1,Twentieth Century Fox Film Corporation,306,771.0
1,Paramount Pictures,4,251.0
1,Walt Disney Pictures,2,812.0
1,Lightstorm Entertainment,574,280.0
1,Tig Productions,335,581.0
1,Shapiro-Glickenhaus Entertainment,16636,80350.0
1,PolyGram Filmed Entertainment,1382,268.0
1,Orion Pictures,41,274.0
1,Walt Disney Productions,3166,408.0
1,Walt Disney Pictures,2,10020.0
1,RKO Radio Pictures,6,10895.0
1,Touchstone Pictures,9195,114.0
1,Warner Brothers/Seven Arts,4051,576.0
1,Trimark Pictures,4063,15477.0
1,Long Shong Pictures,5551,59146.0
1,Twentieth Century Fox Film Corporation,306,30528.0
1,Twentieth Century Fox Film Corporation,306,7300.0
1,Propaganda Films,278,10824.0
1,BBC,5996,261246.0
1,PolyGram Filmed Entertainment,1382,275.0
1,Walt Disney Pictures,2,25059.0
1,Canadian Film Development Corporation (CFDC),4952,11827.0
1,Miramax Films,14,8766.0
1,Miramax Films,14,23570.0
1,Miramax Films,14,47333.0
1,Walt Disney Productions,3166,10112.0
1,PolyGram Filmed Entertainment,1382,46029.0
1,Universal Pictures,33,32308.0
1,Cinétéléfilms,71842,44281.0
1,New Line Cinema,12,28121.0
1,Columbia Pictures Corporation,441,12520.0
1,Paramount Pictures,4,1592.0
1,Metro-Goldwyn-Mayer (MGM),8411,19042.0
1,Road Movies Filmproduktion GmbH,45,38884.0
1,Davis Entertainment,1302,47449.0
1,New Line Cinema,12,36259.0
1,United Artists,60,41852.0
1,Imagine Entertainment,23,9099.0
1,Granada Film Productions,247,2021.0
1,Fox Searchlight Pictures,43,61752.0
1,Marvin Worth Productions,976,10988.0
1,Twentieth Century Fox Film Corporation,306,10684.0
1,Paramount Pictures,4,954.0
1,Trilogy Entertainment Group,2231,18989.0
1,Universal Pictures,33,8840.0
1,Hollywood Pictures,915,11107.0
1,Distant Horizons,1066,16417.0
1,Granada Film Productions,247,161070.0
1,Walt Disney Pictures,2,10539.0
1,Imagine Entertainment,23,10543.0
1,Paramount Pictures,4,18414.0
1,New Line Cinema,12,47502.0
1,FM Entertainment International N.V.,10354,25087.0
1,Universal Pictures,33,3065.0
1,Warner Bros. Family Entertainment,3592,2300.0
1,Paramount Pictures,4,8069.0
1,Libra Pictures,4106,288173.0
1,Castle Rock Entertainment,97,221917.0
1,Mike Lobell Productions,52599,83857.0
1,Opala Productions,5270,33245.0
1,Walt Disney Pictures,2,27281.0
1,TriStar Pictures,559,40001.0
1,Van Peebles Films,8331,29621.0
1,Live Entertainment,285,20762.0
1,Dan Films,1854,48260.0
1,Fine Line Features,8,12656.0
1,New Line Cinema,12,38867.0
1,New Line Cinema,12,25969.0
1,Maurice McEndree Productions,452,753.0
1,PolyGram Filmed Entertainment,1382,43634.0
1,Universal Pictures,33,9103.0
1,Jersey Films,216,29649.0
1,Metro-Goldwyn-Mayer (MGM),8411,10990.0
1,Twentieth Century Fox Film Corporation,306,8866.0
1,Walt Disney Pictures,2,12233.0
1,Caravan Pictures,175,23449.0
1,Universal Pictures,33,36355.0
1,Distant Horizons,1066,37667.0
1,Miramax Films,14,90148.0
1,JVC Entertainment,182,922.0
1,France 2 Cinéma,83,11876.0
1,Centaur Pictures Inc.,17777,52633.0
1,Columbia Pictures Corporation,441,9304.0
1,Wood-Thomas Pictures,33624,73183.0
1,Columbia Pictures,5,9100.0
1,Twentieth Century Fox Film Corporation,306,20759.0
1,Touchstone Pictures,9195,46063.0
1,Pandora Filmproduktion,254,40651.0
1,New Line Cinema,12,36915.0
1,Hollywood Pictures,915,9802.0
1,The Rank Organisation,364,25697.0
1,Universal Pictures,33,664.0
1,Propaganda Films,278,11867.0
1,Paramount Pictures,4,10280.0
1,Hollywood Pictures,915,10535.0
1,Renegade Films,19262,124613.0
1,Aardman Animations,297,532.0
1,Enterprise Productions,3333,26744.0
1,New Line Cinema,12,16299.0
1,Live Entertainment,285,10547.0
1,Metro-Goldwyn-Mayer (MGM),8411,245268.0
1,Hawk Films,88,935.0
1,the Canadian Council,6697,55613.0
1,Miramax Films,14,41007.0
1,Universal Pictures,33,35645.0
1,Metro-Goldwyn-Mayer (MGM),8411,110465.0
1,Paramount Pictures,4,9826.0
1,Columbia Pictures,5,9879.0
1,Available Light Productions,4125,22621.0
1,American Zoetrope,70,7095.0
1,Playhouse International Pictures,2492,26890.0
1,Fine Line Features,8,46732.0
1,Independent Television Service,1152,87190.0
1,Miramax Films,14,627.0
1,Paramount Pictures,4,32872.0
1,Twentieth Century Fox Film Corporation,306,602.0
1,Fox Searchlight Pictures,43,14553.0
1,TriStar Pictures,559,9566.0
1,Walt Disney Pictures,2,10545.0
1,Columbia Pictures Corporation,441,9894.0
1,Motion Picture Corporation of America,2090,11543.0
1,Kopelson Entertainment,824,9268.0
1,Imagine Entertainment,23,9327.0
1,Initial Productions,231,44535.0
1,Universal Pictures,33,11228.0
1,WingNut Films,11,10779.0
1,Castle Rock Entertainment,97,26748.0
1,Paramount Pictures,4,38223.0
1,Touchstone Pictures,9195,9294.0
1,Channel Four Films,181,49963.0
1,Fox Searchlight Pictures,43,11363.0
1,Regency Enterprises,508,1645.0
1,Channel Four Films,181,31546.0
1,Castle Rock Entertainment,97,36344.0
1,Metro-Goldwyn-Mayer (MGM),8411,18550.0
1,Touchstone Pictures,9195,11511.0
1,United Artists,60,34170.0
1,British Broadcasting Corporation (BBC),3324,124645.0
1,Paramount Pictures,4,12606.0
1,New Line Cinema,12,18975.0
1,Scott Rudin Productions,258,2925.0
1,Killer Films,1422,28628.0
1,Touchstone Pictures,9195,3595.0
1,TriStar Pictures,559,9308.0
1,Orion Pictures,41,92381.0
1,Rysher Entertainment,11661,18555.0
1,Twentieth Century Fox Film Corporation,306,12123.0
1,Jersey Films,216,10830.0
1,Miramax Films,14,3573.0
1,Miramax Films,14,10546.0
1,Metro-Goldwyn-Mayer (MGM),8411,18862.0
1,Universal Pictures,33,9431.0
1,Zeta Entertainment,5333,144982.0
1,Castle Rock Entertainment,97,47907.0
1,Paramount Pictures,4,10061.0
1,Miramax,53009,549.0
1,Regency Enterprises,508,10478.0
1,Vertigo Productions,2756,66634.0
1,Paramount Pictures,4,238.0
1,Pope Productions,2974,88224.0
1,Dino De Laurentiis Company,10308,9303.0
1,Regency Enterprises,508,23945.0
1,Australian Film Finance Corporation (AFFC),8724,37820.0
1,Fine Line Features,8,22479.0
1,Caravan Pictures,175,9054.0
1,Ixtlan Productions,525,59569.0
1,Paramount Pictures,4,11015.0
1,New Line Cinema,12,9306.0
1,Walt Disney Pictures,2,12559.0
1,Universal Pictures,33,58770.0
1,Regency Enterprises,508,3587.0
1,Universal Pictures,33,10723.0
1,Kanzaman,4169,56077.0
1,Universal Cartoon Studios,4285,19004.0
1,Miramax Films,14,10987.0
1,Fine Line Features,8,44705.0
1,Fine Line Features,8,20318.0
1,Paramount Pictures,4,27854.0
1,Metro-Goldwyn-Mayer (MGM),8411,981.0
1,Metro-Goldwyn-Mayer (MGM),8411,872.0
1,Paramount Pictures,4,13320.0
1,Paramount Pictures,4,164.0
1,Paramount Pictures,4,426.0
1,Paramount Pictures,4,567.0
1,Columbia Pictures Corporation,441,3078.0
1,Metro-Goldwyn-Mayer (MGM),8411,13528.0
1,RKO Radio Pictures,6,28288.0
1,Metro-Goldwyn-Mayer (MGM),8411,213.0
1,United Artists,60,284.0
1,The Mirisch Corporation,219,239.0
1,Universal Pictures,33,4808.0
1,Warner Bros.,6194,289.0
1,Warner Bros.,6194,963.0
1,Warner Bros.,6194,11113.0
1,Paramount Pictures,4,6620.0
1,Paramount Pictures,4,804.0
1,Twentieth Century Fox Film Corporation,306,26531.0
1,Selznick International Pictures,1553,770.0
1,Brooksfilms,5612,31044.0
1,Paramount Pictures,4,599.0
1,RKO Radio Pictures,6,15.0
1,Stanley Kubrick Productions,385,62.0
1,Paramount Pictures,4,121357.0
1,Twentieth Century Fox Film Corporation,306,705.0
1,Metro-Goldwyn-Mayer (MGM),8411,22490.0
1,Selznick International Pictures,1553,223.0
1,United Artists,60,25670.0
1,RKO Radio Pictures,6,303.0
1,Selznick International Pictures,1553,4174.0
1,Twentieth Century Fox Film Corporation,306,8356.0
1,Paramount Pictures,4,381.0
1,Metro-Goldwyn-Mayer (MGM),8411,20758.0
1,Metro-Goldwyn-Mayer (MGM),8411,29376.0
1,Metro-Goldwyn-Mayer (MGM),8411,1859.0
1,Allied Artists Pictures,4928,18299.0
1,Metro-Goldwyn-Mayer (MGM),8411,17281.0
1,Warner Bros.,6194,10907.0
1,Twentieth Century Fox Film Corporation,306,32093.0
1,Twentieth Century Fox Film Corporation,306,1939.0
1,Twentieth Century Fox Film Corporation,306,22292.0
1,Columbia Pictures Corporation,441,3598.0
1,RKO Radio Pictures,6,3080.0
1,United Artists,60,198.0
1,Universal Pictures,33,13562.0
1,Warner Bros.,6194,1712.0
1,Warner Bros.,6194,220.0
1,Metro-Goldwyn-Mayer (MGM),8411,3529.0
1,Columbia Pictures,5,3085.0
1,Michael Todd Company,1258,2897.0
1,RKO Radio Pictures,6,1585.0
1,Columbia Pictures,5,3083.0
1,RKO Radio Pictures,6,900.0
