,name,id,movieId
1,Canal+,5358,9382.0
1,New Regency Pictures,10104,9382.0
1,Hera Productions,16192,9382.0
1,Universal Pictures,33,6715.0
1,Island World,1595,6715.0
1,Full Moon Entertainment,4867,18256.0
1,The Rank Organisation,364,22625.0
1,Bórd Scannán na hÉireann,1898,22625.0
1,Lantana,4127,22625.0
1,Price Entertainment,23808,22625.0
1,Miramax Films,14,2292.0
1,View Askew Productions,16934,2292.0
1,New Line Cinema,12,1909.0
1,American Zoetrope,70,1909.0
1,Warner Bros.,6194,8984.0
1,Baltimore Pictures,11407,8984.0
1,Keystone Pictures,15709,61813.0
1,Dream Man Productions Inc,52095,61813.0
1,Paramount Pictures,4,4954.0
1,Fine Line Features,8,10531.0
1,Channel Four Films,181,10531.0
1,Capitol Films,826,10531.0
1,TF1 Films Production,3823,10531.0
1,Canal+,5358,10531.0
1,Flach Film,8277,10531.0
1,Castle Rock Entertainment,97,11929.0
1,Columbia Pictures Corporation,441,11929.0
1,New Line Cinema,12,8467.0
1,Motion Picture Corporation of America (MPCA),11061,8467.0
1,Miramax Films,14,20156.0
1,Alliance Entertainment,10166,20156.0
1,Ego Film Arts,12800,20156.0
1,Savoy Pictures,11308,18395.0
1,Touchstone Pictures,9195,522.0
1,Twentieth Century Fox Film Corporation,306,397.0
1,PolyGram Filmed Entertainment,1382,397.0
1,Working Title Films,10163,397.0
1,Prufrock Pictures,34207,397.0
1,Columbia Pictures,5,10525.0
1,Castle Rock Entertainment,97,10525.0
1,Twentieth Century Fox Film Corporation,306,27985.0
1,Walt Disney Pictures,2,15789.0
1,TriStar Pictures,559,27303.0
1,Metro-Goldwyn-Mayer,21,21183.0
1,Miramax Films,14,72031.0
1,Fine Line Features,8,14275.0
1,Kartemquin Films,13042,14275.0
1,WingNut Films,11,1024.0
1,Miramax Films,14,1024.0
1,New Zealand Film Commission,294,1024.0
1,Fontana Productions,2306,1024.0
1,Caravan Pictures,175,17207.0
1,Hollywood Pictures,915,17207.0
1,Columbia Pictures,5,13701.0
1,Majestic Films International,2630,13701.0
1,Icon Entertainment International,4564,13701.0
1,Walt Disney Pictures,2,14819.0
1,Caravan Pictures,175,14819.0
1,Universal Pictures,33,32631.0
1,Bregman/Baer Productions,11393,32631.0
1,Paramount Pictures,4,11777.0
1,Geffen Pictures,360,628.0
1,Merchant Ivory Productions,2370,87729.0
1,Touchstone Pictures,9195,87729.0
1,Caravan Pictures,175,18713.0
1,Touchstone Pictures,9195,18713.0
1,Universal Pictures,33,6280.0
1,Northern Lights Entertainment,8816,6280.0
1,Fountainbridge Films,414,9061.0
1,Warner Bros.,6194,9061.0
1,Lee Rich Productions,36854,9061.0
1,Walt Disney Pictures,2,37108.0
1,Trimark Pictures,4063,37108.0
1,Twentieth Century Fox Film Corporation,306,6071.0
1,Lucasfilm,1,11.0
1,Twentieth Century Fox Film Corporation,306,11.0
1,Columbia Pictures,5,9587.0
1,Warner Bros.,6194,19101.0
1,Channel Four Films,181,49980.0
1,Parallax Pictures,983,49980.0
1,Bedford Falls Productions,348,4476.0
1,TriStar Pictures,559,4476.0
1,Pangaea,1656,4476.0
1,Universal Pictures,33,11008.0
1,Fine Line Features,8,47504.0
1,New Line Cinema,12,47504.0
1,Live Entertainment,285,47504.0
1,Channel Four Films,181,32325.0
1,Cineville,2832,32325.0
1,Home Box Office (HBO),3268,32325.0
1,Showcase Entertaiment Inc.,36836,32325.0
1,Warner Bros.,6194,43742.0
1,Paramount Pictures,4,28313.0
1,Channel Four Films,181,11318.0
1,Samuel Goldwyn Company,798,11318.0
1,Close Call Films,23022,11318.0
1,American Zoetrope,70,3036.0
1,TriStar Pictures,559,3036.0
1,Walt Disney Pictures,2,40490.0
1,TriStar Pictures,559,24070.0
1,Paramount Pictures,4,8986.0
1,The Kennedy/Marshall Company,862,8986.0
1,Twentieth Century Fox Film Corporation,306,10510.0
1,Hollywood Pictures,915,17402.0
1,American Zoetrope,70,38722.0
1,American Playhouse,3906,38722.0
1,Majestic Films International,20928,38722.0
1,Newcomb Productions,89873,38722.0
1,Wolper Organization,2428,8438.0
1,Warner Bros.,6194,8438.0
1,Paramount Pictures,4,11593.0
1,Capella International,594,11593.0
1,Cinehaus,761,11593.0
1,Twentieth Century Fox Film Corporation,306,1945.0
1,Egg Pictures,802,1945.0
1,PolyGram Filmed Entertainment,1382,1945.0
1,40 Acres & A Mule Filmworks,4319,39310.0
1,TOEI,7260,109560.0
1,Distant Justice Joint Venture,42935,109560.0
1,Metrodome Films,11139,56428.0
1,Filmwerks,7954,63105.0
1,Imperial Entertainment,21437,63105.0
1,Triumph Films,23098,131957.0
1,Regency Enterprises,508,241.0
1,Alcor Films,644,241.0
1,Ixtlan,4198,241.0
1,Warner Bros.,6194,241.0
1,New Regency Pictures,10104,241.0
1,J D Productions,68551,241.0
1,TriStar Pictures,559,9058.0
1,Avalon Studios,293,527.0
1,New Zealand Film Commission,294,527.0
1,New Zealand On Air,295,527.0
1,New Line Cinema,12,18220.0
1,CineTel Pictures,17067,18220.0
1,MG Entertainment,17068,18220.0
1,Kopelson Entertainment,824,6950.0
1,Punch Productions,2154,6950.0
1,Warner Bros.,6194,6950.0
1,Arnold Kopelson Productions,16775,6950.0
1,"Samuel Goldwyn Company, The",28205,63020.0
1,Hollywood Pictures,915,2307.0
1,Miramax Films,14,680.0
1,A Band Apart,59,680.0
1,Jersey Films,216,680.0
1,Polygram Filmed Entertainment,31080,41478.0
1,Gramercy Pictures (I),31715,41478.0
1,MVP Films,37580,41478.0
1,BBC Films,288,40156.0
1,PolyGram Filmed Entertainment,1382,40156.0
1,Miramax,53009,40156.0
1,Wildwood Enterprises,316,11450.0
1,Hollywood Pictures,915,11450.0
1,Baltimore Pictures,11407,11450.0
1,Cecile Company,84839,30304.0
1,Thousand Cranes Filmworks,84840,30304.0
1,TriStar Pictures,559,12106.0
1,Miramax Films,14,3586.0
1,Allegro Films,4899,92769.0
1,Norstar Entertainment,16953,92769.0
1,west wind entertainment,24946,92769.0
1,Paramount Pictures,4,28033.0
1,Rich Animation Studios,4108,22586.0
1,Jones Entertainment Group,29272,14334.0
1,Skerry Productions,29273,14334.0
1,Jerry Weintraub Productions,2596,2636.0
1,Warner Bros.,6194,2636.0
1,Iguana Producciones,11134,2636.0
1,Centropolis Entertainment,347,2164.0
1,StudioCanal,694,2164.0
1,Carolco Entertainment,10320,2164.0
1,Walt Disney Pictures,2,11395.0
1,Hollywood Pictures,915,11395.0
1,Castle Rock Entertainment,97,278.0
1,Warner Bros.,6194,278.0
1,Channel Four Films,181,9905.0
1,Figment Films,359,9905.0
1,The Glasgow Film Fund,980,9905.0
1,PolyGram Filmed Entertainment,1382,9905.0
1,Kino Korsakoff,78701,87078.0
1,Cineville,2832,20306.0
1,Trimark Pictures,4063,20306.0
1,Samuel Goldwyn Company,798,36614.0
1,New Line Cinema,12,27993.0
1,1992 Number Four Limited Partnership,4733,27993.0
1,MHA,4734,27993.0
1,Trilogy Entertainment Group,2231,9067.0
1,Universal Pictures,33,9059.0
1,Tales From The Crypt Holdings,69626,9059.0
1,Paramount Pictures,4,193.0
1,40 Acres & A Mule Filmworks,4319,25066.0
1,Savoy Pictures,11308,25066.0
1,Universal Pictures,33,12122.0
1,Paramount Pictures,4,11381.0
1,Sony Pictures Classics,58,32636.0
1,Populist Pictures,14729,36141.0
1,Savoy Pictures,11308,95963.0
1,Price Entertainment,23808,95963.0
1,"Jackson/McHenry Company,The",37350,95963.0
1,Paramount Pictures,4,1587.0
1,Paramount Pictures,4,9271.0
1,Caravan Pictures,175,2064.0
1,Hollywood Pictures,915,2064.0
1,Universal Pictures,33,19855.0
1,Fine Line Features,8,60855.0
1,Téléfilm Canada,806,60855.0
1,First Generation Films,4908,60855.0
1,National Film Board of Canada (NFB),17027,60855.0
1,British Columbia Film Commission,36024,60855.0
1,Ciby 2000,105,236.0
1,Film Victoria,11840,236.0
1,House & Moorhouse Films,39250,236.0
1,Columbia Pictures Corporation,441,48287.0
1,Beacon Pictures,10157,48287.0
1,Warner Bros.,6194,3049.0
1,Morgan Creek Productions,10210,3049.0
1,PolyGram Filmed Entertainment,1382,2759.0
1,Gramercy Pictures,37,12635.0
1,Fine Line Features,8,10497.0
1,R.P. Productions,355,10497.0
1,Columbia Pictures Corporation,441,10497.0
1,Les Films Alain Sarde,635,10497.0
1,Canal+,5358,10497.0
1,Timothy Burrill Productions,8131,10497.0
1,Miramax Films,14,11382.0
1,Paramount Pictures,4,9331.0
1,Mace Neufeld Productions,2767,9331.0
1,Regency Enterprises,508,10731.0
1,Alcor Films,644,10731.0
1,Warner Bros.,6194,10731.0
1,New Line Cinema,12,10464.0
1,Universal Pictures,33,34152.0
1,40 Acres & A Mule Filmworks,4319,34152.0
1,Miramax Films,14,9495.0
1,Crowvision Inc.,4028,9495.0
1,Entertainment Media Investment Corporation,4029,9495.0
1,Jeff Most Productions,4030,9495.0
1,Edward R. Pressman Film,6455,9495.0
1,Regency Enterprises,508,29973.0
1,Alcor Films,644,29973.0
1,Warner Bros.,6194,29973.0
1,Aleor Films,16823,29973.0
1,Universal Pictures,33,888.0
1,Amblin Entertainment,56,888.0
1,Hanna-Barbera Productions,1353,888.0
1,Paramount Pictures,4,13.0
1,Channel Four Films,181,712.0
1,PolyGram Filmed Entertainment,1382,712.0
1,Working Title Films,10163,712.0
1,Columbia Pictures Corporation,441,16295.0
1,New Deal Productions,1947,16295.0
1,Columbia Pictures Corporation,441,48992.0
1,Think Again Productions,37294,48992.0
1,Riot of Color,37295,48992.0
1,Caravan Pictures,175,10879.0
1,Touchstone Pictures,9195,10879.0
1,TriStar Pictures,559,10660.0
1,Channel Four Films,181,41647.0
1,Arte,201,41647.0
1,Zweites Deutsches Fernsehen (ZDF),4606,41647.0
1,Nomad Films,12914,41647.0
1,Omega Film GmbH,12915,41647.0
1,Without Walls,12916,41647.0
1,Walt Disney Pictures,2,8587.0
1,Walt Disney Feature Animation,10217,8587.0
1,Miramax Films,14,1689.0
1,New Line Cinema,12,11596.0
1,New Line Cinema,12,854.0
1,Dark Horse Entertainment,552,854.0
1,Icon Entertainment International,4564,9359.0
1,Warner Bros.,6194,9359.0
1,Fine Line Features,8,23333.0
1,Miramax Films,14,23333.0
1,Paramount Pictures,4,36593.0
1,Imagine Entertainment,23,12280.0
1,Universal Pictures,33,12280.0
1,Universal Pictures,33,2788.0
1,Jersey Films,216,2788.0
1,Propaganda Films,278,10427.0
1,PolyGram Filmed Entertainment,1382,10427.0
1,Davis Entertainment,1302,11011.0
1,Silver Pictures,1885,11011.0
1,Warner Bros.,6194,11011.0
1,New Line Cinema,12,49803.0
1,Universal Pictures,33,8987.0
1,David Foster Productions,496,8987.0
1,Turman-Foster Company,662,8987.0
1,Twentieth Century Fox Film Corporation,306,1637.0
1,Metro-Goldwyn-Mayer (MGM),8411,15128.0
1,Universal Pictures,33,8831.0
1,Renaissance Pictures,467,8831.0
1,Dark Horse Entertainment,552,8831.0
1,Largo Entertainment,1644,8831.0
1,Signature Pictures,2982,8831.0
1,JVC Entertainment Networks,4248,8831.0
1,Twentieth Century Fox Film Corporation,306,36955.0
1,Lightstorm Entertainment,574,36955.0
1,Touchstone Pictures,9195,10449.0
1,Columbia Pictures,5,10395.0
1,Tig Productions,335,12160.0
1,Warner Bros.,6194,12160.0
1,Kasdan Pictures,13040,12160.0
1,Paragon Entertainment Corp.,24217,12160.0
1,Touchstone Pictures,9195,40480.0
1,Tool Shed Productions,21857,40480.0
1,BBC Films,288,52038.0
1,Majestic Films International,2630,52038.0
1,Little Bird,11358,52038.0
1,Gramercy Pictures,37,29444.0
1,PolyGram Filmed Entertainment,1382,29444.0
1,Caravan Pictures,175,26352.0
1,Hollywood Pictures,915,26352.0
1,Strand Releasing,3923,39953.0
