,iso_3166_1,name,movieId
1,GB,United Kingdom,414.0
1,US,United States of America,5894.0
1,CA,Canada,1775.0
1,US,United States of America,8839.0
1,US,United States of America,20649.0
1,US,United States of America,10329.0
1,US,United States of America,8963.0
1,US,United States of America,26564.0
1,US,United States of America,8068.0
1,US,United States of America,8512.0
1,US,United States of America,1572.0
1,FR,France,13552.0
1,US,United States of America,6520.0
1,FR,France,9073.0
1,US,United States of America,10428.0
1,US,United States of America,17447.0
1,CA,Canada,9886.0
1,US,United States of America,9482.0
1,US,United States of America,19326.0
1,US,United States of America,9344.0
1,US,United States of America,9071.0
1,US,United States of America,8973.0
1,CA,Canada,15730.0
1,US,United States of America,47608.0
1,US,United States of America,2293.0
1,JP,Japan,9070.0
1,GB,United Kingdom,68274.0
1,DE,Germany,48787.0
1,US,United States of America,34574.0
1,US,United States of America,1642.0
1,US,United States of America,11472.0
1,US,United States of America,36196.0
1,US,United States of America,11980.0
1,US,United States of America,58372.0
1,GB,United Kingdom,32646.0
1,US,United States of America,10533.0
1,FR,France,10802.0
1,DE,Germany,10149.0
1,US,United States of America,18402.0
1,US,United States of America,9348.0
1,US,United States of America,139408.0
1,US,United States of America,281.0
1,US,United States of America,79593.0
1,US,United States of America,47939.0
1,FR,France,36834.0
1,US,United States of America,9090.0
1,US,United States of America,3512.0
1,US,United States of America,77350.0
1,US,United States of America,9560.0
1,US,United States of America,9804.0
1,FR,France,31611.0
1,GB,United Kingdom,49805.0
1,US,United States of America,26258.0
1,GB,United Kingdom,19155.0
1,AT,Austria,76.0
1,US,United States of America,11017.0
1,US,United States of America,37141.0
1,FR,France,9382.0
1,US,United States of America,6715.0
1,US,United States of America,18256.0
1,IE,Ireland,22625.0
1,US,United States of America,2292.0
1,US,United States of America,1909.0
1,US,United States of America,8984.0
1,US,United States of America,61813.0
1,US,United States of America,4954.0
1,US,United States of America,10531.0
1,US,United States of America,11929.0
1,US,United States of America,8467.0
1,CA,Canada,20156.0
1,US,United States of America,18395.0
1,US,United States of America,522.0
1,GB,United Kingdom,397.0
1,US,United States of America,10525.0
1,US,United States of America,27985.0
1,US,United States of America,15789.0
1,US,United States of America,27303.0
1,US,United States of America,21183.0
1,US,United States of America,47867.0
1,US,United States of America,72031.0
1,US,United States of America,14275.0
1,NZ,New Zealand,1024.0
1,US,United States of America,13701.0
1,US,United States of America,14819.0
1,US,United States of America,32631.0
1,US,United States of America,11777.0
1,US,United States of America,628.0
1,US,United States of America,87729.0
1,US,United States of America,18713.0
1,US,United States of America,6280.0
1,US,United States of America,9061.0
1,US,United States of America,6071.0
1,US,United States of America,11.0
1,US,United States of America,9587.0
1,US,United States of America,19101.0
1,GB,United Kingdom,49980.0
1,US,United States of America,4476.0
1,US,United States of America,11008.0
1,US,United States of America,47504.0
1,US,United States of America,32325.0
1,US,United States of America,43742.0
1,US,United States of America,28313.0
1,GB,United Kingdom,11318.0
1,GB,United Kingdom,3036.0
1,US,United States of America,24070.0
1,US,United States of America,8986.0
1,US,United States of America,10510.0
1,US,United States of America,17402.0
1,US,United States of America,38722.0
1,FR,France,8438.0
1,US,United States of America,11593.0
1,US,United States of America,1945.0
1,US,United States of America,39310.0
1,JP,Japan,109560.0
1,GB,United Kingdom,56428.0
1,US,United States of America,63105.0
1,US,United States of America,241.0
1,US,United States of America,9058.0
1,NZ,New Zealand,527.0
1,US,United States of America,18220.0
1,US,United States of America,6950.0
1,US,United States of America,63020.0
1,US,United States of America,2307.0
1,US,United States of America,680.0
1,GB,United Kingdom,41478.0
1,GB,United Kingdom,40156.0
1,US,United States of America,11450.0
1,JP,Japan,30304.0
1,JP,Japan,12106.0
1,US,United States of America,3586.0
1,US,United States of America,36357.0
1,CA,Canada,92769.0
1,DE,Germany,28033.0
1,US,United States of America,22586.0
1,IE,Ireland,14334.0
1,PE,Peru,2636.0
1,FR,France,2164.0
1,US,United States of America,11395.0
1,US,United States of America,278.0
1,GB,United Kingdom,9905.0
1,US,United States of America,87078.0
1,US,United States of America,20306.0
1,AU,Australia,36614.0
1,CA,Canada,27993.0
1,US,United States of America,9067.0
1,US,United States of America,9059.0
1,US,United States of America,193.0
1,US,United States of America,25066.0
1,GB,United Kingdom,46797.0
1,US,United States of America,12122.0
1,US,United States of America,11381.0
1,US,United States of America,32636.0
1,US,United States of America,36141.0
1,US,United States of America,95963.0
1,US,United States of America,1587.0
1,US,United States of America,9271.0
1,US,United States of America,2064.0
1,US,United States of America,19855.0
1,CA,Canada,60855.0
1,AU,Australia,236.0
1,US,United States of America,48287.0
1,US,United States of America,3049.0
1,AU,Australia,2759.0
1,DE,Germany,12635.0
1,FR,France,10497.0
1,US,United States of America,11382.0
1,US,United States of America,9331.0
1,US,United States of America,10731.0
1,US,United States of America,10464.0
1,US,United States of America,34152.0
1,US,United States of America,9495.0
1,US,United States of America,29973.0
1,US,United States of America,888.0
1,US,United States of America,13.0
1,GB,United Kingdom,712.0
1,US,United States of America,16295.0
1,US,United States of America,48992.0
1,US,United States of America,10879.0
1,US,United States of America,10660.0
1,US,United States of America,10714.0
1,FR,France,41647.0
1,US,United States of America,8587.0
1,FR,France,1689.0
1,US,United States of America,11596.0
1,US,United States of America,854.0
1,US,United States of America,9359.0
1,US,United States of America,23333.0
1,US,United States of America,36593.0
1,US,United States of America,12280.0
1,US,United States of America,2788.0
1,US,United States of America,10427.0
1,US,United States of America,11011.0
1,US,United States of America,49803.0
1,US,United States of America,8987.0
1,US,United States of America,1637.0
1,US,United States of America,15128.0
1,JP,Japan,8831.0
1,US,United States of America,36955.0
1,US,United States of America,10449.0
1,US,United States of America,10395.0
1,US,United States of America,12160.0
1,US,United States of America,40480.0
1,GB,United Kingdom,52038.0
1,US,United States of America,29444.0
1,US,United States of America,26352.0
1,US,United States of America,39953.0
1,US,United States of America,315.0
1,US,United States of America,22067.0
1,GB,United Kingdom,18242.0
1,JP,Japan,11667.0
1,US,United States of America,32502.0
1,US,United States of America,28732.0
1,US,United States of America,75555.0
1,US,United States of America,42981.0
1,US,United States of America,278939.0
1,US,United States of America,291731.0
1,US,United States of America,203119.0
1,CA,Canada,8011.0
1,US,United States of America,2654.0
1,US,United States of America,18069.0
1,US,United States of America,19092.0
1,US,United States of America,2758.0
1,US,United States of America,38129.0
1,US,United States of America,10436.0
1,US,United States of America,13595.0
1,US,United States of America,46094.0
1,US,United States of America,9409.0
1,US,United States of America,11853.0
1,US,United States of America,16771.0
1,JP,Japan,46924.0
1,US,United States of America,11041.0
1,US,United States of America,306.0
1,GB,United Kingdom,14522.0
1,US,United States of America,26203.0
1,US,United States of America,178.0
1,US,United States of America,19819.0
1,US,United States of America,57834.0
1,US,United States of America,4722.0
1,US,United States of America,18215.0
1,US,United States of America,1607.0
1,US,United States of America,26391.0
1,US,United States of America,117553.0
1,US,United States of America,6075.0
1,US,United States of America,11310.0
1,US,United States of America,18658.0
1,FR,France,9350.0
1,US,United States of America,9612.0
1,US,United States of America,2124.0
1,US,United States of America,26261.0
1,US,United States of America,19176.0
1,US,United States of America,49299.0
1,US,United States of America,11566.0
1,US,United States of America,9571.0
1,US,United States of America,9739.0
1,US,United States of America,24257.0
1,US,United States of America,34444.0
1,US,United States of America,26141.0
1,US,United States of America,50463.0
1,US,United States of America,10443.0
1,GB,United Kingdom,20239.0
1,US,United States of America,16297.0
1,US,United States of America,18551.0
1,IE,Ireland,25440.0
1,US,United States of America,9024.0
1,US,United States of America,37233.0
1,FR,France,1634.0
1,FR,France,13815.0
1,US,United States of America,5503.0
1,US,United States of America,35588.0
1,JP,Japan,2087.0
1,US,United States of America,41579.0
1,US,United States of America,18620.0
1,ZA,South Africa,41006.0
1,US,United States of America,4916.0
1,US,United States of America,2019.0
1,FR,France,31642.0
1,US,United States of America,9255.0
1,US,United States of America,26271.0
1,GB,United Kingdom,10612.0
1,DK,Denmark,2259.0
1,DE,Germany,11934.0
1,US,United States of America,106143.0
1,US,United States of America,12475.0
1,US,United States of America,9386.0
1,GB,United Kingdom,7984.0
1,US,United States of America,59930.0
1,US,United States of America,15765.0
1,US,United States of America,31643.0
1,JP,Japan,6.0
1,US,United States of America,329.0
1,US,United States of America,10909.0
1,FR,France,507.0
1,US,United States of America,34024.0
1,US,United States of America,29918.0
1,US,United States of America,9593.0
1,US,United States of America,42580.0
1,AU,Australia,22317.0
1,US,United States of America,1413.0
1,FR,France,12121.0
1,US,United States of America,2246.0
1,US,United States of America,10502.0
1,US,United States of America,10440.0
1,US,United States of America,9516.0
1,US,United States of America,2320.0
1,US,United States of America,83718.0
1,GB,United Kingdom,11971.0
1,US,United States of America,2625.0
1,US,United States of America,31911.0
1,US,United States of America,788.0
1,GB,United Kingdom,21450.0
1,US,United States of America,11231.0
1,US,United States of America,41588.0
1,US,United States of America,10447.0
1,US,United States of America,31586.0
1,GB,United Kingdom,9300.0
1,US,United States of America,9559.0
1,US,United States of America,9800.0
1,NZ,New Zealand,713.0
1,US,United States of America,8291.0
1,US,United States of America,18133.0
1,US,United States of America,25557.0
1,US,United States of America,22588.0
1,US,United States of America,10872.0
1,GB,United Kingdom,1245.0
1,CA,Canada,11858.0
1,US,United States of America,7007.0
1,US,United States of America,10467.0
1,US,United States of America,5550.0
1,FR,France,8005.0
1,GB,United Kingdom,2088.0
1,AU,Australia,10412.0
1,US,United States of America,47889.0
1,US,United States of America,14534.0
1,US,United States of America,56583.0
1,US,United States of America,424.0
1,US,United States of America,35233.0
1,US,United States of America,14291.0
1,GB,United Kingdom,103413.0
1,US,United States of America,11236.0
1,US,United States of America,11592.0
1,US,United States of America,8850.0
1,GB,United Kingdom,10445.0
1,US,United States of America,695.0
1,US,United States of America,43535.0
1,AU,Australia,12519.0
1,US,United States of America,23210.0
1,US,United States of America,858.0
1,US,United States of America,867.0
1,US,United States of America,78.0
1,US,United States of America,13203.0
1,US,United States of America,10442.0
1,US,United States of America,11074.0
1,GB,United Kingdom,9607.0
1,US,United States of America,17585.0
1,US,United States of America,9057.0
1,FI,Finland,20967.0
1,US,United States of America,10635.0
1,US,United States of America,9479.0
1,US,United States of America,10057.0
1,US,United States of America,11969.0
1,US,United States of America,41590.0
1,US,United States of America,319.0
1,US,United States of America,26408.0
1,US,United States of America,15139.0
1,CA,Canada,161158.0
1,GB,United Kingdom,85247.0
1,US,United States of America,11446.0
1,BE,Belgium,51980.0
1,US,United States of America,24405.0
1,MX,Mexico,11655.0
1,US,United States of America,11800.0
1,GB,United Kingdom,14587.0
1,US,United States of America,31504.0
1,IT,Italy,23637.0
1,US,United States of America,17600.0
1,US,United States of America,10897.0
1,US,United States of America,21352.0
1,US,United States of America,32562.0
1,FR,France,47507.0
1,IT,Italy,124304.0
1,US,United States of America,9066.0
1,US,United States of America,771.0
1,US,United States of America,251.0
1,US,United States of America,812.0
1,FR,France,280.0
1,GB,United Kingdom,581.0
1,US,United States of America,80350.0
1,GB,United Kingdom,268.0
1,US,United States of America,274.0
1,US,United States of America,408.0
1,US,United States of America,10020.0
1,US,United States of America,10895.0
1,US,United States of America,114.0
1,US,United States of America,576.0
1,US,United States of America,15477.0
1,CN,China,59146.0
1,US,United States of America,30528.0
1,US,United States of America,7300.0
1,US,United States of America,10824.0
1,GB,United Kingdom,261246.0
1,US,United States of America,275.0
1,CA,Canada,25059.0
1,CA,Canada,11827.0
1,US,United States of America,8766.0
1,US,United States of America,23570.0
1,US,United States of America,47333.0
1,US,United States of America,10112.0
1,ES,Spain,46029.0
1,US,United States of America,32308.0
1,US,United States of America,340210.0
1,FR,France,44281.0
1,US,United States of America,28121.0
1,US,United States of America,12520.0
1,US,United States of America,1592.0
1,US,United States of America,19042.0
1,FR,France,38884.0
1,US,United States of America,47449.0
1,US,United States of America,36259.0
1,US,United States of America,41852.0
1,US,United States of America,40926.0
1,US,United States of America,9099.0
1,FR,France,2021.0
1,US,United States of America,61752.0
1,US,United States of America,10988.0
1,US,United States of America,10684.0
1,US,United States of America,954.0
1,US,United States of America,18989.0
1,US,United States of America,8840.0
1,US,United States of America,11107.0
1,ZA,South Africa,16417.0
1,GB,United Kingdom,161070.0
1,US,United States of America,10539.0
1,US,United States of America,10543.0
1,US,United States of America,18414.0
1,US,United States of America,47502.0
1,US,United States of America,25087.0
1,US,United States of America,3065.0
1,US,United States of America,2300.0
1,US,United States of America,8069.0
1,US,United States of America,288173.0
1,IE,Ireland,221917.0
1,US,United States of America,83857.0
1,US,United States of America,33245.0
1,US,United States of America,27281.0
1,US,United States of America,40001.0
1,US,United States of America,29621.0
1,US,United States of America,20762.0
1,GB,United Kingdom,48260.0
1,US,United States of America,12656.0
1,US,United States of America,38867.0
1,US,United States of America,25969.0
1,US,United States of America,753.0
1,US,United States of America,43634.0
1,CA,Canada,9103.0
1,AU,Australia,90214.0
1,US,United States of America,10990.0
1,US,United States of America,8866.0
1,US,United States of America,12233.0
1,US,United States of America,23449.0
1,US,United States of America,36355.0
1,GB,United Kingdom,37667.0
1,AR,Argentina,90148.0
1,DE,Germany,922.0
1,FR,France,11876.0
1,US,United States of America,52633.0
1,US,United States of America,9304.0
1,US,United States of America,73183.0
1,IT,Italy,131232.0
1,US,United States of America,9100.0
1,US,United States of America,20759.0
1,US,United States of America,46063.0
1,GB,United Kingdom,32513.0
1,GB,United Kingdom,40651.0
1,GB,United Kingdom,36915.0
1,US,United States of America,40507.0
1,US,United States of America,9802.0
1,GB,United Kingdom,25697.0
1,US,United States of America,664.0
1,US,United States of America,11867.0
1,US,United States of America,10280.0
1,US,United States of America,10535.0
1,GB,United Kingdom,124613.0
1,GB,United Kingdom,532.0
1,US,United States of America,26744.0
1,GB,United Kingdom,16299.0
1,MX,Mexico,10547.0
1,US,United States of America,245268.0
1,GB,United Kingdom,935.0
1,CA,Canada,55613.0
1,GB,United Kingdom,41007.0
1,CA,Canada,35645.0
1,US,United States of America,110465.0
1,US,United States of America,85778.0
1,AU,Australia,9826.0
1,US,United States of America,9879.0
1,US,United States of America,22621.0
1,US,United States of America,7095.0
1,GB,United Kingdom,26890.0
1,US,United States of America,46732.0
1,US,United States of America,87190.0
1,GB,United Kingdom,627.0
1,US,United States of America,32872.0
1,US,United States of America,602.0
1,FR,France,14553.0
1,US,United States of America,9566.0
1,US,United States of America,10545.0
1,US,United States of America,9894.0
1,US,United States of America,11543.0
1,CA,Canada,9268.0
1,US,United States of America,9327.0
1,US,United States of America,44535.0
1,US,United States of America,44495.0
1,US,United States of America,11228.0
1,NZ,New Zealand,10779.0
1,US,United States of America,26748.0
1,US,United States of America,38223.0
1,US,United States of America,9294.0
1,DE,Germany,49963.0
1,US,United States of America,11363.0
1,US,United States of America,1645.0
1,GB,United Kingdom,31546.0
1,CA,Canada,36344.0
1,US,United States of America,18550.0
1,US,United States of America,11511.0
1,US,United States of America,34170.0
1,GB,United Kingdom,124645.0
1,US,United States of America,12606.0
1,CZ,Czech Republic,18975.0
1,US,United States of America,11962.0
1,US,United States of America,2925.0
1,GB,United Kingdom,28628.0
1,US,United States of America,3595.0
1,US,United States of America,9308.0
1,US,United States of America,92381.0
1,US,United States of America,18555.0
1,US,United States of America,12123.0
1,US,United States of America,10830.0
1,US,United States of America,3573.0
1,US,United States of America,10546.0
1,US,United States of America,18862.0
1,US,United States of America,9431.0
1,DE,Germany,46986.0
1,US,United States of America,144982.0
1,US,United States of America,47907.0
1,US,United States of America,10061.0
1,US,United States of America,549.0
1,US,United States of America,10478.0
1,AU,Australia,66634.0
1,US,United States of America,238.0
1,US,United States of America,88224.0
1,US,United States of America,9303.0
1,US,United States of America,23945.0
1,AU,Australia,37820.0
1,US,United States of America,22479.0
1,US,United States of America,9054.0
1,US,United States of America,59569.0
1,US,United States of America,110513.0
1,DE,Germany,11015.0
1,US,United States of America,9306.0
1,US,United States of America,12559.0
1,US,United States of America,58770.0
1,US,United States of America,3587.0
1,US,United States of America,10723.0
1,US,United States of America,56077.0
1,US,United States of America,19004.0
1,US,United States of America,10987.0
1,GB,United Kingdom,44705.0
1,US,United States of America,20318.0
1,US,United States of America,27854.0
1,US,United States of America,981.0
1,US,United States of America,872.0
1,US,United States of America,2769.0
1,US,United States of America,13320.0
1,US,United States of America,164.0
1,US,United States of America,426.0
1,US,United States of America,567.0
1,US,United States of America,3078.0
1,US,United States of America,13528.0
1,US,United States of America,28288.0
1,US,United States of America,213.0
1,US,United States of America,284.0
1,US,United States of America,239.0
1,US,United States of America,4808.0
1,US,United States of America,289.0
1,US,United States of America,963.0
1,US,United States of America,11113.0
1,US,United States of America,6620.0
1,US,United States of America,804.0
1,US,United States of America,26531.0
1,US,United States of America,909.0
1,US,United States of America,630.0
1,US,United States of America,770.0
1,US,United States of America,31044.0
1,US,United States of America,599.0
1,US,United States of America,15.0
1,US,United States of America,62.0
1,US,United States of America,121357.0
1,US,United States of America,705.0
1,US,United States of America,22490.0
1,US,United States of America,223.0
1,US,United States of America,25670.0
1,US,United States of America,303.0
1,US,United States of America,4174.0
1,US,United States of America,8356.0
1,US,United States of America,381.0
1,US,United States of America,20758.0
1,US,United States of America,29376.0
1,US,United States of America,1859.0
1,US,United States of America,18299.0
1,US,United States of America,17281.0
1,US,United States of America,10907.0
1,US,United States of America,32093.0
1,US,United States of America,1939.0
1,US,United States of America,22292.0
1,US,United States of America,3598.0
1,US,United States of America,3080.0
1,US,United States of America,198.0
1,US,United States of America,13562.0
1,US,United States of America,1712.0
1,US,United States of America,220.0
1,US,United States of America,3529.0
1,US,United States of America,3085.0
1,US,United States of America,2897.0
1,US,United States of America,1585.0
1,US,United States of America,3083.0
1,US,United States of America,900.0
1,US,United States of America,43795.0
1,US,United States of America,85638.0
1,US,United States of America,50001.0
1,US,United States of America,43905.0
1,US,United States of America,22688.0
1,US,United States of America,23114.0
1,US,United States of America,26378.0
1,US,United States of America,40206.0
1,US,United States of America,22356.0
1,GB,United Kingdom,260.0
1,US,United States of America,43488.0
1,US,United States of America,22613.0
1,US,United States of America,10331.0
1,GB,United Kingdom,488.0
1,US,United States of America,22733.0
1,US,United States of America,261.0
1,US,United States of America,57575.0
1,US,United States of America,32574.0
1,US,United States of America,22657.0
1,US,United States of America,76464.0
1,US,United States of America,22649.0
1,US,United States of America,176841.0
1,IE,Ireland,125587.0
1,US,United States of America,52855.0
1,US,United States of America,39940.0
1,US,United States of America,85328.0
1,US,United States of America,11076.0
1,CA,Canada,63945.0
1,US,United States of America,58985.0
1,US,United States of America,10861.0
1,IE,Ireland,1770.0
1,US,United States of America,44465.0
1,US,United States of America,2033.0
1,US,United States of America,18203.0
1,US,United States of America,9333.0
1,US,United States of America,47260.0
1,US,United States of America,9400.0
1,US,United States of America,9401.0
1,US,United States of America,12241.0
1,US,United States of America,11306.0
1,US,United States of America,9625.0
1,US,United States of America,10680.0
1,US,United States of America,6346.0
1,US,United States of America,18660.0
1,US,United States of America,35115.0
1,US,United States of America,14821.0
1,US,United States of America,14136.0
1,US,United States of America,10869.0
1,US,United States of America,22660.0
1,US,United States of America,19186.0
1,US,United States of America,31102.0
1,US,United States of America,6878.0
1,US,United States of America,15944.0
1,TT,Trinidad and Tobago,18444.0
1,US,United States of America,20723.0
1,US,United States of America,173.0
1,US,United States of America,864.0
1,US,United States of America,24795.0
1,US,United States of America,11224.0
1,US,United States of America,81310.0
1,US,United States of America,15947.0
1,US,United States of America,9078.0
1,US,United States of America,29682.0
1,US,United States of America,8367.0
1,US,United States of America,433.0
1,US,United States of America,11360.0
1,US,United States of America,11114.0
1,US,United States of America,12335.0
1,US,United States of America,12092.0
1,US,United States of America,10948.0
1,US,United States of America,11229.0
1,US,United States of America,15121.0
1,US,United States of America,562.0
1,GB,United Kingdom,10163.0
1,FR,France,48862.0
1,GB,United Kingdom,47199.0
1,GB,United Kingdom,11159.0
1,US,United States of America,9591.0
1,US,United States of America,30500.0
1,US,United States of America,41843.0
1,US,United States of America,55058.0
1,GB,United Kingdom,10938.0
1,US,United States of America,11412.0
1,DE,Germany,10586.0
1,US,United States of America,42314.0
1,US,United States of America,23223.0
1,US,United States of America,49471.0
1,US,United States of America,38153.0
1,GB,United Kingdom,25147.0
1,US,United States of America,9716.0
1,US,United States of America,454.0
1,US,United States of America,10218.0
1,US,United States of America,819.0
1,US,United States of America,38191.0
1,US,United States of America,56830.0
1,US,United States of America,11238.0
1,GB,United Kingdom,27256.0
1,US,United States of America,31530.0
1,US,United States of America,66473.0
1,US,United States of America,28120.0
1,US,United States of America,1834.0
1,US,United States of America,26282.0
1,CA,Canada,37218.0
1,US,United States of America,252.0
1,GB,United Kingdom,16372.0
1,US,United States of America,11561.0
1,US,United States of America,11302.0
1,GB,United Kingdom,623.0
1,GB,United Kingdom,583.0
1,GB,United Kingdom,12614.0
1,US,United States of America,21711.0
1,US,United States of America,11575.0
1,US,United States of America,475.0
1,US,United States of America,11331.0
1,US,United States of America,521.0
1,US,United States of America,88.0
1,US,United States of America,500.0
1,GB,United Kingdom,792.0
1,US,United States of America,8491.0
1,FR,France,402.0
1,US,United States of America,10537.0
1,JP,Japan,11386.0
1,US,United States of America,9504.0
1,GB,United Kingdom,15764.0
1,US,United States of America,601.0
1,US,United States of America,67365.0
1,US,United States of America,25842.0
1,US,United States of America,2119.0
1,US,United States of America,744.0
1,US,United States of America,136311.0
1,US,United States of America,221.0
1,US,United States of America,702.0
1,US,United States of America,25750.0
1,NL,Netherlands,17642.0
1,US,United States of America,37616.0
1,US,United States of America,11112.0
1,US,United States of America,21612.0
1,US,United States of America,200383.0
1,US,United States of America,116844.0
1,US,United States of America,1630.0
1,US,United States of America,26626.0
1,US,United States of America,11816.0
1,GB,United Kingdom,11843.0
1,GB,United Kingdom,10379.0
1,US,United States of America,2756.0
1,US,United States of America,790.0
1,US,United States of America,1103.0
1,US,United States of America,11298.0
1,US,United States of America,10765.0
1,GB,United Kingdom,762.0
1,CA,Canada,44497.0
1,US,United States of America,278621.0
1,PT,Portugal,55049.0
1,US,United States of America,10548.0
1,GB,United Kingdom,531.0
1,US,United States of America,31556.0
1,US,United States of America,26167.0
1,US,United States of America,26174.0
1,FR,France,117500.0
1,US,United States of America,127973.0
1,GB,United Kingdom,30892.0
1,US,United States of America,38554.0
1,US,United States of America,49763.0
1,GB,United Kingdom,41326.0
1,US,United States of America,36555.0
1,GB,United Kingdom,10608.0
1,GB,United Kingdom,7452.0
1,GB,United Kingdom,26561.0
1,US,United States of America,975.0
1,US,United States of America,18129.0
1,US,United States of America,150823.0
1,GB,United Kingdom,409.0
1,IE,Ireland,10161.0
1,US,United States of America,1412.0
1,US,United States of America,41768.0
1,AU,Australia,10409.0
1,US,United States of America,14285.0
1,US,United States of America,10174.0
1,US,United States of America,31225.0
1,US,United States of America,510.0
1,US,United States of America,11455.0
1,US,United States of America,1891.0
1,US,United States of America,2493.0
1,US,United States of America,85.0
1,GB,United Kingdom,68.0
1,GB,United Kingdom,679.0
1,GB,United Kingdom,13446.0
1,US,United States of America,389.0
1,GB,United Kingdom,947.0
1,GB,United Kingdom,185.0
1,US,United States of America,595.0
1,US,United States of America,28.0
1,US,United States of America,1892.0
1,GB,United Kingdom,1092.0
1,US,United States of America,769.0
1,US,United States of America,348.0
1,US,United States of America,766.0
1,US,United States of America,539.0
1,US,United States of America,525.0
1,US,United States of America,240.0
1,GB,United Kingdom,600.0
1,GB,United Kingdom,530.0
1,GB,United Kingdom,10705.0
1,US,United States of America,279.0
1,US,United States of America,3109.0
1,US,United States of America,311.0
1,US,United States of America,1578.0
1,US,United States of America,703.0
1,US,United States of America,9549.0
1,US,United States of America,9277.0
1,US,United States of America,343.0
1,GB,United Kingdom,37291.0
1,GB,United Kingdom,11235.0
1,GB,United Kingdom,218.0
1,NZ,New Zealand,763.0
1,US,United States of America,9665.0
1,GB,United Kingdom,18971.0
1,US,United States of America,696.0
1,US,United States of America,379.0
1,US,United States of America,207.0
1,US,United States of America,37247.0
1,US,United States of America,1480.0
1,GB,United Kingdom,826.0
1,US,United States of America,829.0
1,US,United States of America,828.0
1,US,United States of America,3090.0
1,NZ,New Zealand,9964.0
1,US,United States of America,3063.0
1,US,United States of America,13667.0
1,US,United States of America,694.0
1,US,United States of America,235.0
1,US,United States of America,765.0
1,US,United States of America,5925.0
1,GB,United Kingdom,11778.0
1,US,United States of America,137.0
1,US,United States of America,33.0
1,US,United States of America,982.0
1,CA,Canada,8428.0
