,id,name,movieId
1,10391,mafia,400.0
1,10738,diner,400.0
1,11221,blood,400.0
1,13142,gangster,400.0
1,14819,violence,400.0
1,33625,illegal prostitution,400.0
1,6984,racial segregation,146599.0
1,10235,family relationships,146599.0
1,11004,rural setting,146599.0
1,4034,class society,8447.0
1,7579,rich woman - poor man,8447.0
1,14760,scientist,8447.0
1,182662,naturalist,8447.0
1,2082,sailing trip,10534.0
1,2913,diary,10534.0
1,3180,sailing,10534.0
1,10349,survival,10534.0
1,10683,coming of age,10534.0
1,18068,teenage boy,10534.0
1,46962,discipline,10534.0
1,167836,squall,10534.0
1,167837,sail,10534.0
1,167843,ship captain,10534.0
1,167861,caribbean,10534.0
1,167863,male bonding,10534.0
1,167868,seasickness,10534.0
1,168683,storm at sea,10534.0
1,5306,boss,17414.0
1,5572,fistfight,17414.0
1,10624,bully,17414.0
1,14762,orangutan,17414.0
1,169078,nitrous oxide,13997.0
1,169079,candid camera,13997.0
1,169085,double act,13997.0
1,169086,political satire,13997.0
1,169097,crooked politician,13997.0
1,441,assassination,2086.0
1,477,train station,2086.0
1,6078,politics,2086.0
1,964,servant,9095.0
1,1299,monster,9095.0
1,10124,laboratory,9095.0
1,156033,jekyll and hyde,9095.0
1,191009,housemaid,9095.0
1,3133,vampire,12158.0
1,720,helicopter,9208.0
1,1261,river,9208.0
1,1316,captain,9208.0
1,1353,underground,9208.0
1,1666,mexican standoff,9208.0
1,1825,countdown,9208.0
1,3203,pilot,9208.0
1,5572,fistfight,9208.0
1,8122,canyon,9208.0
1,9052,major,9208.0
1,10085,betrayal,9208.0
1,12371,gunfight,9208.0
1,13008,train,9208.0
1,14601,explosion,9208.0
1,15263,park ranger,9208.0
1,18034,desert,9208.0
1,162365,military,9208.0
1,208547,nuclear device,9208.0
1,209476,boxing,9208.0
1,214472,stealth aircraft,9208.0
1,215861,abandoned mine,9208.0
1,14531,play,40154.0
1,185011,hamlet,40154.0
1,207317,christmas,40154.0
1,2398,narration,63076.0
1,12396,hollywood,63076.0
1,417,corruption,11062.0
1,1568,undercover,11062.0
1,1601,war on drugs,11062.0
1,1919,mayor,11062.0
1,2231,drug dealer,11062.0
1,2946,presidential election,11062.0
1,4654,undercover agent,11062.0
1,5340,investigation,11062.0
1,6149,police,11062.0
1,380,brother brother relationship,13685.0
1,642,robbery,13685.0
1,1437,burglar,13685.0
1,2568,language barrier,13685.0
1,2669,motel,13685.0
1,10183,independent film,13685.0
1,10323,psychiatric hospital,13685.0
1,13097,maid,13685.0
1,14604,theft,13685.0
1,15274,nervous breakdown,13685.0
1,187710,escapade,13685.0
1,1157,wife husband relationship,2045.0
1,1706,experiment,2045.0
1,6149,police,2045.0
1,9826,murder,2045.0
1,9937,suspense,2045.0
1,10937,memory,2045.0
1,160313,forensic,2045.0
1,163114,gunman,2045.0
1,936,loss of mother,9614.0
1,1872,loss of father,9614.0
1,2702,golf,9614.0
1,6075,sport,9614.0
1,455,farewell,688.0
1,596,adultery,688.0
1,699,love at first sight,688.0
1,1003,photographer,688.0
1,1157,wife husband relationship,688.0
1,2029,iowa,688.0
1,2784,mother role,688.0
1,3450,bridge,688.0
1,3451,housewife,688.0
1,3452,love letter,688.0
1,4402,peasant,688.0
1,5809,marriage crisis,688.0
1,6025,photography,688.0
1,6059,unsociability,688.0
1,7879,secret love,688.0
1,2041,island,10874.0
1,4418,pirate gang,10874.0
1,6300,puppet,10874.0
1,30,individual,197.0
1,388,scotland,197.0
1,930,in love with enemy,197.0
1,3754,legend,197.0
1,4097,independence,197.0
1,6987,idealism,197.0
1,162845,revolt,197.0
1,422,vietnam veteran,103.0
1,444,taxi,103.0
1,1523,obsession,103.0
1,2231,drug dealer,103.0
1,4225,night shift,103.0
1,7002,vigilante,103.0
1,7368,alienation,103.0
1,9622,misanthrope,103.0
1,11325,shot to death,103.0
1,33625,illegal prostitution,103.0
1,6015,mining,71754.0
1,40897,dance lesson,71754.0
1,164742,coal mining,71754.0
1,12392,best friend,43612.0
1,15016,twins,43612.0
1,17953,country,43612.0
1,177035,identity swap,43612.0
1,1755,fascism,51352.0
1,2450,auschwitz,51352.0
1,4020,typhus,51352.0
1,4399,victim,51352.0
1,4434,interview,51352.0
1,10360,prejudice,51352.0
1,11728,burglary,51352.0
1,212,london england,16934.0
1,351,poison,16934.0
1,9672,based on true story,16934.0
1,9826,murder,16934.0
1,10714,serial killer,16934.0
1,11857,mental institution,16934.0
1,13130,teenager,16934.0
1,15106,psychiatrist,16934.0
1,232550,stepmother,16934.0
1,1253,roommate,10324.0
1,9457,single,10324.0
1,9673,love,10324.0
1,10183,independent film,10324.0
1,12392,best friend,10324.0
1,380,brother brother relationship,78406.0
1,7375,twin brother,78406.0
1,10909,lawyer,78406.0
1,155881,estate,78406.0
1,1668,hawaii,55731.0
1,5657,australia,55731.0
1,10508,teacher,55731.0
1,33885,car,55731.0
1,2273,role of women,11066.0
1,2336,ladykiller,11066.0
1,3836,success,11066.0
1,7769,chefin,11066.0
1,8642,casanova,11066.0
1,5498,lsd,2074.0
1,6230,looking for  birth parents,2074.0
1,6231,half-brother,2074.0
1,334,flying,27793.0
1,10183,independent film,32622.0
1,550,callgirl,11863.0
1,582,san francisco,11863.0
1,5340,investigation,11863.0
1,339,submarine,9101.0
1,4410,u.s. navy,9101.0
1,10180,homosexuality,5757.0
1,10183,independent film,5757.0
1,531,southern usa,39428.0
1,818,based on novel,39428.0
1,10229,singer,39428.0
1,238179,skab under tv,9302.0
1,238241,foran,9302.0
1,237,gay,11000.0
1,824,drag queen,11000.0
1,1013,homophobia,11000.0
1,1196,florida,11000.0
1,1862,coming out,11000.0
1,2944,senator,11000.0
1,6083,politician,11000.0
1,158718,lgbt,11000.0
1,201554,crossdressing,11000.0
1,1262,mountain,249882.0
1,2618,miracle,249882.0
1,10164,apparition,249882.0
1,173644,communism,249882.0
1,9673,love,16388.0
1,10183,independent film,16388.0
1,12392,best friend,16388.0
1,188993,true love,16388.0
1,416,miami,9737.0
1,703,detective,9737.0
1,772,handcuffs,9737.0
1,822,airport,9737.0
1,1666,mexican standoff,9737.0
1,3688,strip club,9737.0
1,4009,witness protection,9737.0
1,9844,car crash,9737.0
1,11730,internal affairs,9737.0
1,12371,gunfight,9737.0
1,14601,explosion,9737.0
1,14707,brutality,9737.0
1,14967,foot chase,9737.0
1,15483,car chase,9737.0
1,18026,drug lord,9737.0
1,166856,hangar,9737.0
1,167114,loose cannon,9737.0
1,167115,bust,9737.0
1,167119,reference to skittles,9737.0
1,167124,black cop,9737.0
1,167128,badge,9737.0
1,219404,action hero,9737.0
1,478,china,30765.0
1,8531,panda,30765.0
1,6075,sport,10474.0
1,6496,basketball,10474.0
1,6782,addiction,10474.0
1,9713,friends,10474.0
1,392,england,22279.0
1,818,based on novel,22279.0
1,6344,liverpool,22279.0
1,206032,theatre company,22279.0
1,305,moon,568.0
1,1196,florida,568.0
1,1432,nasa,568.0
1,2345,spaceman,568.0
1,4776,race against time,568.0
1,9609,houston,568.0
1,9672,based on true story,568.0
1,9882,space,568.0
1,10084,rescue,568.0
1,10349,survival,568.0
1,10617,disaster,568.0
1,14601,explosion,568.0
1,14626,astronaut,568.0
1,156395,imax,568.0
1,184994,saturn v rocket,568.0
1,189098,courage,568.0
1,193479,hypothermia,568.0
1,226233,apollo program,568.0
1,226234,cape kennedy,568.0
1,226235,lunar mission,568.0
1,388,scotland,11780.0
1,5565,biography,11780.0
1,160279,18th century,11780.0
1,208070,highlands,11780.0
1,242,new york,34996.0
1,490,philosophy,34996.0
1,3133,vampire,34996.0
1,11221,blood,34996.0
1,12105,student,34996.0
1,483,riddle,414.0
1,849,dc comics,414.0
1,3259,rose,414.0
1,6969,gotham city,414.0
1,9104,partner,414.0
1,9715,superhero,414.0
1,10486,robin,414.0
1,10525,broken neck,414.0
1,11268,psychologist,414.0
1,14819,violence,414.0
1,15009,criminal,414.0
1,33518,district attorney,414.0
1,33626,millionaire,414.0
1,33981,falling down stairs,414.0
1,34156,tied up,414.0
1,156116,tommy gun,414.0
1,157166,beretta,414.0
1,157583,knocked out,414.0
1,163455,super powers,414.0
1,170383,disfigurement,414.0
1,5499,burma,1873.0
1,5855,rangoon,1873.0
1,919,smoking,5894.0
1,1901,corner shop,5894.0
1,3170,cigarette,5894.0
1,6357,tobacco,5894.0
1,6458,cigar,5894.0
1,3335,halloween,8839.0
1,6054,friendship,8839.0
1,6152,supernatural,8839.0
1,6155,afterlife,8839.0
1,9713,friends,8839.0
1,15017,danger,8839.0
1,162846,ghost,8839.0
1,189449,disorder,8839.0
1,193545,young heroes,8839.0
1,202322,imaginary,8839.0
1,206813,supernatural ability,8839.0
1,11505,drug pusher,20649.0
1,13008,train,20649.0
1,14964,drug,20649.0
1,690,gorilla,10329.0
1,2521,kongo,10329.0
1,3379,diamond mine,10329.0
1,339,submarine,8963.0
1,1860,mutiny,8963.0
1,2139,russia,8963.0
1,2534,missile,8963.0
1,3312,nuclear missile,8963.0
1,4123,embassy,8963.0
1,4410,u.s. navy,8963.0
1,4933,battle for power,8963.0
1,6791,torpedo,8963.0
1,162365,military,8963.0
1,198423,moral dilemma,8963.0
1,217133,post cold war,8963.0
1,221092,aircraft carrier,8963.0
1,226740,chain of command,8963.0
1,226741,launch code,8963.0
1,1353,underground,26564.0
1,5565,biography,26564.0
1,75,gunslinger,8068.0
1,139,anti terror,8068.0
1,502,ambush,8068.0
1,534,mexico,8068.0
1,797,showdown,8068.0
1,953,guitar,8068.0
1,2483,nudity,8068.0
1,2708,hitman,8068.0
1,3458,bartender,8068.0
1,9748,revenge,8068.0
1,10044,tragic hero,8068.0
1,10950,shootout,8068.0
1,14575,mariachi,8068.0
1,14601,explosion,8068.0
1,14687,extreme violence,8068.0
1,14707,brutality,8068.0
1,18026,drug lord,8068.0
1,41372,leg brace,8068.0
1,154889,concealed weapon,8068.0
1,187844,flashback,8068.0
1,5823,jazz club,8512.0
1,9826,murder,8512.0
1,12670,los angeles,8512.0
1,155790,private detective,8512.0
1,195402,film noir,8512.0
1,258,bomb,1572.0
1,444,taxi,1572.0
1,483,riddle,1572.0
1,642,robbery,1572.0
1,703,detective,1572.0
1,720,helicopter,1572.0
1,1321,gold,1572.0
1,1552,subway,1572.0
1,3799,ship,1572.0
1,5572,fistfight,1572.0
1,6149,police,1572.0
1,9663,sequel,1572.0
1,9758,deception,1572.0
1,10950,shootout,1572.0
1,14512,new york city,1572.0
1,14601,explosion,1572.0
1,14819,violence,1572.0
1,15483,car chase,1572.0
1,18525,fbi agent,1572.0
1,177309,simon says,1572.0
1,187844,flashback,1572.0
1,188329,dump truck,1572.0
1,192707,aqueduct,1572.0
1,219404,action hero,1572.0
1,572,sex,13552.0
1,1664,eroticism,13552.0
1,2483,nudity,13552.0
1,2652,nazis,13552.0
1,9937,suspense,13552.0
1,13017,drifter,13552.0
1,3966,camelot,6520.0
1,10466,knight,6520.0
1,10982,king arthur,6520.0
1,177128,excalibur,6520.0
1,2526,human animal relationship,9073.0
1,4676,whale,9073.0
1,293,female nudity,10428.0
1,2157,hacker,10428.0
1,2483,nudity,10428.0
1,2812,computer virus,10428.0
1,4563,virtual reality,10428.0
1,6104,computer,10428.0
1,9835,sexual fantasy,10428.0
1,9864,prank,10428.0
1,11615,internet,10428.0
1,12190,cyberpunk,10428.0
1,13130,teenager,10428.0
1,14512,new york city,10428.0
1,41249,secret service,10428.0
1,155555,computer hacker,10428.0
1,237,gay,17447.0
1,740,aids,17447.0
1,10181,based on play or musical,17447.0
1,2588,brain,9886.0
1,3321,childhood memory,9886.0
1,4565,dystopia,9886.0
1,6135,pharmaceutical industry,9886.0
1,6566,computer chip,9886.0
1,8662,courier,9886.0
1,10919,cyber,9886.0
1,934,judge,9482.0
1,4458,post-apocalyptic,9482.0
1,4565,dystopia,9482.0
1,9717,based on comic,9482.0
1,15090,police officer,9482.0
1,18712,based on graphic novel,9482.0
1,160159,frame up,9482.0
1,162988,dystopic future,9482.0
1,180172,framed for murder,9482.0
1,182703,gene,9482.0
1,182706,prosthetic limb,9482.0
1,182709,post holocaust,9482.0
1,182711,dna testing,9482.0
1,203165,dredd,9482.0
1,6593,stripper,19326.0
1,8881,jury,19326.0
1,9465,jurist,19326.0
1,10183,independent film,19326.0
1,10639,jury duty,19326.0
1,1525,puberty,9344.0
1,1388,cinema,9071.0
1,10183,independent film,9071.0
1,3419,fanatic,8973.0
1,6152,supernatural,8973.0
1,6333,wizardry,8973.0
1,6506,resurrection,8973.0
1,173162,sect,8973.0
1,1252,suicide attempt,47608.0
1,3616,college,47608.0
1,10049,teen angst,47608.0
1,41329,mental illness,47608.0
1,572,sex,2293.0
1,4325,game show,2293.0
1,8631,slacker,2293.0
1,41175,shopping,2293.0
1,157690,mall,2293.0
1,162296,ex-boyfriend ex-girlfriend relationship,2293.0
1,168033,jay and silent bob,2293.0
1,171329,silent man,2293.0
1,171343,coke,2293.0
1,171346,bandleader,2293.0
1,10988,based on tv series,9070.0
1,12667,tokusatsu,9070.0
1,155030,superhero team,9070.0
1,173577,ethnic diversity,9070.0
1,191474,super sentai,9070.0
1,201635,power rangers,9070.0
1,203223,mighty morphin power rangers,9070.0
1,4129,widow,68274.0
1,5248,female friendship,68274.0
1,9872,grief,68274.0
1,3713,chase,48787.0
1,6149,police,48787.0
1,9826,murder,48787.0
1,10392,mute,48787.0
1,242,new york,34574.0
1,3133,vampire,34574.0
1,1332,cheating,1642.0
1,2547,new identity,1642.0
1,2812,computer virus,1642.0
1,3713,chase,1642.0
1,6104,computer,1642.0
1,970,parent child relationship,11472.0
1,1009,baby,11472.0
1,6038,marriage,11472.0
1,13149,pregnancy,11472.0
1,295,library,36196.0
1,8508,party,36196.0
1,10183,independent film,36196.0
1,11678,free spirit,36196.0
1,187056,woman director,36196.0
1,290,angel,11980.0
1,3648,archangel gabriel,11980.0
1,2754,trauma,58372.0
