,credit_id,department,gender,id,job,name,profile_path,movieId
33,52fe456f9251416c91032375,Directing,0,16730,Director,Darrell James Roodt,/oznevzK3stQIpJnnO70sK61TIS9.jpg,34615.0
34,52fe44669251416c9100f5a3,Directing,2,33315,Director,Richard Loncraine,/j700yY5SyI1EZegFpL4h77Otu5W.jpg,31174.0
35,52fe44409251416c7502e1b1,Directing,2,11447,Director,Albert Hughes,/cZpZYwtjYoHb90vJbycOKKH8hpg.jpg,11443.0
36,52fe45999251416c91037fdf,Directing,2,52405,Director,Michael Hoffman,/xrMI8tNQgHws3o3Ku5cdH3ayXZx.jpg,35196.0
37,52fe44e6c3a36847f80b0899,Directing,2,4014,Director,Paul W.S. Anderson,/AeYYSi30WCkowdk04Awa0kr1E4S.jpg,9312.0
38,52fe4255c3a36847f8015f49,Directing,2,5216,Director,Gus Van Sant,/2WsDgxPivXtPHtsXK5QZ8U7zYEb.jpg,577.0
39,52fe44959251416c75039e1d,Directing,1,3047,Director,Jocelyn Moorhouse,/3TrT5NkGglobl3EPH5OdHlXLGzU.jpg,11861.0
40,52fe4279c3a36847f80217bf,Directing,2,7467,Director,David Fincher,/dcBHejOsKvzVZVozWJAPzYthb8X.jpg,807.0
41,52fe44a4c3a36847f80a1e53,Directing,1,55439,Director,Patricia Rozema,/s1lW8HDclRDEgOWrETAJ5eSGKda.jpg,8391.0
42,52fe4260c3a36847f8019a7d,Directing,2,9032,Director,Bryan Singer,/to8mWJabPoWkphkbYKoutCVSj06.jpg,629.0
43,52fe44419251416c7502e54d,Directing,2,1243,Director,Woody Allen,/wpcOUlaszvJoVRf1yLbDtu7u4FI.jpg,11448.0
44,52fe44dac3a36847f80ae00b,Directing,1,1038,Director,Jodie Foster,/eAIE6bnOQ8rm0f933gyeAQdIwrP.jpg,9089.0
45,52fe44309251416c7502bdc7,Directing,2,7908,Director,Frank Oz,/aLH5bYwMIlVxCe4rIDaEsVJqDKn.jpg,11359.0
46,52fe470d9251416c7508c48b,Directing,2,19304,Director,John Schlesinger,/vFCJ4RxvHysxeiwcFsiSGg7Tgre.jpg,17182.0
47,52fe4330c3a36847f804111d,Directing,2,18356,Director,Stephen Herek,/wFMntUA59jIeLITlk5pYp2boZzB.jpg,2054.0
48,52fe43929251416c750159f9,Directing,2,45649,Director,Paris Barclay,/ut83u6IJvZTE16QB2K7XJwUpvi7.jpg,10607.0
49,52fe43999251416c75016ad5,Directing,2,37932,Director,F. Gary Gray,/hjMfkAyz5ECn0svAzrkG3YsEaEW.jpg,10634.0
50,52fe4271c3a36847f801f22d,Directing,2,2294,Director,Robert Rodriguez,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,755.0
51,52fe4592c3a368484e062d3f,Directing,2,5656,Director,Noah Baumbach,/6PuCDnBLURBnLCuat7BfouH9Gus.jpg,28387.0
52,52fe4402c3a368484e00a745,Directing,2,10296,Director,Michael Goldenberg,/qU4WTFJN8z7w3VYYDbl9EH3ifNn.jpg,20927.0
53,52fe461a9251416c910493c7,Directing,2,58712,Director,Steve Miner,/yk90jxBifKosxEyP8CITJk1BTtt.jpg,36929.0
54,52fe44dcc3a36847f80ae59b,Directing,2,25735,Director,Christian Duguay,/dz0da6lHPAzAFTZMR0LvsGUr8cd.jpg,9102.0
55,52fe4550c3a368484e0531c1,Directing,2,2228,Director,Sean Penn,/f2uy1zq0qmtLBpsr6N9uQ8FktOr.jpg,27526.0
56,52fe4512c3a36847f80bae13,Directing,2,18069,Director,Brian Gibson,/jjc2ARxLzv3El2tHeEUKC89vPtW.jpg,9623.0
57,52fe423ec3a36847f800f319,Directing,2,5501,Director,Gary Fleder,/fKPxO8iWMuWYQ8sXeH1BPfQzqxm.jpg,400.0
58,52fe4b889251416c75106047,Directing,2,27771,Director,Tim Reid,/o5euxJdZMwtQJ37AiaklK8jHKuM.jpg,146599.0
59,52fe43829251416c7501325d,Directing,2,578,Director,Ridley Scott,/oTAL0z0vsjipCruxXUsDUIieuhk.jpg,10534.0
60,52fe47239251416c7508f08d,Directing,0,29009,Director,Ken Kwapis,/oPjor2KnZcSXmtude62KT62yBsu.jpg,17414.0
61,52fe45c09251416c75061479,Directing,0,58448,Director,Penelope Spheeris,/6MiXfO2EdA0keiJf0RmGNfLTvAc.jpg,13997.0
62,52fe4333c3a36847f80421a3,Directing,2,12840,Director,John Badham,/vWzb3cQz4qYtfXQ6qyCrSTw61xA.jpg,2086.0
63,52fe4657c3a368484e08b5ff,Directing,2,72624,Director,John Duigan,/bLrx4OQz5g1RnlLQc9ungQ4XKqR.jpg,61548.0
64,52fe44dbc3a36847f80ae285,Directing,0,3224,Director,Stephen Frears,/8IewTBLTPujw1t1MwpXba8cCXOU.jpg,9095.0
65,52fe44c09251416c7503fc9f,Directing,2,5140,Director,Wes Craven,/vffssPtgNn2ZwoMfLCCDJAxlXGI.jpg,12158.0
66,52fe44e1c3a36847f80af905,Directing,2,34849,Director,Ted Demme,/1YVhJuhhgiLXZTOD7nK6nr1jtEC.jpg,9283.0
67,52fe44dcc3a36847f80ae747,Directing,2,11401,Director,John Woo,/9Zab9ULt4tk50dzCqyCswbtlT3E.jpg,9208.0
68,52fe4583c3a36847f80cb935,Directing,2,11181,Director,Kenneth Branagh,/bmpGjbqvAVNOK3ggiuET2Jl96tZ.jpg,40154.0
69,52fe46c8c3a36847f8111c21,Directing,2,4014,Director,Paul W.S. Anderson,/AeYYSi30WCkowdk04Awa0kr1E4S.jpg,45549.0
70,52fe469ac3a368484e099bcb,Directing,2,92561,Director,Nick Broomfield,/ra54j6GHbTkkv9mPrzjllH1A5UF.jpg,63076.0
71,52fe43ee9251416c7502372b,Directing,2,23213,Director,Harold Becker,/pZjPh9NdTE0gf4aSndMOMj7XaXs.jpg,11062.0
72,52fe458b9251416c7505a35b,Directing,2,5655,Director,Wes Anderson,/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg,13685.0
73,52fe432fc3a36847f8040e23,Directing,2,21053,Director,John Dahl,/klMxcB64Tu0sWCn3YDTMcGWPArQ.jpg,2045.0
74,52fe4511c3a36847f80ba903,Directing,2,17494,Director,Dennis Dugan,/A9Hv8qqB4fgb5IMjEESzBo8LXPZ.jpg,9614.0
75,52fe426ac3a36847f801cf97,Directing,2,190,Director,Clint Eastwood,/wJosJW9DNWHOA8h63bQr2HgHC48.jpg,688.0
76,52fe43c89251416c7501deb3,Directing,2,65298,Director,Brian Henson,/m2Bczi1gvhnIYCGp8Fhg2QCPuNf.jpg,10874.0
77,52fe4225c3a36847f80079c7,Directing,2,2461,Director,Mel Gibson,/6VGgL0bBvPIJ9vDOyyGf5nK2zL4.jpg,197.0
78,52fe4218c3a36847f80037c1,Directing,2,1032,Director,Martin Scorsese,/4Xwx5XL1RJj0JQmEo8Fhr6nkpOg.jpg,103.0
79,52fe4651c3a36847f80f87f5,Directing,2,23393,Director,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg,43566.0
80,52fe43599251416c7500cfa7,Directing,2,68185,Director,Eric Schaeffer,/wmg75LITVwe4v8pwCipiGgx2vtP.jpg,10324.0
81,52fe499dc3a368484e134c1f,Directing,2,12989,Director,Andrew Davis,/vE3ls4wUsHQZAtu4gIzTIeQEmMG.jpg,78406.0
82,52fe4332c3a36847f8041aab,Directing,2,17883,Director,David O. Russell,/6aERBGHkLHpnd6V3pftvHoTvRvr.jpg,2074.0
83,52fe4566c3a368484e0584db,Directing,2,16589,Director,Peter MacDonald,/dDWPhRbouxsTuwnUsmXvHnTDQOT.jpg,27793.0
84,52fe44de9251416c9101fa51,Directing,1,41670,Director,Rebecca Miller,/gegphPh4ITZPYIuVrhigTLRD3C2.jpg,32622.0
85,52fe44959251416c75039f39,Directing,0,15175,Director,William Friedkin,/7Wk3u34PNW7d87xKM7ajTomuaMI.jpg,11863.0
86,52fe4ab0c3a368484e161d31,Directing,0,84445,Director,Craig Baldwin,/dwWwKyGx9yBpmLhvBbW2uQTDRZC.jpg,124636.0
87,52fe4a93c3a368484e15b5cb,Directing,0,1077999,Director,Mark Rappaport,/apv7hMj7we7M5fhyVJ1B0S9qYVq.jpg,123360.0
88,52fe47189251416c91069e59,Directing,2,93911,Director,Terence Davies,/4VaF43xOqsy9rqRYwQy1dS88tLl.jpg,39428.0
89,52fe44e4c3a36847f80b0429,Directing,2,18250,Director,Jon Avnet,/ckcE5lD7KNCh6iYHwCbfbs4r2y2.jpg,9302.0
90,52fe43df9251416c7502172f,Directing,2,5342,Director,Mike Nichols,/eJgJEVil7iOJ9sTAXLCVRKfeKKM.jpg,11000.0
91,52fe46cf9251416c750843a3,Directing,2,12833,Director,Edward Burns,/jR0Z5bkcYxQ1V603v2RuWJZ4Uew.jpg,16388.0
92,52fe4524c3a36847f80bec55,Directing,2,865,Director,Michael Bay,/65IyBCQOv5MQuPCGr4jshelqTox.jpg,9737.0
93,56d071d9c3a3681e36006015,Directing,2,56828,Director,Christopher Cain,/atUMxA5Anavwqdd5tH3B3S8ayli.jpg,30765.0
94,52fe443bc3a368484e0170fd,Directing,2,10723,Director,Mike Newell,/aE6M4LhrTqtQ8i3WI5QeZAFN4pO.jpg,22279.0
95,52fe44029251416c91001def,Directing,2,91343,Director,Hal Hartley,/iDOwoscPZqn8VUEoxawerZRBXJd.jpg,30157.0
96,52fe4253c3a36847f80158f3,Directing,2,6159,Director,Ron Howard,/qdtdnNLSsaXZmpwOqXuQB3xU2uL.jpg,568.0
97,52fe44849251416c7503797f,Directing,2,30365,Director,Michael Caton-Jones,/oKzuAA9S6VAb0qkmD9v8Z30jGSf.jpg,11780.0
98,52fe45889251416c91035a39,Directing,2,39104,Director,Abel Ferrara,/spMsMgsJs8qwhLXgQO9VGNm9Rcn.jpg,34996.0
99,52fe4240c3a36847f800fdd9,Directing,2,5572,Director,Joel Schumacher,/ijI5sCPqDvT18NRWCeBqw8BJIZx.jpg,414.0
100,52fe431cc3a36847f803b1b5,Directing,2,19665,Director,John Boorman,/zPZkbiZms6DUZz74xLLFFGUJY0n.jpg,1873.0
101,52fe442ac3a36847f80861c1,Directing,2,46391,Director,Paul Auster,/bNKAo8IdtMP6Fd85MfXsKoED7Bb.jpg,5894.0
102,52fe4314c3a36847f8038a67,Directing,2,17087,Director,Michael Moore,/b44FupQ50ND6CpNCYkGRRu5THv4.jpg,1775.0
103,52fe44bec3a36847f80a7913,Directing,0,11887,Director,Brad Silberling,/4JR2TYCatx5YFACxGB74il7EMhq.jpg,8839.0
104,52fe43f2c3a368484e007465,Directing,2,5281,Director,Spike Lee,/zTsaE7GrLnOV62NmSrr6hll1G5Y.jpg,20649.0
105,52fe435a9251416c7500d25f,Directing,2,664,Director,Frank Marshall,/dVPOD85wQ1Xscpe3DOVQ1I59IIF.jpg,10329.0
106,52fe44ccc3a36847f80aa7dd,Directing,2,893,Director,Tony Scott,/hL7Tt1faZvA68G4bw9hC4X0Zp7d.jpg,8963.0
107,52fe450bc3a368484e04519b,Directing,0,17447,Director,Terry Zwigoff,/xK366M7bo681aoCMIlSEs5ROCl9.jpg,26564.0
108,52fe4490c3a36847f809d4e7,Directing,2,2294,Director,Robert Rodriguez,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,8068.0
109,52fe44aec3a36847f80a3ecd,Directing,0,21712,Director,Carl Franklin,/6jQitXVCxmsBYtBURZhTw2NaUg9.jpg,8512.0
110,52fe42ffc3a36847f8032955,Directing,2,1090,Director,John McTiernan,/tknmquMIO2oAVUZ0vVX78ALHyaT.jpg,1572.0
111,52fe45799251416c75057c91,Directing,2,19224,Director,Gregg Araki,/pk2AOJ28K9H6dryFC1MHJpq3mxP.jpg,13552.0
112,52fe4457c3a36847f8090695,Directing,2,3415,Director,Jerry Zucker,/n2iX1gJyOxImJie2LTORZNKM9n9.jpg,6520.0
113,52fe436e9251416c75010097,Directing,2,1978,Director,Iain Softley,/citetzG3VlJ402NcaWicUHffxfl.jpg,10428.0
114,52fe4541c3a36847f80c3cf9,Directing,2,59997,Director,Robert Longo,/erzaRdEKjBvhDjpBZ2LJr0Idmcm.jpg,9886.0
115,52fe44fdc3a36847f80b62b9,Directing,2,33279,Director,Danny Cannon,/9E4Km6y1O0bK3dUSds3smzu20KI.jpg,9482.0
116,52fe47d09251416c750a6569,Directing,2,58316,Director,John Fortenberry,/bYGojVLiv38qcBmWTOHOlser6Dr.jpg,19326.0
117,52fe44ebc3a36847f80b1b01,Directing,2,51917,Director,Larry Clark,/7JfnrUqvXafhqACvMewBVA3Klb.jpg,9344.0
118,52fe44ccc3a36847f80aab1d,Directing,2,31211,Director,Clive Barker,/1Hlv4fojc9ogiWfqREB0iP47yVI.jpg,8973.0
119,52fe46779251416c75079365,Directing,2,38516,Director,Denys Arcand,/6NBjKG33QncVVMa9cfalSs3xPKP.jpg,15730.0
120,52fe473bc3a36847f812a713,Directing,1,42617,Director,Antonia Bird,/w0iiJhHZxgPoyOdFdCGMr89O9G.jpg,47608.0
121,52fe434bc3a36847f804933f,Directing,2,19303,Director,Kevin Smith,/3XXThSMqHQgQFjM4bMJ25U1EJTj.jpg,2293.0
122,52fe44d8c3a36847f80ad71f,Directing,2,42111,Director,Bryan Spicer,/yyqVSx1GZlUQbAPncdrgzcqSNVX.jpg,9070.0
123,52fe4775c3a36847f8136af1,Directing,2,58384,Director,Anthony Waller,/gRnnNlV55mM5Z2lnPF10xzaNuqr.jpg,48787.0
124,52fe456c9251416c91031d55,Directing,2,54469,Director,Michael Almereyda,/oiMAcT7GwLXBKTYWLl9FDBqrwHX.jpg,34574.0
125,52fe4307c3a36847f80351ad,Directing,2,11472,Director,Irwin Winkler,/chJjLXD7PlFhuyeverNCgemIAAC.jpg,1642.0
126,52fe44479251416c7502f17f,Directing,2,10965,Director,Chris Columbus,/2fHN78oumrJRM84UydgfVzj0YEl.jpg,11472.0
127,52fe45d39251416c9103fb61,Directing,1,56714,Director,Daisy von Scherler Mayer,/ebJciI29YXLqblVayOIHqOAh4pD.jpg,36196.0
128,52fe44e19251416c9101ffa9,Directing,2,16863,Director,Todd Haynes,/ly6krNQ1yaKMUiTLQIyzvPri6Sy.jpg,32646.0
129,52fe43829251416c750131e7,Directing,0,8965,Director,Roland Joffé,/kis74mAa2ZsccFr1ToDsrkMy7Gn.jpg,10533.0
130,52fe43ba9251416c7501bc2d,Directing,2,10491,Director,Paul Verhoeven,/mlIV2V9OYcnmudqv1iZw7QrdSSh.jpg,10802.0
131,52fe43359251416c75007a33,Directing,0,39819,Director,Wayne Wang,/wtw5Cg8dWy9N7Fvn9SWvboibWek.jpg,10149.0
132,52fe47789251416c7509a97b,Directing,2,5306,Director,Lasse Hallström,/tVnakJ0RWFj3eaUIJkzubTzmKXv.jpg,18402.0
133,52fe44ebc3a36847f80b1d6f,Directing,2,21370,Director,Roger Donaldson,/AeqGthH9k1e7FJ8XJHycFNPQVvT.jpg,9348.0
134,546e364c9251415ff10000c1,Directing,2,408,Director,James Keach,/5k6C8JLApbI52sjaYAHHnIdsrnv.jpg,139408.0
135,52fe4231c3a36847f800b373,Directing,1,14392,Director,Kathryn Bigelow,/7wiMnFR6WP9SK870AvNQ3LccLi7.jpg,281.0
136,52fe49dbc3a368484e143acd,Directing,2,17880,Director,Wesley Strick,/t4ggAaMWTYRtWyB1nz1BPJilujC.jpg,79593.0
137,52fe474fc3a36847f812e7fd,Directing,1,63713,Director,Martha Coolidge,/6XDmHbCLMtzvVU8h5ZauG8CkSIl.jpg,47939.0
138,52fe460f9251416c91047b0f,Directing,1,1128,Director,Agnieszka Holland,/pcs6shB8NcZTGRniXr5jKFao8KR.jpg,36834.0
139,52fe4397c3a36847f8060209,Directing,2,32277,Director,Geoff Murphy,/h9qts2xTEQyaI6ICnEcyLU69y7W.jpg,3512.0
140,52fe450ac3a36847f80b8b79,Directing,2,22767,Director,Alfonso Aráu,/Agw6LyoGlrfJaBvTOQYzdxwUWHh.jpg,9560.0
141,574a3810c3a368302400197d,Directing,0,8300,Director,Kevin Reynolds,/4t5dwFGkAWrkMeIuoKA9ovoVLv4.jpg,9804.0
142,52fe471ac3a368484e0b5209,Directing,2,1723,Director,Walter Hill,/gCU3dgnNaZuvmArtBJgjCUMmimd.jpg,65796.0
143,52fe47a8c3a36847f814149b,Directing,2,6111,Director,Mike Figgis,/nIaxYZkNX6j70VQyHwzed1QxOXD.jpg,49805.0
144,52fe44f6c3a368484e040d85,Directing,2,17309,Director,Greg Beeman,/2wb6jVLAs1Qq9ay5BmMRch1R4no.jpg,26258.0
145,52fe4214c3a36847f80023e1,Directing,2,564,Director,Richard Linklater,/wNijRefhQCp0BkNqM5qhhdazDgx.jpg,76.0
146,52fe43e49251416c7502210f,Directing,1,57691,Director,Tamra Davis,/6bKtaisEKoCI6NcmTkJfGRngbc4.jpg,11017.0
147,52fe462d9251416c9104bc73,Directing,2,43468,Director,Guy Ferland,/nfDOPMhegfSlQMAVHfR3M8Grxfl.jpg,37141.0
148,52fe44f0c3a36847f80b2ef3,Directing,0,18378,Director,Herbert Ross,/5bKYVnMfWhjAOmMHv7Y6boqnOja.jpg,9382.0
149,52fe4464c3a36847f809357f,Directing,2,44990,Director,Peter Horton,/uq9ry9LRU2yn63LigCQFkB07CCY.jpg,6715.0
150,52fe476e9251416c75099141,Directing,2,27991,Director,Stuart Gordon,/6izi3lpxy9tQgiLtxYjOVYxOmCf.jpg,18256.0
151,52fe434ac3a36847f8049253,Directing,2,19303,Director,Kevin Smith,/3XXThSMqHQgQFjM4bMJ25U1EJTj.jpg,2292.0
152,52fe4320c3a36847f803c60d,Directing,2,25210,Director,Jeremy Leven,/xLg0ZtIXhrdqvYTqVPZui6oC54h.jpg,1909.0
153,52fe44cec3a36847f80ab1a9,Directing,2,8246,Director,Barry Levinson,/AvPOBBODhSCtUJAqxeq2s0nYnTw.jpg,8984.0
154,52fe43e7c3a36847f8077463,Directing,2,12840,Director,John Badham,/vWzb3cQz4qYtfXQ6qyCrSTw61xA.jpg,4954.0
155,52fe43819251416c7501310f,Directing,2,3556,Director,Roman Polanski,/qI12N0XzSQanAUv6sTucTLWi3az.jpg,10531.0
156,52fe44a29251416c7503bb71,Directing,0,18596,Director,Taylor Hackford,/heZfdghufTV3t3ayrWvIuiP1jvb.jpg,11929.0
157,52fe44acc3a36847f80a3757,Directing,2,7396,Director,Peter Farrelly,/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg,8467.0
158,52fe43d9c3a368484e001de9,Directing,2,56205,Director,Atom Egoyan,/3lARbiaNDZbN0LBpXHNuSM9U4ur.jpg,20156.0
159,52fe47789251416c7509a7c1,Directing,2,1201,Director,Garry Marshall,/kx77E8p5rnEmKxIhFT0qWCEMEik.jpg,18395.0
160,52fe424cc3a36847f8013849,Directing,2,510,Director,Tim Burton,/yHEHAHQpN9PfSEQx1UxZPczhcAi.jpg,522.0
161,52fe423ec3a36847f800f209,Directing,2,8844,Director,Lawrence Kasdan,/pBAB9NAMRhL2IBYcgLu6P1CdXbW.jpg,397.0
162,52fe43809251416c75012cc3,Directing,2,7904,Director,Billy Crystal,/22PBSROMN6GmD7uxHpTNb0Unftt.jpg,10525.0
163,52fe4571c3a368484e05b4b7,Directing,0,148119,Director,Phillip Borsos,/fIwPoBbTvv9sXrqEPmclkjJCI57.jpg,27985.0
164,52fe467d9251416c75079edd,Directing,2,15775,Director,Kevin Lima,/725jzhxXkAPIqo9P5nEnlBW3Q1y.jpg,15789.0
165,52fe4540c3a368484e04f871,Directing,0,57090,Director,Brett Leonard,/24eM4jVMEY790YFNf3t7VhgX19z.jpg,27303.0
166,52fe4854c3a368484e0f348b,Directing,2,97755,Director,Charles Burnett,/9VNUSk6ybDPMhA0SIVzwcZGCLdX.jpg,72031.0
167,52fe45e19251416c75065927,Directing,2,122449,Director,Steve James,/xDbq83XNYa52oG8YxTPTAooxmUc.jpg,14275.0
168,52fe42e5c3a36847f802b0e1,Directing,2,108,Director,Peter Jackson,/kSrfI3TbMdIMmPVOflLQ56OfscB.jpg,1024.0
169,52fe458e9251416c7505a8f5,Directing,2,57851,Director,Bernard Rose,/pq8tgkUyoW36YoczEemKmCgwrYc.jpg,13701.0
170,52fe461d9251416c7506d919,Directing,2,32593,Director,Steven Brill,/9CpoLVxDKV2XRF3rigTNSVimJK1.jpg,14819.0
171,52fe44df9251416c9101fc3b,Directing,2,1203,Director,J. F. Lawton,/b3EoYJqYlYwNjmBX4Be0iByMoPD.jpg,32631.0
172,52fe44839251416c750377fb,Directing,2,64061,Director,Fred Schepisi,/gN30W0bFd4p55fiCT3oeBFVJqs9.jpg,11777.0
173,52fe49d49251416c910ba1f5,Directing,2,54441,Director,James Ivory,/vj4PY2KciRCZWzT4eCdOoQfzoJs.jpg,87729.0
174,52fe4449c3a36847f808d377,Directing,2,8858,Director,Ivan Reitman,/vYT8xpWCzKZc9F02Oqihxx1GFyg.jpg,6280.0
175,52fe44d7c3a36847f80ad35d,Directing,0,56872,Director,Arne Glimcher,/gQGL7gTL5QIz1p0ywzmBXgX8jdD.jpg,9061.0
176,52fe443bc3a36847f8089cfd,Directing,2,23393,Director,Barbet Schroeder,/jDMy62PR1pfD0dX5E0K3Q6SI1wm.jpg,6071.0
177,52fe420dc3a36847f8000437,Directing,2,1,Director,George Lucas,/mDLDvsx8PaZoEThkBdyaG1JxPdf.jpg,11.0
178,52fe450dc3a36847f80b9a3b,Directing,1,58094,Director,Gillian Armstrong,/nAWFdZDlp7q6yWDWgM5PMkkmZcA.jpg,9587.0
179,52fe47ba9251416c750a3807,Directing,2,11218,Director,Alfonso Cuarón,/3zYO8I24q4q3cJNohCg63V88uWo.jpg,19101.0
180,52fe47b3c3a36847f81439d5,Directing,2,15488,Director,Ken Loach,/jMMjA5IeYFueu9P9FGBYH0kqYRO.jpg,49980.0
181,52fe43c4c3a36847f806e1b5,Directing,2,9181,Director,Edward Zwick,/ucBi071XeIGMEHaEGKtU6PN1FwN.jpg,4476.0
182,52fe43e19251416c75021c53,Directing,2,14692,Director,Nick Castle,/ecUHW93fTzJLCEZcpfvfjgNMi1o.jpg,11008.0
183,58c7b9b6c3a3683dbd00a967,Directing,2,20561,Director,James Gray,/26NM43boSYspJiKeRc0gy41g9sA.jpg,47504.0
184,5543fbdac3a3680cdb002b13,Directing,1,3110,Director,Allison Anders,/rsfxpcNEdmNqZyNcct0J695LhBK.jpg,32325.0
185,52fe465cc3a36847f80fabbf,Directing,2,58463,Director,Glenn Gordon Caron,/nw1db9OzTefk72OvgmOiPbuglN2.jpg,43742.0
186,52fe458bc3a368484e061521,Directing,2,15912,Director,Stephen Gyllenhaal,/sGBf5Pz5Mxwd2eLWZemCxSe6mQX.jpg,28313.0
187,52fe44249251416c7502a4e7,Directing,2,55476,Director,Nicholas Hytner,/f0wcakkpI4KKNvQjVj8rOnwSYT1.jpg,11318.0
